khach_cmt,rating,shop_phan_hoi
"hàng giống hình, giao hàng cũng nhanh nhưng chất lương sản phẩm thì tạm đc. hàng giao còn bị bung chỉ cơ. các bạn nào mua hàng về thì nên mang ra hiệu nó “đạp” thêm đường chỉ cho chắc chắn",3,nan
"giả rẻ nhưng chất lượng tạm, mới mặc đã bị sờn. form ôm nên mọi người cần cân nhắc kĩ khi mua",3,nan
giao hàng quá lâu gần 1 tuần 2xl mà bó sát bé quá mình nặng 70kg ko vừa chất vải thì đẹp ống quần quá bé mặc mãi mới cho chân vào dc chán shop đặt size ko đúng,3,nan
"quần thể thao nam, quần thu đông nam. quần khá nhiều chỉ thừa. phần ống không bo sát chân.",3,nan
"đồ đẹp nhưng shop giao đồ sai size, mình đặt 2 xl shop giao một chiếc đúng sai một c xl, shop nên làm ăn trung thực",3,nan
một đc một lỗi.ko dc ưng lắm.yêu cầu shop rút kinh nghiệm,3,nan
quần hơi mỏng. form tạm ổn so với giá. hơi vô duyên chút là tem size lại gắn ở mặt ngoài ống quần :),3,nan
"đặt 2 chiếc cùng sz nhưng cái to cái bé , quần khá mỏng",3,nan
quần chất lượng tạm,3,nan
"bo quần ko bó ,nhìn dáng khá già, còn lại thì tạm đc",3,nan
mình lấy sz l 54-61kg mà bạn mình 52kg mặc hơi ngắn và hơi nhỏ,3,nan
dây kéo may bị tuột chỉ,3,nan
mỏng quá mặt chơi ở nhà thôi,3,nan
dán hơi lệch :),3,nan
hàng okok,3,nan
chất quần mỏng xấu hơn cái shop mình mua bên kia cũng kiểu quần này cùng giá tiền.rất mỏng size rộng quá size m nói 40kg có thể mặc mà 40kg k mặc nổi luôn á.,3,nan
mik tuy k nhận đc hàng nhưng có thể sau này vẫn sẽ đặt mua ở đây nên mik vote tạm 3 sao.,3,nan
"gía thành như này thì ko mong gì hơn, chỉ là ai mà béo thì ko nên mua, dành cho người form chuẩn, mảnh mai. chồng mình béo nên quần rất ôm",3,nan
vãi ko đẹp lắm giao hàng cũng hơi lâu nhưng mà mức giá đó cũng đc r,3,nan
chất vải hợp vs giá tiền nhưng bị rách ở đáy cho 3 sao thoi,3,nan
"sản phẩm tốt, vải đẹp nhưng minh mua bình thường 3xl thì mặc rộng mà bây giờ thì mua 3xl lại quá chật .",3,nan
"quần ngắn và nhỏ hơn so với đợt trước mình mua , túi quần khác màu so với đợt trước, chất liệu cũng mỏng hơn 1 chút . lần này mình chấm điểm 6/10",3,nan
vải quá mỏng,3,nan
hợp với học sinh mặc thể dục,3,nan
"chất lượng tương đối ổn so với giá. size xl mình mua mặc bị ngắn, chắc sẽ vừa cho bạn nào cao dưới 1m7. lưng chun dễ mặc. kiến nghị shop để thông số dài quần để tiện cho người mua.",3,nan
"quần này size 63 tới 69kg thì sai bét, xl thì 63kg trở xuống mới đúng , ny tui 66kg mà chật mang k đc ,đem đi đổi thì mất thời gian, chỗ tui đang mưa gió lạnh nữa .chán thật sự",3,nan
quần lủng túi cái thì may dính túi luôn sao mà bỏ dfồ vô,3,nan
sản phẩm được :( mình đặt 2xl mà ống chân ở dưới bé khó cho chân ra,3,nan
"một quần 3 vạch đen bị lỗi, k ktra hàng trc khi gửi cho khách 😢",3,nan
ghi chú thích đàng hoàng 1soc đen 1soc trắng. quần thì giao đủ 2c đúng size. mà bh có cái đổi trả thì phiền,3,nan
chất lượng phu hop voi gia tien .,3,nan
"bo không phải bằng chun nên khá bó và mặc/cởi rất khó, chất vải ok ",3,nan
cho shop chiều cao cân nặng xong tư vấn size rộng vcl,3,nan
quần mỏng quá hix.quay giầy thế,3,nan
sp tạm dk,3,nan
đường may lỗi. quần còn bung cạp,3,nan
vải hơi mỏng,3,nan
đúng hình nhưng nó hơi rộng và dài,3,nan
vừa mở ra đã thấy rách háng r thì,3,nan
ống hơi rộng,3,nan
quần rách túi khoá,3,nan
túi quần k có khoá,3,nan
"hàng khá nhiều lỗi vặt , khá mỏng , mặc tạm được",3,nan
giao hàng quá lâu,3,nan
sản phẩm ổn,3,nan
chất cx được nhưng hàng không giống hình cho lắm,3,nan
ko như miêu tả,3,nan
quần bị rách,3,nan
quần vải quá mỏng,3,nan
ừ hứ,3,nan
dở vải quá mỏng,3,nan
vải ko tốt lắm,3,nan
"vãi đẹp thật,nhưng mặc hơi nhỏ ko vừa:v",3,nan
mỏng quá,3,nan
vải ổn nhưng mỏng bo vải chứ k phải thun,3,nan
túi quần nông quá chả để vừa đt,3,nan
hàng bị lỗi khá nhiều,3,nan
quần mỏng xuyên thấu luôn 😂,3,nan
ko như mong đợi,3,nan
rách :),3,nan
ống quần hơi chật,3,nan
ko như hình. hơi hụt hẫng,3,nan
"size quần hơi sai, mọi người nên chọn lên 2 size",3,nan
vải mỏng,3,nan
chỉ thừa nhiều vải mỏng,3,nan
"túi quần nông ,1 quần bị túi thủng",3,nan
1 quần bị lỗi,3,nan
quần mặc dk 2 lần bắt đầu vải bị dãn chỉ,3,nan
đặt xl mà shop gởi xl,3,nan
quần dính keo,3,nan
tạm được,3,nan
giao sz mẫu,3,nan
quần mỏng mặc k vừa,3,nan
chất vải hơi mỏng,3,nan
quần size l hơi ngắn bung chỉ nữa,3,nan
"đường may kém, ko hài lòng",3,nan
quần ko dc như mong muốn. giao hàng nhanh,3,nan
tạm ,3,nan
quần k dày lắm,3,nan
bảng size chưa chuẩn lắm mặc size l hơi rộng đũng,3,nan
giao nhầm kiểu,3,nan
gửi nhầm size nên tạm 3 sao vậy,3,nan
tạm dc,3,nan
sản phẩm xấu hơn trong hình,3,nan
tạm dc,3,nan
không đẹp như trên hình,3,nan
bị lỗi nhỏ phần 3 sọc,3,nan
g,3,nan
quần k hề như mk nghĩ khá khác ảnh mặc dù mk chọn size l r mà khá bé và chất lượng hơi chán,3,nan
sản phẩm khá tốt nhưng vãi hơi mõng . nhưng sản phẩm của mk bị sp dùng bút ghi lên giặt ko ra 🥺,3,"ui em ơi để chị đổi cho em , cái này là quần mẫu gói hàng gửi nhầm cho em mất rùi hix hix để chị đổi lại cho em cái khác nhé :( sory bé"
quần có vết bẩn nhg khá đẹp lên mua. giao hàng hơi lâu,3,nan
"tiền nào của đó mn, nhìn hình rất oke nhưng khi nhận sp thì -,-",3,nan
hic shop tư vấn nhiệt tình cơ mà mình đặt 1 cái size l 1 cái xl shop giao cả 2 cái xl😢mình đo 2 cái bằng nhau luôn,3,nan
quàn chất liệu tối theo cảm nhận thấy hơi xấu so vs hình khó phối đồ,3,nan
dây rút bị đứt cả 2 bên:( mà nó cx chả rút đc nx vì dây quá dài,3,nan
vải khá là mỏng mn mua k nên chọn màu trắng vì …,3,nan
vãi hơi mỏng,3,nan
dây rút k đc. còn lại thì oke,3,nan
vải giặt qua 1-2 lần bị xù lông,3,nan
vải mỏng,3,nan
cũng tạm đc mua về mẹ bảo đắt hơn ngoài trợ,3,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi"
quần quá chất lượng mn ơi nên mua nha,3,mình cảm ơn bạn nhiều ạ
cũng tạm,3,nan
chất lượng sản phẩm kém,3,híc .mình xin lỗi vì đã gửi nhầm màu quần mong bạn nge máy để mjnhf hướng dẫn cách đổi trả ạ
không như mình mong đợi lắm. hình ảnh chỉ mang tính chất nhận xu.,3,nan
"mình đặt đen thì giao xanh, chốt đơn khá chậm, giá cả thì tạm chấp nhận vì đang là tết nên mình không muốn làm khó shop 🤷‍♀️",3,nan
"sản phẩm ok ,đẹp, vải mịn,nói chung hài lòng , mình cho bốn sao ,tuy nhiên màu sản phẩm đặt là đen nhưng giao xanh nên mình trừ một sao là còn ba sao.",3,nan
"quần đẹp, mua lần thứ 4 rồi. rất hài lòng về sản phẩm phẩm, còn vấn đề giao hàng thì quá lâu. cho shop 3 sao để cải thiện =)",3,nan
đặt màu đen ful thì lại giao cho màu xanh rõ là ngoài viết màu đen chán thật sự,3,nan
bạn nào tầm m5 như em thì xác định đừng mua tăng sz nó rộng khủng khiếp ý eo e m5 40kg mà cắt gấu phải mấy tầm 10 phân bóp eo chắc cũng chục phân siêu dài from mặc lên xuông k rộng lắm đâu bảng sz cũng k đúng lắm đâu màu thì k giống hình đậm hơn chất dày lắm hình ảnh mang tính chất nhận xu🥲,3,nan
"quần màu đẹp, giống hình, cơ mà mình nghĩ form nó nhỏ, mình chọn sz bé nhất, háo hức mong chờ hàng về, vậy mà khi về đến tay nó bự chà bá lun á, chắc cho người tây bụng bự mới mặc được á, buồn sâu sắc luôn.",3,20we xin lỗi bạn vì trải nghiệm không được ưng ý.các bạn nếu không chắc chắn về size quần hãy inbox cho shop để được tư vấn chính xác nhất về size quần và được hỗ trợ đổi trả nhanh nhất nhé!
"phần chỉ thừa ra hơi nhiều, còn cả phần để cài nút thì lại ko cài được, giao hàng ổn, tầm 3-4 ngày là mình nhận được, nhiều chỗ may chưa đều",3,nan
quần còn khá nhiều chỉ thừa màu đậm hơn so với hình 1 chút nhưng shop tư vấn nhiệt tình,3,nan
em mua 2 đợt mà 2 mày khác nhau ! màu này đamj hơn ảnh nhiều ! giao hàng khá là lâu,3,nan
"hơi thất vọng về màu của quần, ở ngoài nhìn ảo lắm!_😄 chán",3,nan
tất cả đều tốt mỗi tội giao nhầm size mà kêu đổi size tới 5 ngày rồi chưa thấy gì :) hơi thất vọng ,3,nan
"quần có mùi như mùi hồ bơi vậy, to quá, không giống với kích thước nma khá ổn",3,"dạ, đây là dáng quần rộng bagy nên rộng ạ. nếu xắn gấu lên thì sẽ đẹp và hợp hơn. nếu có thể xin kháhc đánh giá lại cho shop với ạ. cảm ơn khách nhiều"
màu không giống kiểu trong ảnh mà là màu kiể trắng phai xanh nên ae cân nhắc nhé quần hơi ngắn nhé ae,3,nan
cách nhắn tin của shop mình không hài lòng cho lắm! shop giao hàng lâu. ống quần rộng hơn mình nghĩ. nhưng chất vải của quần tốt.,3,nan
hình ảnh chỉ mang tính chất minh họa quần ở ngoài màu không giống hình vải cũng ok ,3,nan
màu nhạt vcl,3,nan
có đường bị dao rọc rách 2 lỗ nha shop quần thì cũng ok,3,nan
đặt 33 nhưng shop giao 34 còn lại kh có gì bàn,3,"xin cám ơn đánh giá của bạn. chúng tôi rất vui vì bạn đã tin tưởng sử dụng sản phẩm của shop. chúng tôi luôn hy vọng mang lại sự hài lòng cho quý khách hàng, chúc bạn luôn vui vẻ và mong bạn tiếp tục ủng hộ shop trong lần trải nghiệm mua hàng tiếp theo nhé!"
"giao hàng nhanh, mk cao m50, 41kg, eo 64, mông 86 thì thấy quần hơi dài 1 tí nhưng gấp lên 1 chút là oke, eo thoải mái nhưng mông lúc ngồi hơi chật chút vì mk thích mặc rộng rãi hơn, ai muốn mặc ôm sát thì oke nhưng quần đen này ko phải ống suông đâu nha mn",3,nan
chất đẹp mà lên form ko chuẩn chọn lớn hơn 2 size vẫn ngắn 🥲,3,nan
quần hơi nhỏ các bạn lưu ý nha quần ống xuống nhưng ống bó kinh khủng nói chung là tạm ổn thôi sợ với giá thì hơi đắt🥲,3,nan
quần may còn hở chỉ 1 đường .k chắc chắn quá thất vọng.,3,nan
"quần chất lượng tốt, tuy nhiên ko như kỳ vọng ai có nhu cầu cứ mua , vẫn ok",3,nan
"shop chuẩn bị hàng rất chậm trong khi mấy ngày sau vẫn tiếp tục sale sản phẩm này, về sản phẩm thì chất vải rất tệ mới mua chưa sử dùng thì đã sù rồi chả biết mặc được mấy lần.",3,nan
quần về form và chất lượng thì khỏi chê nhưng giao nhầm size thất vọng quá,3,nan
lũn không khác j giẻ lau nhà mn mua rồi sẽ hối hận thôi,3,nan
mình đặt size 37 hình như giao cho mình size 36 mặc khá chật chỗ phần đáy với lại mình đặt màu xanh sky lại giao mình màu xanh nhạt . mn nên cân nhắc mua nhé,3,nan
"mùi rất hắc , quần thật màu ko như hình , mk mặc vào lên form ko đc đẹp",3,nan
"quần thơm,ship nhanh tuy nhiên quần rộng quá màu sẫm hơn trên hình bạn nào m50 mua thì phải cân nhắc nha",3,nan
chất vải tạm đc. mà quần còn bị rách 1 ít chỗ ống nữa chứ.lần đầu mua hàng bị z nên hơi thất vọng,3,nan
"quần nhạt không giống hình, nhiều chỉ thừa. nhưng chất vải tốt với giao hàng nhanh ạ.",3,"shop cảm ơn thiện chí của anh. shop sẽ lưu ý hơn khi đóng hàng, anh cho shop xin lại sao với ạ"
mọi thứ ổn trừ vệt lỗi sợi chỉ phía sau. quá rõ và dài shop ơi. giao hàng nhanh.,3,nan
mình đặt màu xanh sky mà shop giao cho mình màu trắng :(,3,nan
hàng không đúng như sản phẩm đã đặt. chăm sóc khách hàng cần được cải thiện hơn. chất lượng quần tạm chấp nhận được,3,nan
"nên chọn size to nhất, quần ko giống như ảnh ống suông hơi bé",3,nan
"sản phẩm rất ok, tuy nhiên quần hơi hôi. liên hệ với shop kêu giao hàng sớm, thì shop bảo dạ vâng mấy lần. mà đặt hàng từ 15/01 đến ngày 24/01 mới nhận được. :)",3,nan
đẹp xức sắc . tuyệt vời đẹp,3,nan
"chất lượng vải thì ok không cần phải bàn. shop chuẩn bị hàng hơi lâu. mà số đo mình lấy theo bảng của shop thậm chí còn lấy dư mà nhận hàng về thử rõ chật. buồn không muốn nói, chán không chịu được.",3,nan
"quần vãi hơi mỏng mà cũng được lắm kh đến nổi quá tệ,giá này đáng mua.m65 đặt 26 là đẹp",3,nan
màu của quần xấu quá. hôm trước mua màu đen thì xịn đẹp hơn,3,nan
hàng gửi hơi lâu chất vải đẹp khá oki,3,nan
quần dài ai dưới 1m52 ko nên mua nó dài lắm với mn mua nên hỏi shop trước khi mua,3,nan
"mình lại k thích chất liệu vãi , from nhìn oke dc nma hơi ngắn với mình",3,nan
"đã nhận hàng 3 quần, 3 màu. riêng quần màu đen thì khuyết đã cắt, màu như nhuộm lại, mùi khét như mùi lưu huỳnh. 2 màu còn lại thì ok.",3,"xin cám ơn đánh giá của bạn. chúng tôi rất vui vì bạn đã tin tưởng sử dụng sản phẩm của shop. chúng tôi luôn hy vọng mang lại sự hài lòng cho quý khách hàng, chúc bạn luôn vui vẻ và mong bạn tiếp tục ủng hộ shop trong lần trải nghiệm mua hàng tiếp theo nhé!"
"sản phẩm rât kém, vài mỏng. chỉ thừa nhiều. mặc vào thô cứng và nóng, đúng là tiền nào của đấy. gọi điện cho shop không bắt máy. cạch từ lần sau không quay lại mua nữa. ảnh khác thực tế",3,nan
sản phẩm thì chất vải ok như hình nhưng riêng về khóa kéo của quần thì rất tệ rất là khó kéo lên kéo xuống cả buổi trời,3,nan
sản phẩm ko giống hình ảnh mình đặt 2 lần nhưng mỗi lầm shop giao 1 loại quần khác nhau,3,nan
"quần ko đẹp như trong hình, mình cố tình đặt rộng lên 2 size nhưng về chỉ mặc vừa",3,nan
màu kh như hình mấy :( đặt quần nam thì lúc nhận hàng cái màu nó hơi ái ái :(,3,nan
bạn nào muốn mua quần này mà cao trên 1m6 mấy mà muốn mặc dư ống quần thì đừng nên mua nhé nó chỉ rộng chứ không có dài mình mua size lớn nhất mà nó không có dài. nên bạn nào không mặc qua mất cá thì có thể mua nha ,3,nan
quần dễ xổ lông nhiều chỉ thừa màu nếu đậm hơn tý thì đẹp . vơi giá này thì ổn .,3,nan
mình 1m7 45kg size28 vừa nhưng hơi cộc 1 chút nếu bạn nào muốn mang dài thì chọn size lớn hơn. về quần thì cũng ổn nhưng với giá 189k thì mình thấy hơi mắc. (ý kiến riêng). giao hàng nhanh. ,3,nan
"sản phẩm ok, nhưng mình eo 64 đặt size 27 mà cứ ngỡ đặt size 37(",3,a có gì chưa hài lòng về sản phẩm của 20we ạ ? cùng trò chuyện với 20we nha
tiền nào của đấy nhưng hàng ko đúng như ảnh thì làm dở.,3,nan
"màu vải với đường may trong xấu , nói chung tiền nào của ấy :)",3,nan
quần như cặc nhiều chỉ thừa ống thì rộng hơn trong ảnh. tạm ổn,3,a check ib shop ạ. shop đã nhắn tin a nha
quần màu nhạt hơn so với anh chất lượng tạm ồn mình chọn đúng size như ship nói mình cao m7 nặng 51 cần chọn size 29 về mạc quá ngắn mình cho shop 2* ,3,nan
quần nhìn cx đc nhưng chất liệu hơi thôi tôi mới giặt tay thì chưa thấy j nhưng giặt máy là bò sù,3,nan
quần hình màu xang mua về màu bạc chịu không đẹp lắm,3,nan
ko giống trong hình ,3,nan
màu thực tế nhạt hơn màu trên hình,3,nan
vải dày ko có vấn đề nhưng mà quần màu xanh nhạt quá so với trong ảnh,3,nan
đẹp tuy nhiên chỉ khâu không tốt làm mình phải khâu lại mình chỉ cho 3 sao thôu,3,a có gì chưa hài lòng về sản phẩm của 20we ạ ? cùng trò chuyện với 20we nha
"shop tư vấn mẩu đó hơi rộng, vãi hơi mỏng, còn nhiều chỉ thừa,",3,nan
như hình,3,nan
ống quần hơi bé và không được màu như trong ảnh lắm,3,nan
quần đẹp,3,nan
giao hàng quá chậm,3,nan
cx đc,3,nan
.,3,nan
shop tư vấn size 28 nhưng rộng quá luôn😂,3,nan
sản pẩm k hợp với t.chắc nên mua loại khác .,3,nan
lâu,3,nan
cũm đẹp 👉🏻👈🏻,3,nan
cũng tạm,3,nan
tạm ổn,3,nan
trời chọn đúng size mà nhận về nó to quá trời,3,nan
vải bị xù,3,nan
nó lạ lắm,3,nan
.,3,nan
sản phẩm nhìn cũng được,3,nan
quần tạm đáng đồng tiền,3,nan
không đẹp như trong hình,3,nan
mặc được!,3,nan
dkdj,3,nan
eo quá rộng,3,nan
đặt size nhưng shop giao size28 chán shop luôn,3,nan
giao hàng lâu!,3,nan
giao hàng khá chậm,3,nan
không ưng ý lắm vải kém,3,nan
màu không đúng trong ảnh,3,nan
tiền nào của nấy,3,nan
quần hơi rộng so với kích thước đặt hàng,3,nan
"giao hành nhanh, nhưng hàng ko tốt lắm",3,nan
mình size 31 lại gửi size 32,3,nan
màu không giống ảnh,3,nan
màu hơi đậm đũng quần rộng quá 😣,3,nan
quần đặt size bé nhất cũng không vừa,3,nan
quần có một chút lỗi. nhưng tạm được.,3,nan
vải phù hợp giá tiền ống hơi rộng,3,nan
hơi ổn,3,nan
tạm ổn,3,nan
quần dính bẩn. bảng size không đúng.,3,nan
shiper nói chuyện hơi thô,3,nan
không đẹp lắm,3,nan
em lấy site 27 mà quần như sive 30 vậy,3,nan
ko giống ảnh,3,"20we xin cảm ơn quý khách hàng đã lựa chọn dịch vụ của 20we. 20we đã inbox rồi đó, quý khách hãy check ib để cùng trò chuyện với 20we nha !"
"cũng tạm thôi, màu khoing được sáng lắm",3,nan
"size ko chuẩn, màu ko giống ảnh!",3,nan
màu thẫm hơn trên ảnh,3,nan
quần size 28 hơi rộng,3,a có gì chưa hài lòng về sản phẩm của 20we ạ ? cùng trò chuyện với 20we nha
quần còn rất nhìu chỉ thừa,3,nan
quần đặt size l nhưng trả về quá rộng 😢,3,nan
chất vải ok nhưng sz hơi rông .,3,nan
.,3,nan
ship nhanh nhưng chất mặc hơi nóng ,3,nan
vừa,3,nan
cái khuy quần bị lỗi hơi xấu,3,sao a ko ib cho shop để đổi or tư vấn cho a ạ
đẹp nhưng thiếu cúc quần:),3,shop cảm one a nhiều ạ.mong a ủng hộ shop lâu dài ạ.❤️
không ưng lắm tạm tạm,3,nan
hỗ trợ đổi trả kém,3,nan
hơi thất vọng ,3,nan
quần chỉ dư hơi nhiều nhưng vẫn đẹp,3,nan
không giống ảnh cho lắm,3,nan
quần đẹp,3,nan
size hơi rộng,3,nan
màu quần hơi xấu vs mik tí,3,nan
màu vải hơi khác ,3,nan
cũng dc,3,nan
ok,3,nan
quần khác màu . xanh như con gái ý,3,a check ib shop ạ. shop đã nhắn tin a nha
màu quần kh giống trong ảnh ,3,nan
tạm đc ts,3,nan
giá rẻ nên các loại đều mỏng và bộ thể thao nóng kiểu giống fake. nói chung mê rẻ thì phải chịu. mình ko ưng chất liệu nên đánh giá 3 sao.,3,nan
"chất bình thg. đã mua của 1 hàng khác cũng giá vậy, chất đẹp hơn. k ưng lắm. nhưng nói chung cũng rẻ. nhưng lsau k mua nữa, chất k ưng và ship tệ. k gọi giao hàng cũng báo là gọi giao 😢",3,nan
"sản phẩm cũng đc , nhưng quàn bị rộng quá so với size bình thường ",3,nan
quần oke nhưng áo lại quá nhỏ so với size l. mặc nhìn buồn cười lắm luôn.,3,nan
"chất lượng vải tạm được, k đẹp như hình. k biết giặt 2-3 lần thì có bị xù vải k. vải quần mỏng cực kì, có thể xé dc. giao hàng nhanh",3,nan
hàng kiểu này chỉ đc 1 trong 2 thôi nha mấy bạn. nếu áo vừa thì quần kiểu to gấp đôi =) mình mua chỉ để lấy áo. còn cái quần thì như cả 100kg mà dài nữa. ,3,nan
chất vải nóng. logo in bị lệch,3,nan
quần chỉ thừa khá nhiều. áo mềm mỏng mát. rờ sướng tay. nói chung tạm chấp nhận,3,nan
chất áo k quá là đẹp . tiền nào của đấy thôi ,3,nan
chất lượng sản phẩm chưa tốt. size áo nhãn và thực tế khác nhau,3,nan
giao hàng tuy chậm nhưng vì dịch giả nên thông cảm nhưng khi nhận hàng thì áo thì nhỏ quần to đùng :) (ảnh để thêm 200xu),3,nan
"chất áo ko phải thun lạnh giống coton hơn ko mát, mình từng mua áo chất này rồi ko ưng lắm đã thế đường may tuột chỉ ngay cổ áo, fom áo nhỏ lấy đúng size chắc mặc kiểu ôm khít người ai muốn mặc thoải mái nên lây lên size",3,nan
"bộ thể thao tiền nào của nấy, rất ok cho đến khi cho tay vào túi quần: thủng cả 2 túi",3,nan
ko biết shop có giao nhầm ko mà áo thì vừa còn quần ko vừa. :):):),3,nan
mới nhận được hàng mà bị vậy rồi,3,nan
"vãi hơi mỏng còn bị dính gì lên áo, thấy mn nx cũng ổn mà mua về hơi gì xíu",3,nan
đường may ok nhưng đứt chỉ và mai k trùng hở vải.,3,nan
vẫn có chỉ thừa và nhanh bục nếu như ko đi dặm lại,3,nan
xl 68-78kg. mình 70kg mặc ôm vãi nhái. không biết mấy ông 75kg mặc vừa không,3,pucu shop cảm ơn anh/chị đã tin tưởng và ủng hộ sản phẩm của shop ạ. shop sẽ luôn cố gắng phục vụ và làm hài lòng anh/chị hơn nữa. nếu có bất kỳ điều gì khiến mình chưa hài lòng a/c có thể inbox ngay cho shop để được hỗ trợ ạ. chúc anh/chị và gia đình mạnh khỏe và luôn có những trải nghiệm tuyệt vời nhất khi đến với pucu shop.
đặt cùng 1 size mà 2 quần lớn nhỏ k mặc vừa. ,3,pucu shop cảm ơn bạn đã mua hàng shop sẽ luôn cố gắng phục vụ và làm hài lòng bạn hơn nữa. nếu có điều gì chưa hài lòng bạn có thể inbox ngay cho shop để được hỗ trợ ạ. chúc bạn và gia đình mạnh khỏe.
"logo in bị méo, ngược, rất xấu, gần như lên tới vai! vải cũng ok ",3,nan
có thể chấp nhận được,3,nan
áo thì êm mà quần thì không êm,3,nan
xl mà nhỏ quá à,3,nan
áo size xl hơi bé,3,nan
"áo thì rộng, quần thì chật so với form áo 😌",3,nan
không phải chất thun lạnh nhưng thấy cũng tạm đc,3,nan
khoá quần chưa dùng đã hỏng,3,nan
áo không đúng với size ,3,nan
