khach_cmt,rating,shop_phan_hoi
"sản phẩm chất lượng tốt, mẫu 4 màu nhưng nhận hàng chỉ có 2 màu .",4,"chào h*4, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc h*4 một ngày tốt lành! "
che tên nhưng k note giao sáng cho mình. ship noi nhiều còn giao đầu giờ chiều,4,"chào junghyerim9x, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc junghyerim9x một ngày tốt lành! "
giao hàng rất lâu nha. cái hộp nhìn thảm hơn nhiều với hình nhưng sản phẩm khá ổn.,4,"chào ngocanh270396, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc ngocanh270396 một ngày tốt lành! "
"giao hàng nhanh, sản phẩm mua mua được trong tầm giá.",4,"chào anht198x, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc anht198x một ngày tốt lành! "
"quần khá ok, giao hàng nhanh, đáng mua, mọi người dừng thử xem, mình cho 4 sao vì không có màu trắng",4,"chào lthtn2611, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc lthtn2611 một ngày tốt lành! "
"sản phẩm tốt , thoáng mát , giao hàng nhanh , sẽ quay lại ủng hộ sau",4,"chào pulpig, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc pulpig một ngày tốt lành! "
"tạm được, chất hơi mỏng, nhìn như đồ ren cho nam v đó, nói chung dùng tạm",4,nan
sản phẩm khác vs mô tả và hình ảnh. thời gian giao hàng đúng vs dự kiến. shop nên đăng hình thật của sản phẩm,4,nan
"giao hàng nhanh, đóng gói cẩn thận ,chắc chắn , có chút chỉ thừa còn chất lượng theo thời gian",4,nan
đã lưu ý là che tên mà shop ko thèm che luôn dỗi trừ 1 sao cho lần sau đỡ quên,4,nan
gói hàng cẩn thận. mình đặt dùm thằng em. kêu shop che tên sp để có lấy hàng đỡ ngại mà shop kh che gì cả,4,nan
"sản phẩm đẹp, chất lượng ok. hộp k đẹp như hình, hình ảnh và video mang tc minh hoạ",4,nan
"sản phẩm đóng hộp khác vs video mà shop quay trên shope, hàng nchung cũng dùng được nhưng có vẻ size hơi bé hơn bình thường!",4,nan
với giá tiền như này mình nghĩ phải được chiếc quần chất liệu tốt hơn chiếc shop gửi. hộp k giống ảnh của shop. treo đầu dê bán thịt chó quá. mua để tặng mà thấy cái hộp như này thất vọng quá,4,nan
hàng không như đợt 1 bó ở bẹn khó chịu hộp khác phèn hơn,4,nan
"quần hơi mỏng, ko phải kiểu liền vải mà có họa tiết chấm bi lổ lổ, mặc mát ok",4,nan
hàng màu sắc k giống trên bài đăng lắm. 4 màu gần giống nhau. chất liệu ổn so vs giá. dịch giao hơi lâu,4,nan
"hàng như hình, chuẩn màu, giao bình thường, đóng gói chắc chắn. tuy nhiên chất ko co giãn lắm, chồng mình có vẻ ko thích lắm",4,nan
sp ok nhé mọi người. chất thoáng mát. vải mềm mịn. đáng để mua nà,4,nan
"nhờ shop che tên sản phẩm, shop ok ròi mà shop khong có che :(",4,nan
"quần này vải mát lắm, đóng gói cẩn thận, trong hộp giấy đàng hoàng",4,nan
"quần ko thấy có mác, nhìn cũng ko nuột như video quảng cáo, có mùi hôi. hộp ko đẹp như mình đã từng mua.",4,"chào thien.binh1233, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc thien.binh1233 một ngày tốt lành! "
"hàng bị thủng, shop nên che tên sản phẩm vì đồ khá nhạy cảm, thủng hàng chắc do vận chuyện còn lại đóng gói lịch sụ hộp các thứ",4,nan
"mua lúc 10-10 nên hàng về hơi bị lâu. nhận quần về ngâm với nước bột giặt từ tối đến trưa mai thì nước màu nâu khá ghê. đã giặt lại 2 lần, hy vọng ổn.",4,nan
"chất lượng sản phẩm tốt, giống hình ảnh shop đăng, giá rẻ, tiếc là shop xử lý đơn hàng giao quá lâu gần 10 ngày mới nhận được hàng, đóng gói sản phẩm chưa tốt.",4,nan
chất lượng quần so với tiền hợp lý đường may vắt sổ chắc chắn chất liệu co giãn tốt,4,nan
mk mua hộ bạn nên kb ntn nhưng thấy bảo from hơi nhỏ ngắn nhưng giá cả thì phù hợp ,4,nan
"60kg mặc size này hơi chật, cho shop 4 sao thôi. ae mua sau nên chọn size lớn hơn 1 size mặc cho thoải mái",4,nan
"đã ghi chú là che tên sản phẩm,nhưng để chắc chắn hơn nên có ib riêng với shop yêu cầu che tên và shop đã ok,vì mua cho ny nên sợ bố mẹ nhận hộ thấy.kết quả là thế này ,ko hề che tên,may mà chạy ra kịp,ko là mẹ nhận r hỏi mua cho ai rồi,thất vọng về cách lm vc của shop,còn quần thì ok mềm mịn god!",4,nan
giá và hàng phù hợp. dù đã lấy sz lớn nhất nhưng ck tớ vẫn không vừa 😂 ncl ổn,4,nan
"chất lượng sp tuyệt vời, shiper thân thiện, gói hàng oke. nhưng mà mình đã dặn shop che tên sp chỉ đồng í mà ko che :(",4,nan
"chất lượng sản phẩm tuyệt vời, giao hàng thân thiện, mình có ib vs shop để che tên sp nhưng cả 2đơn shop ko có che 🤧",4,nan
"chất lượng ổn, ôm boa nhưng size l dài mặc quần toàn hở , 4 sao vì giá ok",4,nan
"chất vải đẹp, mát, phù hợp giá tiền có thể đầu tư nhé mọi người :d",4,nan
"1m65, 58kg mặc size l vừa nha quý vị chứ size xl bị rộng á. quần giống hình tuy nhiên cả 4 quần may phía sau đều hơi lỗi hơi bị dúm lại cơ bản k ảnh hưởng. cho 4 sao vì sp khác cùng đơn của shop quá kém",4,nan
"em ship giao hàng rất đẹp trai, trắng. giao hàg nhanh ưng em giao hàng lắm",4,nan
"hàng chất lượng trung bình, size nhỏ hơn thực tế nhiều. hi vọng shop cái thiện",4,nan
"shop gói kỹ, nhưng trừ vì đã nhắn tin riêng nhờ che tên sp vi ship tới cơ quan mà shop vẫn quên, sp y mô tả, hơi rộng xí, e trai mình 70kg",4,nan
"giao hàng nhanh , bọc đẹp đóng gói chắc chất lượng khá oki phù hợp gia tiền",4,nan
ship hàng hơi lâu. vải không được dầy dặn cho lắm. màu bên ngoài sậm hơn trên hình quảng cáo. nhưng với mức giá đó thì coi như hợp lý,4,nan
mẫu giống hình tuy nhiên màu ko giống đã dặn shop chọn nhiều màu cuối cùng có 3 màu. mong shop lần sau rút kinh nghiệm ko có màu thì nên nói trước 8 cái mà toàn màu giống nhau hụ hụ,4,nan
"dùng thì tạm ổn, tuy nhiên lại không có tem mác gì, tưởng ít nhất cũng có cái tem size của sản phẩm nhưng mà cũng ko có nốt. ",4,nan
+ giao hàng nhanh + mẫu mã giống + có chút xíu cần là chưa có size l hoặc m . trên bao bì hoặc quần + chất lượng thì cần mặc mới khẳng định được,4,nan
"chất liệu oke , nhưng shop gửi 1 hộp có 2 màu giống nhau, ko giống như trên hình, cho bạn bớt 1 cái màu xanh, nên trên hình còn 3 cái thôi",4,nan
"quần co dãn tốt, mịn mát tuy nhiên quần quá nhỏ với size 3xl, không biết có nhầm lẫn gì k ",4,nan
"đóng gói cẩn thận hàng đẹp so với giá,nhưng hơi buồn vì một quần bị lỗi bị,mong shop lần sau kiểm tra hàng trước khi giao",4,nan
"vải mát co dãn tốt, hợp giá tiền, chưa mặc nên ko biết thế nào. hộp móp méo hết trơn.",4,nan
"sản phẩm: có 1 quần bị dơ không có tag, có màu mực đỏ shop giao hàng nhanh đóng gói đẹp.",4,nan
giao hàng lâu. shop không che tên sản phẩm. gói hàng ổn. ,4,nan
"sản phẩm ra màu nhiều, đóng gói kĩ, hình ảnh chỉ mang tính chất nhận xu",4,nan
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm tuyệt vời đóng,4,nan
"mua size to nhất nhưng ck mặc vẫn kích, quần cũng co dãn mà k ăn thua vs hắn🤣 quần này hợp vs ai gầy hơn",4,nan
"đóng gói chắc chắn và đẹp, shop không che tên sp. size chưa chuẩn. sp giao k đủ màu.",4,nan
hàng mỏng mát nhưng không biết nó có bền không. sài thử mới biết nên chỉ review vậy thôi,4,nan
"giao đúng size, chất thun hơi mỏng, chỗ lưng thun có vẻ ko đc tốt lắm. được cái giá rẻ nên 4 sao thôi",4,nan
"đóng gói cẩn thận , giao hàng nhanh.đã nhắn tin cho shop gửi mỗi cái 1màu nhưng vẫn có 2 màu trùng,có mùi rất khó chịu.vì đi tặng nên kb sp có có giãn tốt hay k",4,nan
"hàng không giống hình, chất liệu cũng mát, giao hàng nhanh, ",4,nan
hàng cũng được. chất lượng tạm ổn. giao hàng thì hơi chậm xíu!,4,nan
hàng ok nhé. ship nhanh. 4 màu thì tốt hơn.,4,nan
quần khá tốt nhưng cho 4 sao tại vì không che tên sản phẩm như yêu cầu của khách hàng,4,nan
đóng gói bình thường. quần có mùi . giặt phai màu. giao hàng nhanh,4,nan
hàng đóng gói cẩn thận. chưa dùng nên chưa rõ chất lượng ra sao.,4,nan
do không chụp ảnh nên mình để tạm ảnh khác ạ. mình nặng 70kg mặc xl chật nha mn. nên tăng 1 size mặc cho thoải mái ạ,4,nan
sản phẩm ổn tuy nhiên mới giặt máy 1 lần bị rách hết 1 cái rồi. nhưng chấp nhận được,4,nan
"mặc êm, thoải mái, đóng gói ổn giao hàng nhanh chóng, sẽ ủng hộ thêm",4,nan
không đủ màu không như hình quảng cáo .,4,nan
"chưa mặc chưa biết ntn nhưng cảm quan ban đầu chất co dãn tốt, size hơi nhỏ. ok",4,nan
"chất lượng ổn, mẫu mã khá đẹp, đóng gói gửi tới nơi hộp bị nát, phù hợp với giá tiền",4,nan
"đóng gói đẹp, thời gian giao hàng nhanh chóng",4,"chào dangthuyduong94, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc dangthuyduong94 một ngày tốt lành! "
"mình lấy sile hơi nhỏ , hàng cũng tạm ổn thôi",4,nan
"gói hàng cẩn thận, sản phẩm đẹp, giống hình",4,nan
"mình mua hộ ny sz 3xl :( nhưng mà nó khá nó. ngang bằng 2xl r , dù sao cũng cám ơn shop",4,"chào g120801, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc g120801 một ngày tốt lành! "
"hình ảnh và video chỉ mang tc giải trí, quần hơi chật, mk lên lấy lên 1 size cho thoải mái",4,nan
shop đóng gói đẹp giao hàng bình thường hàng đúng với mô tả ,4,nan
giao thiếu hàng nhưng shop đang xử lý,4,nan
ko được thoải mái lắm. cho shop 4 sao,4,nan
phù hợp với giá tiền,4,nan
hộp đựng sản phẩm không giống hình shop đăng. giặt thì ra màu. kích thước phù hợp với trọng lượng cơ thể (xl - 57kg).,4,nan
sản phẩm nói chung là mặc thoáng mát cả ok chất liệu mềm mịn nhưng mà hơi bỏng đánh giá shop lúc 4 sao,4,nan
giao hàng nhanh chất lượng tạm ổn so với giá đó mỗi tội hộp đựng hơi xấu một tí à còn nữa là mình báo shop che tên sản phẩm rồi mà shop k có che,4,nan
hộp k giống hình .k có tem mác . vải mặc thoáng phù hợp với giá của spham,4,"chào n*g, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc n*g một ngày tốt lành! "
"hàng như hình, nhờ shop che tên sp shop ừ rồi ko thèm che luôn, bớt lại 1 sao nha shop",4,"chào t*1, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc t*1 một ngày tốt lành! "
"sản phẩm cũng khá ok , nhiều chỉ thừa hộp đóng gói thì mùi rất hôi . hình ảnh và video của hãng khác để nhận quà",4,nan
"hàng được, nhưng mối nối không chắc lắm. (hình ảnh mang tính chất nhận xu)",4,nan
sản phẩm ok nhưng mình nhận hàng thì hộp đựng nhầu nát quá,4,nan
chưa mở hàng nhưng thấy đóng gói cẩn thận mong sản phẩm cũng chất lượng,4,nan
mình rất thích cách gói bưu hàng của shop và cả sản phẩm nữa rất ưng như 1 gói hàng đẹp thì cần thên thư cảm ơn hay là thứ gì đó đại loại shop nên tinh tế vào nha,4,nan
"giặt lần đầu thấy ra màu ko biết lần sau có bị ra ko, phù hợp giá tuền",4,nan
"sản phẩm ok tuy nhiên đường chỉ may cần phải khắc phục lại, mặc thoáng mát",4,"chào t*2, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc t*2 một ngày tốt lành! "
"shop k che tên sản phẩm, mình đã nhắn tin trước mà vẫn k che",4,"chào kieu9.9, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc kieu9.9 một ngày tốt lành! "
"nhận đc combo 4 quần, mặc thử thì ko hiểu sao có 3 quần vừa size, 1 quần cuối lại chật :( mà ko lẽ giờ lại kêu đổi trã chỉ 1 quần nên thôi. quần ko có tem mạc hay size đánh dấu trên quần nên ko biết đc size nào với size nào. mong shop lần sau cố gắng kiểm duyệt kỹ hơn trc khi giao ạ.",4,"chào solic.gogo, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc solic.gogo một ngày tốt lành! "
"không có quần xanh nhạt như trên ảnh mà thay bằng quần xanh rêu, nhưng mà cũng ksao",4,"chào ngocanh5792, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc ngocanh5792 một ngày tốt lành! "
giao hàng thì rất lâu . đóng gói trong hộp mấy thẩm mĩ quá . nhưng bù lại hàng đẹp vãi oke so với giá,4,"chào nienien111, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nienien111 một ngày tốt lành! "
"nói chung là giá rổ khá hợp lý màu sắc thì tạm ok bền màu còn chất lượng thì phải dùng mới thẩm định được , cmt mang tính chất nhận su haha",4,nan
quần ôm không chặt dùng để tập thể dục thì khá tuyệt mà lỗ hơi to như quần ren của nữ,4,nan
đặt 1 lần rồi rất ưng nên đặt thêm lần nữa. giao hàng nhanh nhưng ko thèm đọc lưu ý ko ghi tên sp của kh nên đánh giá 4*,4,nan
tưởng sẽ có những màu trong hình nhưng không phải. vải ok,4,nan
"67kg mặc xl hơi rộng chút, nghe các bạn tăng 1 size nhiều nên nghĩ sẽ vừa mà k hài lòng 100%, chỉ có 3 màu mà k phải 4 màu như minh hoạ",4,nan
"đóng gói cẩn thận, chất cũng khá ok so với tiền, nhưng shop giao màu sai",4,nan
chất liệu ok ak .nhưng một hộp có tận 2 màu giống nhau luôn ,4,nan
đóng gói cẩn thận sản phẩm mang rất thoáng,4,"chào do5ux9ia7r, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc do5ux9ia7r một ngày tốt lành! "
màu quần ko giống hình quảng cáo,4,nan
"quần sịp đùi nam dáng dài đến đùi, ôm sát body trẻ trung, cuốn hút mà vẫn tạo cảm giác thoải mái. - thiết kế đặc biệt cho bạn tự tin vận động, tạo vẻ quyến rũ đầy nam tính - cạp chun bản rộng co giãn, phù hợp với nhiều lứa tuổi, không gây hằn trên da - khử mùi nhanh, co giãn 4 chiều tạo cảm giác",4,nan
"sản phẩm đúng như thông tin như mô tả, nhưng nhìn thực tế sản phẩm thấy không ưng lắm, chỉ may không chắc. cho shop 4* vì giao nhanh.",4,nan
"4c/3màu, tuy ưng nhưng bị trùng màu thành . 🤦‍♀️ 4* shiper xịn =) 5*",4,nan
nhận dc vải thì ok nhưng màu thì lại 2 màu giống nhau mà có 4 màu khác nhau nên ko thích cho lắm lần sau có đổi màu thì báo k nhé ,4,nan
chất lượng ổn có điều shop gửi 2 quần màu giống nhau nên k hài lòng lắm. gioa hàng hơi lâu. thanks,4,nan
"vải k đẹp, cạp quần quá dày. tiền nào của nấy,giá săn sale thì phù hợp",4,nan
"thoi gian giao hang nhanh,san pham tot nhưng cam giác hơi chật so với size 3xl",4,nan
thời gian giao hàng nhanh. đóng gói sản phẩm tốt. tuy nhiên có sản phẩm bị rách khi chưa sử dụng,4,nan
size vừa đẹp chất liệu ok giao hàng nhanh. ,4,nan
mới nhận được hàng. chưa dùng. thấy độ co giãn cũng ok. cho đỡ 4sao,4,nan
chất hàng ổn trong tầm giá. vì dịch lên giao hàng hơi lâu,4,nan
"giao hàng nhanh, chất liệu vải mềm đánh giá cho 4 sao dùng nếu tốt thì lần sau sẽ mua ủng hộ thêm ",4,nan
đóng gói hàng cẩn thận hàng mk ko ưng lắm tiền nào của nấy,4,nan
"mặc thoải mái, sản phẩm tốt, đóng gói đẹp mặc dù mua ở shope, săn đươc sale cũng ngon",4,nan
chất lượng thì phải xem mặc 1 thời gian mới biết được. giá thì phù hợp à,4,nan
quần chất vải khá đẹp nhưng màu không giống quảng cáo lắm,4,nan
ok. tôt,4,"chào nguyenanhvan511, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nguyenanhvan511 một ngày tốt lành! "
dùng tốt nha mn vải thoáng mịn.ship nhiệt tình,4,nan
sp tốt,4,nan
quần đẹp y hình.,4,nan
"giao hàng nhanh, quần thoáng khí nhìn được. nay ms nhận và giặt luôn nên chưa mặc. tạm thời chỉ nhận xét đc vậy",4,"chào minhtim0427, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc minhtim0427 một ngày tốt lành! "
gh rất chậm.đổi trạng thái thành công rồi mà mãi k giao .nt nhờ shop hỗ trợ lại k đc,4,"chào phuongthao2k1hls, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc phuongthao2k1hls một ngày tốt lành! "
vải bình thường. 4 cái 1 cái lỗi (rách). nhiều bụi vải. mới về chưa giặt sờ vị đen tay.,4,"chào kucai1993, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc kucai1993 một ngày tốt lành! "
"màu ở ngoài không giống trong ảnh, 4 cái đều màu tối chứ ko có màu sáng như ảnh. chất liệu tạm dc.",4,"chào babishop2804, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc babishop2804 một ngày tốt lành! "
sản phẩm oke. trừ 1 điểm ng giao hàng trả cần biết ng nhận hàng là ai,4,"chào chipham123vn, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc chipham123vn một ngày tốt lành! "
"95kg bụng to mặc bigsize ở shop vừa lỗ thoáng khí nhưng tiếc là ko có màu sáng như trên hình quảng cáo vải mềm, đẹp, chắc chắn",4,"chào tothanhthao1103, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc tothanhthao1103 một ngày tốt lành! "
"sản phẩm thì ok mà nhắn cho shop thì hông phản hồi, còn kêu shop 4 mẫu giống y hình mà shop lấy 2 mẫu đen thất vọng 🥺",4,"chào thanhai281104, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc thanhai281104 một ngày tốt lành! "
"chất lượng ok, nhưng hàng được giao màu nó gần giống nhau quá. cho 4 sao",4,"chào sangphm155, không biết bạn chưa hài lòng về điều gì về sản phẩm bên shop ạ. hãy nói cho shop biết để shop khắc phục ạ. nếu bạn đã hài lòng thì bạn vui lòng đánh giá 5 sao giúp shop nhé."
nhắn trước cho shop là che tên. mà nhận hàng vẫn còn tên.,4,"chào phuchong3000, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc phuchong3000 một ngày tốt lành! "
hk biết sao nhưng mà mọi người cân nhắc chọn size. mình cao 1m6 nặng 62kg mặc xl vẫn còn chật. nhưng shop cũng đã đổi lại cho mình size lớn hơn 🤗,4,nan
"nhiều mặc hàng nên xoá tên sản phẩm, cho 4 sao để nhớ :) không là 5 sao",4,nan
đẹp và giao hàng nhanh chất lượng chưa biết sản phẩm như hình ảnh trên shope,4,nan
mới dùng nên chưa đánh giá đc độ bền. nhưng rẻ thì cứ 4* đã,4,nan
hàng tốt nhưng cái size có vẻ không ổn lắm ! nên trừ hao khi mua.,4,nan
giao hàn nhanh lẹ chất lượng oke nhưng mà k che tên đơn hàng trong khi đã lưu ý che tên,4,nan
gửi nhầm hàng nhưng vì dịch nên chồng mình lấy luôn . tuy sp ít hơn tiền mình đặt nhưng shop cũng nhiệt tình nên cho qua .,4,nan
"đóng gói sản phẩm đẹp, chất vải tạm ổn. giao hàng hơi chậm vì dịch",4,nan
chất lượng tốt tuy nhiên có thể do dịch lên giao hàng hơi chậm,4,nan
"hàng đúng như hình tuy nhiên size bé, mình đặt 3xl về ck ko mặc vừa , chỉ bằng xl độ co giãn kém , tốt nhất những bạn dưới 60kg hãy mua, trên 60kg mua mất tiền oan",4,nan
sp tốt phù hợp giá tiền. tiếc là mua nhầm size nên không sử dụng được. sẽ mua tiếp nếu có dịp,4,nan
"quần cũng đẹp nhưng gia bị trùng màu. chú ý: nên mua lơn hơn bảng size của shop, mình 75kg, 1m77 mua size lớn nhất còn cảm hơi bó 1 chút.",4,nan
shiper giao sai địa chỉ sai người nhận may ngta thấy số mình ngta gọi lại k là mình mất hàng rồi! thanh toán trước mà giao v là toang tui gòi shop,4,nan
 mình tưởng một hợp vậy bốn quần mỗi quần màu khác nhau ai dè shop giao cho hai cái đen hai cái xanh đen .,4,nan
cũng được.,4,nan
mua size 2xl giao xl còn quẹt thêm chữ x nữa cho đủ xl nữa chứ . mỏng nhẹ . còn bền ko thì ko chắc chắn dùng lâu mới biết,4,nan
chất thì oke mà hơi chật so vs với size shop đề theo cân nặng,4,nan
"quần thì ok, nhưng áo shop giao sai mẫu, áo đặt size 34 shop giao 36. khá thất vọng",4,nan
"đúng mẫu,đóng gói đẹp",4,nan
hàng đẹp tuy nhiên giao cho khách 4 cái cùng mầu đen. bó tay luôn,4,nan
quảng cáo 1 set có 4 màu nhưng khi nhận được hàng chỉ có 2 màu xanh và đen :),4,nan
mua 2 loại với giá khác nhau nhưng nhận 2 hộp giống nhau :(,4,nan
hàng ok nhưng size k đúng lắm. nếu mua nên chọn lớn hơn 1 size. ,4,nan
5 sao cho chất lượng 1 sao cho trách nhiệm.k che tên sp,4,nan
"có note đừng để tên sp nhưng shop k đọc, quần sd ổn",4,nan
shop k kiểm tra có một chiếc bị lỗi nhưng không sao.quảng cáo có 4 mầu mà giáo có 2 mầu.,4,nan
"hàng tốt, mà do không ước chừng kích thước nên hơi nhỏ 😭",4,nan
chất vải không như hình minh họa lắm nhưng kiểu dáng vẫn giống và giá ok nha,4,nan
size k đúng với mô tả,4,nan
"sịp vải quá mỏng, cương lên 1 phát là banh liền.",4,nan
"chất cũng được, nhưng cạp quần có vết sứt nhỏ ( 4 quần đều bị như vậy",4,nan
tui bốn mấy cân mà mặc hơi trật,4,nan
mình mua size xl mà shop ship size mặt chả vừa trên quần k có tên máy gì cả k hiểu hàng gì luôn,4,nan
khá là ổn còn bền hay ko thì phải qua sd 1 thời gian mới kiểm chứng đc,4,nan
trên quần không có tên nhãn hiệu nhưng quần tốt nên chấp nhận đc,4,nan
"đợt này shop giao hàng không như hàng lúc trước, mạc cũng k có",4,nan
chất ok nhưng ck mặc mới bít dc ag :) ủng hộ shop dài,4,nan
"quần đục lỗ nên thoáng là đúng r, mà hơi mỏng quá k biết giặt có bền k",4,nan
oce lắm nha.,4,nan
quần hơi mỏng vs còn nhiều chỉ thừa đường may k chắc chắn lắm còn lại ok,4,nan
