khach_cmt,rating,shop_phan_hoi
"sản phẩm ok okòk sản phẩm ok okòk sản phẩm ok okòk . size m hoi nhỏ so với bạn 47kg nhà mình, bị cộc, hơi bó.",4,nan
chất quần khá ok nhưng bị túi mỗi bên 1 màu thế này ạ  quần nam mà cho túi màu tím :< không có vấn đề lắm nhưng thực sự nhìn không ưng :<,4,nan
sản phẩm ổn so với giá bên ngoài giá thành cũng ok so với bên ngoài,4,nan
"giao hàng nhanh, tiền nào của ấy, đường may quần bo co kéo không thẳng, nói chung là tiền lào của việt ",4,nan
đồ đẹp vừa giá tiền có điều shop nên gói hàng kỹ tý giao tới nơi rách bọc vào trong áo luôn .,4,nan
sản phẩm ổn so với giá tiền. mẫu quầy bình thường. tiền nào sản phẩm như vậy. .,4,nan
đồ ok phù hợp với giá tiền chất cũng ổn dù không dầy lắm .,4,nan
"hàng đẹp, mới mặc thử thấy vừa riêng size m hơi chật, hi vọng mặc tập thể dục không nóng",4,nan
"mình mua 4 cái mà shop giao 1 cái bị lỗi, sớ vải bị rút tưa dễ sạc.không biết shop cố tình hay vô tình nhưng mình mong shop lần sau có giao cho khách thì đúng hàng không bị lỗi .",4,nan
đã mua của shop 2 lần. chất vải oke. mỗi tội lần này sao quần bị đứt đường chỉ may. và hơi nhiều chỉ thừa. nên cho tạm 4 sao thôi. bục thế này mặc sẽ k bền. nói chung tạm được vì giá cũng rẻ. giao nhanh,4,nan
"quần mặc thì bình thường , chỉ thừa siu siu nhiều . ngồi cắt chỉ thừa mà mệt ghê luôn á 🙁",4,nan
cũng được nhưng đường may không chắc sợ mặc vài lần tuột chỉ rách,4,nan
chỉ thưa hơi nhiều 😆 mọi người nên mua rộng hơn 1 size nhe,4,nan
"đã nhận được hàng sản phẩm rất đẹp chất liệu giống như hình, rất là tuyệt vời",4,nan
hàng đẹp.đág mua. tuy nhiên quân bị sứt chỉ nhiu quá. tạm hài long,4,nan
"hàng ship hơi chậm tí thui nhưng mà bù lại quần được quá ạ, đúng như trong hình",4,nan
"mua 1 sọc đen, 1 sọc trắng. nhưng chắc là shop hết đen, quăng luôn cho 2 trắng. không ưng lắm nhé ! ",4,nan
"hàng khá đẹp nhưng chắc shop k kiểm tra trước khi giao nên bị như ảnh, để 4 sao rút kn lần sau",4,nan
"giao hàng nhanh ,1 quần thì ok ,1 quần thì mỗi bên 1 mầu nhìn chán lắm luôn , nhưng có mấy trục nên k đổi",4,nan
mua 2 cái thì dao sai 1 mẫu.nt thì shop giải quết chậm.ck mình n lại k thích bo gấu.đặt 1 bo 1k mà giao cả 2 bo,4,nan
"chất vải, mẫu quần ok. nhưng shop gửi hàng bị lỗi phần sọc trắng và may chắp vá xấu.",4,nan
"chất quần dày nhưng hơi mùi,giặt xong hơi bị xù, dùng 1 thời gian xem thế nào đã. chọn bừa ảnh để lấy xu",4,nan
"chất sờ thích hàng tạm được , hàng giao nhanh , cho shop 4 sao nhé ",4,nan
"giao hàng lâu, vải quần hơi mỏng, phù hợp giá tiền hình ảnh mang tính chất nhận xu",4,nan
fufug8 igigi 7fr 7g7g g7ug 7gh igig ivib f6 7fug 7fu gigi igih hih 7g8g 8g8g,4,nan
thời gian giao hàng khá là lâu. bù lại thì chất lượng sản phẩm tốt,4,nan
vải mỏng giá rẻ giao hàng nhanh đóng gói ổn giá cả k mong gì nhiều,4,nan
"tạm ổn, với già này thì được vậy cũng tốt rồi ạ, hình ảnh và video mang tc nhận xu ạ.",4,nan
quần đẹp giá cả ok vải là vải mát nên mùa đông mặc sẽ hơi lạnh hợp mùa rhu hơn,4,nan
"quần đẹp giao hàng nhanh và đúng size, shipper rất nhiệt tình, rất đáng tiền",4,nan
giao hàng hơi lâu xíu quần 3XL mà mặc nó như là size m ý,4,nan
"vải mỏng hơn mình nghĩ, nhưng giá nv là hợp lý rồi không đòi hỏi thêm.",4,nan
áo sờn chỉ. còn lại tạm được. ủng hộ shop 4 sao,4,nan
quần hơi mỏng,4,nan
đặt size m l thì thấy 2 cái bằng nhau một cái m bị lỗi túi với khoá kéo nói chung tiền nào của đấy .hàng như thế là ok,4,nan
quần quá mỏng,4,nan
hàng như hình nhưng phần cổ chân hơi chật đút chân vô còn chật nhé,4,nan
chất vải so với giá tiền thì ok .đường may k được đẹp,4,nan
vải đẹp dầy dặn. nhưng mua hai quần khác nhau thì lại giao hai cái giống nhau buồn 😓 đáng lẽ là 5 sao nhưng do giao không đúng nên trừ một sao,4,nan
"chất lượng phù hoạp với giâ tiền. nhưng túi quá nông, đút cái chìa khoá mà nó vắt ra đùi bên hông, đút điện thoại k vừa, đi bị cấn hết lên mạn sườn",4,nan
quần khá mỏng và ống không bó tuy nhiên trong tầm giá thì cũng không đòi hỏi được nhiều,4,nan
"chất lượng vải bình thường trong tầm giá, chắc là sẽ xù. mua về mình đem giặt luôn và thấy nước bị phai màu đen ngòm túm lại là không được ưng ý, hàng rẻ tiền thì chỉ được như vậy thôi",4,nan
ok,4,nan
hàng thì khá ok. nhưng mà giao hàng lâu quá !,4,nan
size hơi bé! mọi người có thể chọn to hơn size cũng được nha,4,nan
quần rất đẹp ạ nhưng dính cái j trắng trắng không lm sạch được ạ,4,nan
đặt lần 2 giao đúng size.god,4,nan
"gần 1m6 nặng 54kg, bắp chân hơi lớn nên mua size m thì mặc bó chút, size l thì ok nhưng hơi dài, nhưng hàng khá ok, giao nhanh và mặc ổn, mua 5 cái rồi thấy được",4,nan
đẹp nhưng vải hơi mềm phù hợp với giá tiền quần hơi bị lệch,4,nan
"chất vải hợp với giá tiền,ống quần không giống nên cho 4 sao",4,nan
hỏi mỏng nhưng phù hợp với giá tiền,4,nan
chất liệu ổn hợp giá túi nhưng có hơi tí mỏng,4,nan
"chất lượng đúng với giá tiền. ưu điểm giao hàng nhanh, hôm qua đặt nay có hàng. nhược điểm chỉ thừa khá nhiều",4,nan
bung chỉ đũng quần và hơi mỏng nhưng hơn 50k thế là ok rồi,4,nan
hàng đẹp nhưng hơi mỏng .mặc được 3 lần bị rút vải hở cả quần sì.,4,nan
chất vải quần không dày cũng không mỏng quá đủ dùng nhưng chưa mặc mà chỉ ở đai quần đã xổ hết chỉ thì giặt 1 thời gian là đai quần không còn 1 tí chỉ luôn nhưng giá vậy cũng không đòi hỏi quá nhiều về sản phẩm cho 4*,4,nan
"vải hơi mỏng, đường may k được chắc chắn lắm. nói chung phù hợp với giá tiền",4,nan
shop phục vụ nhiệt tình.cơ mà quần hơi mỏng nhưng với giá như thế thì quần cũng được,4,nan
"1 quần bị lỗi séc túi, séc chưa được may bung 1 nửa còn cơ bản là ổn.",4,nan
"mình đặt 3 áo cùng size 2XL mà chỉ 1 áo mặc vừa, 2 áo chật, không hài lòng cho lắm. những mẫu mã và chất liệu vải như hình, phù hợp giá tiền.",4,nan
sản phẩm được ống quần hơi nhỏ khó để sỏ chân,4,nan
size l quá bé ai mà chân to lên mua XL hoặc to hơn chứ l bé lắm,4,nan
"quần đẹp , vải dày , có điều quần hơi dài xíu , trước khi đặt không bt chất lượng như ý hay không , nên đặt có 1 cái giờ thấy tiếc giờ đặt lại tốn phí ship",4,nan
"tiền nào của đó, rẻ nhưng chất vải mỏng. cũng bt so với giá cả thì không phải ngon bổ rẻ.",4,nan
chất lượng ok nhưng hơi thắc mắc tại sao 3 cái túi khác chất nhau 1 cái giống như giấy,4,nan
hàng ok nhé mọi người,4,nan
chất ok nhưng may ẩu quá. lệch đường may quá nhiều. nhưng nòi chung cũng ổn,4,nan
quần hơi ngắn nhưng chất vải đẹp khá ưng,4,nan
hơi chật. nhưng cũng được.,4,nan
size hơi bé. ck mình nặng 75 cân nhưng mặc size to nhất ms vừa. vải cũng tạm ổn,4,nan
quần bị sứt chỉ nhiều nên rách. có liên hệ với shop và shop kêu mình đi ra tiệm đạp chỉ lại rồi shop hoàn tiền. shop phản hồi khách tốt. cho 4* nha vì vải quần cũng không đẹp lắm,4,nan
sản phẩm đúng giá mặc đẹp hơi mỏng nhưng ksao mỗi tội bục chỉ hơi nhiều cho 4 sao,4,nan
giao hàng lâu. hàng cũng bt quần mỏng. nc so với giá tiền không phải rẻ.,4,nan
quần không phải chất umi và đũng hơi dài. nhưng cũng được với giá tiền,4,nan
"mua lần 2 mới vừa, shop ghi 78-85kg mà mình 75.000đg còn chưa rộng.",4,nan
dây buộc quần không co giãn cứng như dây thừng. thà không làm thì thôi,4,nan
rách mâdst rồi,4,nan
quần đẹp nhưng vải hơi mỏng. mang mùa lạnh sẽ k ấm. ,4,nan
"vải được, may hơi ẩu, đường may đũng không cân đối 2 bên, mặc bị lệch",4,nan
giá như tư vấn lấy 2 màu thi tôt. quyên không chon màu,4,nan
"quần đẹp khá ổn, nhưng mình đặt 2 cái sọc thẳng, mà lại giao mình 1 cái sọc thẳng, 1 cái sọc ngang nên trừ 1*",4,nan
"gần giống như mô tả, XL hơi rộng xíu nhưng sản phẩm ổn, quá ổn với hàng giá rẻ",4,nan
"sản phẩm oki ak, mỗi tội bo gấu hơi rộng. ck e cao 1.60 nặnh 53kg mặc size l hơi rộng. nói chunv với giá tiền đó oki ak. ủng hộ shop",4,nan
"chất vải bị xổ , nói chung cũng bình thường",4,nan
mẫu mã đẹp vải nhìn đẹp nhưng chất lượng hơi kém vừa mặc 2 hôm đã bị nhăn và vải bị bong ,4,nan
"sản phẩm khá giống hình, tuy nhiên không bó giống trong ảnh. sẽ ủng hộ shop lần sau.",4,nan
dây chun quần không co dãn không khác gì dây giày còn mọi thứ đều tốt . chỉ không hài lòng về dây quần ,4,nan
ống hơi chật nhé,4,nan
lần thứ 3 mua của shop thấy ok nhưng bị một cái chỉ thừa nhiều,4,nan
đặt 2 cái XL mà nhận chỉ có 1 cái XL còn 1 cái còn lại thì 2XL vải thì ok,4,nan
"đường chỉ còn lỗi nhiều nhưng chất liệu ổn, kiểu dáng gọn nhẹ. nói chung cũng ổn so với giá tiền! may cẩn thận chút nữa thì ok. sẽ mua tiếp",4,nan
quần đẹp :v mà gấu bo không được tốt cho lắm nhỉ :v mình cứ tưởng ống bo sẽ dày ,4,nan
"chưa mặc thử, nhìn qua thì có vẻ quần ok so với giá",4,nan
vải mỏng,4,nan
"mình đặt 2 chiếc cỡ l , 1 chiếc chật , 1 chiếc vừa. shop lưu ý giùm",4,nan
"hàng mặc rất vừa, chất vải cũng được và đường chỉ cũng chẵc chắn",4,nan
quần đẹp. phù hợp với giá tiền. nhưng giao hàng chậm hơn so với dự kiến. 4 sao nha shop.,4,nan
quần cũng khá đẹp không được dày lắm nhưng cũng ok,4,nan
"hơi mỏng, vơi giá tiền thế thì ok",4,nan
"vải mỏng, phom bé nha mọi người",4,nan
ok,4,nan
chất k duoc đẹp lắm tạm thôi,4,nan
hơi mỏng tí,4,nan
so với giá tiền thì cũng được,4,nan
hơi ngắn 1 chút,4,nan
vải hơi mỏng hơn mong đợi,4,nan
phần phía dưới không được bó lắm nha mọi người,4,nan
quần hơi mỏng,4,nan
hơi mỏng,4,nan
hàng mặc cũng được.phù hợp với giá tiền,4,nan
cũng được,4,nan
cũng được,4,nan
hơi dài quá,4,nan
sản phẩm ok,4,nan
đợt này chất mỏng,4,nan
hàng tạm ổn,4,nan
mình 44kg mặc hơi lỏng  mà vẫn chấp nhận được,4,nan
tương đối,4,nan
hợp với giá tiền,4,nan
tạm được,4,nan
vải cũng ok nhưng sản phẩm k giống mẫu ạ,4,nan
tạm,4,nan
nói chung mặc ổn áp,4,nan
"quần mặc vừa, đẹp, giao hàng nhanh.",4,nan
tạm được,4,nan
ok,4,nan
quần đẹp n hơi mỏng nha quý dị,4,nan
ổn với giá tiền,4,nan
cũng tạm nếu không muốn nói là dởm,4,nan
hàng rất ok,4,nan
quần tạm được .,4,nan
"chất vải ok, giao quần không giống hình",4,nan
giao hàng chậm,4,nan
"quần mỏng , bị sờn chỉ 🥺hơi thất vọng",4,nan
tam duoc,4,nan
oki,4,nan
đặt shop 1c XL 1c 2XL ma shop giao 2c XL k,4,nan
quần chất mỏng. nói chung tiền nào của đấy,4,nan
chất ok nhưng mua 2 cái túi quần đều bị thủng ,4,nan
rất đẹp rất tốt nhưng vải hơi mỏng,4,nan
chất lượng phù hợp với giá cả,4,nan
"vải hơi mỏng, nhưng tầm giá thế là ok",4,nan
tạm ổn trong tầm giá,4,nan
chỉ thừa hơi nhiều,4,nan
.,4,nan
nhanh,4,nan
hì,4,nan
quần mặc 1 lần đã xù lông.,4,nan
tư vấn size không chuẩn,4,nan
phù hợp giá tiền,4,nan
ổn nha ae ,4,nan
giao hàng hơi chậm nhưng chất lượng vải quá ok ,4,nan
hơi mỏng túi không có khóa. không như mong đợi,4,nan
vải hơi mỏng,4,nan
may k cẩn thận thừa nhiều chỉ,4,nan
"hơi mỏng so với tưởng tượng, còn lại vải mềm, êm.",4,nan
"quần vừa vặn, co dãn tốt, hơi bí 1 chút",4,nan
hàng bị phai màu khi giặt,4,nan
tiền nào của đấy.,4,nan
quần được nhưng hơi bị rộng.buồn quá 😭,4,nan
quần ống to ống nhỏ là sao ,4,nan
mỗi tội giao hàng chậm ,4,nan
chất lượng vải túi chưa được tốt. ,4,nan
"giao hàng nhanh, vải k được dày lắm",4,nan
bình thường phù hợp với giá,4,nan
vải mịn nhưng hơi mỏng nhưng với giá thì ok,4,nan
"quần hơi mỏng , giao hành nhanh gói hàng kĩ .",4,nan
:3 hơi thích 1 tẹo :v,4,nan
ok mà sai hơi nhỏ,4,nan
"quần đẹp, vải oke ạ. giá như vậy thì rất oke ạ",4,nan
tạm,4,nan
cũng được anh em ạ,4,nan
quần rất ok ,4,nan
ok,4,nan
kêm kêm kêm kêm mận mận mận mận keo keo keo keo keo keo xoài xoài xoài xoài,4,nan
"giống ảnh, nhưng phải nói là chất rất xấu, mặc lên sẽ không đẹp",4,nan
"hàng giao nhanh, đúng mẫu nhưng chất vải không ưng lắm, cho shop 4 sao thôi",4,nan
hàng ổn nha giao nhanh lắm chất lượng thì có 1 vài chỉ thừa hết rùi,4,nan
"quần rất đẹp nha mọi người, nên mua để ủng hộ shop. hình ảnh chỉ mang tính chất nhận xu nha",4,nan
khá ổn nhưng hơi dơ xíu.😿 hình ảnh mang tính chất nhận xu,4,nan
mình 60kg m70 thì mặc vừa chất liệu ổn không có chỉ thừa nhưng giao hàng lâu lên cho 4 sao thôi,4,nan
"mình đã đặt hai quần đen nhưng shop lại giao cho mình 1đen 1 hồng , mua cho con trai mặc tết mà shop giao quần hồng",4,nan
"quần siu đẹp luon nha mọi người chất quần hồng thì sẽ thô và dày hơn quần trăng,quần trắng tuy mỏng hơn tẹo nma chát siu đẹp không lộ đâu nha mọi người,lần t2 mua của shop r,rất đẹp luôn nma mỗi tội quần trắng của mình dính một vệt bẩn dài giặt mãi không hết  và phần chữ may hay xấu",4,nan
"đóng gói chắc chắn , k giống hình cho lắm ,chất liệu ổn , giá cả phù hợp",4,nan
hàng chất lượng được giao hàng nhanh shop cũng ok mẫu không chuẩn lắm mặc vào nhìn hơi gầy ảnh và video mang tính chất nhận xu,4,nan
"vải có vẻ hơi nóng í nma mình thấy quần khá đẹp, với giá tiền này thì như thế là hợp lí rùi ạ",4,nan
"quần hơi nhiều chỉ thừa, phần chữ thêu chưa được hoàn thiện tốt cho lắm, nhận quần có 1 nốt đen lạ trên quần. nhưng chất quần co dãn tốt, giao hàng nhanh, quần lên mẫu đẹp. chúc shop cố gắng hoàn thiện sản phẩm hơn",4,"shop cảm ơn bạn nhiều, shop sẽ cố gắng hoàn thiện sản phẩm đẹp hơn nữa, chất liệu quần rất đẹp shop cảm ơn bạn mong bạn ủng hộ shop "
quần giống hình y chang luôn mỗi tội là còn ít chỉ thừa mình cao m7 nặng 57 size l mà hơi bé,4,nan
vải khá mỏng mặc vào mùa hè thì được dáng quần không ưng í lắm đi với giày thì quần không được đứng mẫu hơi thụng mình có cảm giác giống quần thể dục,4,nan
"shop giao hàng nhanh mà đẹp lắm luôn nha . quần không dày cũng không mỏng , mặc cực thích luôn. 1m67 size XL thoải mái nha vừa xinh luôn. nhưng bị xù lông các bạn ạ :'( mới mặc 1 lần mà xù luôn rồi",4,nan
"vảo hơi bóng, mỏng, tạm được, còn chút chỉ thừa thôi khá ổn nhé",4,nan
"quần y hình, chất ok, quần rẻ mà đẹp, tuy nhiên giao hàng cực kì lâu, cùng hn giao hn mà 1 tuần mới nhận hàng, lâu hơn cả đơn quốc tế",4,nan
"quần tạm ổn, dùng để học thể online. mặc mát nhưng không tôn dáng lắm.",4,nan
"shop giao nhầm quần, may mà quần giao nhầm cũng là màu đen, chất lg hàng ok, hơi thủng một tí ở mé chữ, giao nhanh (3ng), nói chung cũng đáng tiền",4,cám ơn em.
"quần khá chuẩn với ảnh, phù vợ với giá tiền, lên rất đúng mẫu!",4,dạ đẹp mà anh cho 4 sao tội em gê
"quần mỏng nha tương đối mát nma dài quá so với mình á 1m4 mặc dài lắm mik phải kéo lên tận trên nách mới mặc được,trên 1m5 mặc tôn dáng lắm nha ,shop tư vấn size không có chuẩn nha cho 4* hoi ( hình ảnh chỉ mang tính chất nhận xu vì lười chụp) 😘",4,nan
"quần có vết bẩn ạ, mong là mình tẩy ra, 98k mà quần vậy là đẹp đóng gói cẩn thận, hình ảnh mang tính chất nhận xu thôi ạ!",4,nan
quần hơi mỏng nhưng ok,4,nan
chất lượng gần tốt đóng gói chắc vải thấy chưa đẹp lắm tạm ổn chấp nhận được,4,nan
"sản phẩm đẹp, nhưng vải hơi mỏng, giao hàng nhanh .",4,nan
"giao hàng nhah. mỗi tội quần hơi mỏng, chưa ưng ý lắm so với giá tiền thì tạm chấp nhận",4,nan
"chất vải rất ổn, lên mẫu đẹp, mặc được cả 2 kiểu suông và bo dây rút cũng chắc chắn m nghĩ sẽ quay lại shop mua thêm lần nữa. một sản phẩm đáng mua.",4,nan
"quần giống như hình chất mỏng trơn, chất lượng phù hợp giá tiền mọi người lên mua ủng hộ, shop tư vấn khá nhiệt tình.",4,nan
"thời gian giao hàng nhanh,bên vận chuyển ok, nói chung chất cũng giống với mấy quần thế thao 3 sọc kia",4,nan
"sản phẩm chỉ ở mức tạm ổn vải khá dày dặn , suy nghĩ kĩ trước khi mưa chỉ cho 4 sao thôi",4,nan
"quần đen mỏng có thể nhìn thấy bên trong , màu hồng thì tốt vải khá dày",4,nan
quần vải khá mỏng.không như mong đợi lắm.hình ảnh mang tính chất minh họa,4,nan
quần khá mỏng nhưng vẫn oke giao hàng nhanh giữ thần nói chung toàn bộ ổn 😍,4,nan
"quần vải đẹp nhưng phần chữ thêu hơi nhiều chỉ thừa, mặc lên mẫu dáng rất ok rất thích, rất đáng để mua nha mọi người",4,nan
quần mỏng nma hợp giá tiền thôi lên mẫu thì như vậy ạ,4,nan
"quần lên dáng đẹp, vải tạm ổn hơi mỏng xíu nhưng mặc vẫn ok, giao hàng nhanh, ngon bổ rẻ, có điều có nhiều chỉ thừa xử lí xong vẫn ok",4,nan
vải quần đen khá xấu quần trắng ok mình đặt 2 cái 1 size mà cái trắng dài hơn đen 4cm 1m75 size XL là ok mọi người,4,nan
"quần tạm ổn, lúc giao về có vết dơ, phù hợp với giá tiền hàng giao nhanh cjg",4,nan
mẫu quần đepj khá oke nhưng chất vải dễ bị xù chưa thực sự xứng đáng với số tiền,4,nan
"em mình m73 mặc vừa, do ở xa nên không biết vải nhnào nhưng shop rất nhiệt tình.",4,nan
