khach_cmt,rating,shop_phan_hoi
chất vải ổn nhưng kiểm hàng không tốt quần rách đũng cũng đóng gói,2,nan
"đóng gói sản phẩm cẩn thận , quần có nhiều chỉ thừa , túi may lỗi ủa màu này hợp vs quần nam lắm ạ :(",2,nan
k hài lòng về sp,2,nan
"chân ống không mặc vừa,không đúng miêu tả",2,nan
quần thể thao chất umi cao cấp mà ko cao tí mô cả.như hàng loại.chưa mặc đã xù,2,nan
dáng ok nhưng chất vải rất nhanh bị xù. mặc 1 lần bị luôn (cả 2 quần),2,nan
"chất lượng thấp hơn so với quần lần trước, vải khác cứng ráp hơn.",2,nan
"chất lượng sản phẩm phù hợp với giá tiền,giao hàng nhanh nhưng không đúng hàng làm thất lạc hàng của khách lại còn nói dối nữa, gây bức xúc cho khách",2,nan
tạm được quần mỏng chất vải tạm ổn quả ống bo chán luôn bo mà như ko bo thôi ko nên mua nhé phí của giời,2,nan
vải quần xấu nên bị rách ngay lần mặc đầu tiên (ảnh nhận xu),2,nan
nhìn cái quần hài đếch chịu đc. như 1 cú lừa 😅 hàng đến nơi ship còn chảnh méo giao hàng. om hàng 5 ngày. đến chịu cái đơn hàng này. đánh giá giao hàng 1/5 sao. đánh giá sản phẩm 4/5 sao. đánh giá phục vụ 5/5 sao.,2,nan
chất lượng được so với giá tiền nhưng nhanh rách chồng em mặc 3 lần đã bị hở sịp vàng ươm ở trong rồi ạ,2,nan
giao hàng đến thấy có vết này lấy dao cạy mãi chưa hết ko biết vết j. hàng rẻ tiền nên thôi k mặc đc thì bỏ chứ biết lsao,2,nan
"shop làm ăn chán quá. đồng ý là giá rẻ nhưng cũng phải đàng hoàng. quần thì rách,chỉ thừa nhiều,khoá kéo thì may thưa như muốn sắp rách luôn. đợi hơn cả tuần mà nhận đồ như thế này thì thua.",2,nan
"giá tiền rẻ nên độ hoàn thiện thấp, chất liệu mặc thoải mái",2,nan
"quần chất thích nhưng chưa giặt đã xổ lông rất kinh, mà chỉ xổ 1 bên mới lạ :| nhìn vào ban ngày rất rõ",2,nan
giao sai sp .khiéu nại k rep .đặt 3 mẫu khác nhau mà giao có 2 mẫu .1 mẫu giao 2 chiếc y hệt nhau.2 sao vì chất vải đẹp chứ cách phục vụ quá lâu và tồi,2,nan
"quần rách một đường bên đùi,đường chỉ vài chổ may tạm bợ.",2,nan
đặt sọc đen về sọc trắng,2,nan
thời gian giao hàng quá lâu vượt quá nhiều so với hẹn. làm việc thiếu trách nhiệm hộp hàng rách móp méo,2,nan
quần ống bó mà mặc như suông vậy shop ơi,2,nan
"sản phẩm y hình, thế nhưng chất vải mỏng k dày dặn, dáng quần đủng hơi ngắn so với người mặc.",2,nan
"mở ra xem nhìn chán luôn, hối hận vì đã đặt niềm tin vào shop",2,nan
tạm được chiều dài thì vừa chiều ngang hơi rộng quần ko bó sát đúng như trong quảng cáo hơi rộng quá còn lại thì ok thôi cho 2 sao,2,nan
quần mới mặc một lần mà đã bị như vậy!,2,nan
"giao hàng lâu, gặp được quả shiper hãm hết chỗ nói thái độ cực kém 😡 chất lượng quần rất ok",2,nan
"quần quá nhỏ và ngắn so với size, mình 73 kg mặc quá chật, đành cho đứa em mặc",2,nan
đặt 2 mẫu khác nhau . giao thành 1 mẫu 2 mầu . làm ăn vô trách nhiệm,2,"a đặt 2 mẫu a phải chọn, hoặc k chọn được a nhắn tin cho shop, a đặt mẫu nào bên e gửi mẫu đó ạ"
mua lần thứ 2 . shop gửi 1 cái chất lượng giống lần trước . còn 1 cái xấu quá tệ . vải gì chắc chỉ để chùi chân . ,2,nan
k nên mua nhé.qua 1 lần giặt vải xơ nhìn chán luôn,2,nan
ko ok vì dây chun buộc bị bung,2,nan
um,2,nan
chất vải mỏng,2,nan
thất vọng về sản phẩm bung chỉ nhiều quá,2,nan
"sản phẩm khônh đồng nhất , lỗi túi.",2,nan
đặt size l giao size m,2,nan
quần mỏng và không giống như ảnh ,2,nan
vải như quần thể dục. bình thường. k đẹp.,2,nan
chất mỏng ko như các lần trước mua,2,nan
như. tiênf nào của nấy,2,nan
quần mới mặc đã rách đằng sau cả 2 cái,2,"quần nào mới mặc đá rách c, c ib bên e hỗ trợ đổi hàng cho ac, có thể bị bật chỉ chứ k phải rách c nhé"
chán,2,nan
đặt 2 cái xl mà giao 1xl 1l là sao.,2,nan
đặt sọc đen bo giao sọc đen suông.haiz,2,nan
quần rách hết chỉ 2 bên,2,nan
quần mặc 1 lần đã tuột chỉ . hơi mỏng . ,2,nan
mua size đại mà mang nhỏ quá ko vừa j hết,2,nan
sp không giống mô tả,2,nan
shop giao nhầm hàng ạ 😥,2,nan
k ổn,2,nan
dây quần cắt lệch,2,nan
vải mượt nhưng lại bịp quá. đặt quần có dây rút nhưng khi nhận lại thì thành thế này. anh em mua hàng lưu ý nha,2,"bạn ơi xin lỗi bạn shop có gửi nhầm quần cho bạn, mình có gọi hỗ trợ bạn đổi hàng mà bạn không nghe máy bạn, bạn check lại để mình hỗ trợ bạn nhé"
shop giao hàng không đúng yêu cầu hoàn tiền,2,nan
vải không được đẹp cũng còn nhiều chỉ thừa giá vậy nên cụng tạm được :),2,chị xin lỗi vì nh chỉ thừa ha .bù lại chất vải rất đẹp em xem ha
sao ảnh là quần dài mà ship về quần đùi?,2,minh gửi nhầm mà mình gọi đổi hàng bạn ko có nge máy.gọi rất nhiều cho bạn
ừ,2,nan
"chất lượng quần tạm được. mình vô cùng khó chịu với cách làm việc của shop. chuẩn bị hàng rất rất chậm, mình ntin cho shop thì cứ vòng vo kêu chuyển rồi trong khi chưa hề chuyển. 6 ngày mới nhận đc hàng mà trong nội thành hn. quần là mình đặt hộ, muối cả mặt, nếu ko của mình thì mình huỷ đơn lâu rồi",2,nan
"lần đầu tiên mình trải nghiệm cảm giác mua hàng không tốt thế này. chất vải rõ ràng là tốt, nhưng sự phục vụ lại không như thế, mình gần 60kg 1m55 chọn size 31 (dựa theo bảng size của shop đưa ra, đã thừa một chút) vậy mà mặc vào rõ chật. nhắn tin nhờ shop đổi size, thì bảo gần tết không hỗ trợ đổi?",2,nan
"quần thuộc dạng tạm chấp nhận , quần thì dễ bám bụi , khóa kéo cứng không mượt . shop gửi hàng siêu lâu , và giao cx lâu . mọi lần mình đặt từ tp hcm là tầm 2 ngày là có hàng . nhưng đến đến này lại thất vọng mình đã mua quần của shop 2l rồi , lần đầu mua cx ok , lần này thất vọng",2,nan
"bị dính những vết bẩn như nhựa cây vào quần, quá thất vọng, được cái vận chuyển nhanh cho 2 sao.",2,20we trân trọng cảm ơn ý kiến đóng góp của quý khách hàng. mong được phục vụ quý bạn những lần tiếp theo để dịch vụ được tốt hơn.
sản phầm thì tốt mà shop phục vụ chán,2,nan
bảng size không chuẩn phí 180k ,2,anh ơi. shop thiện chí chủ động đổi cho anh vì anh không vừa size mà anh không đồng ý ạ. bảng size chỉ là tương đối k thể chuẩn với tất cả mọi người được ạ. mong anh thông cảm cho shop. có gì thắc mắc shop hỗ trợ a thêm ạ
quần bò gì mà như quần cho phụ hồ thế. style lộc fuho à,2,nan
"quần thì chất vải ok, màu cũng ok, giao hàng nhanh. nhưng mua size bé nhất thì lại như mua bigsize 🥲 về không mặc nổi, phải đi pas :) bạn nào người bé nhỏ đừng mua vì nó sẽ to hơn bạn nghĩ đấy :) mình đo quần này thì dài: 97cm ngang : 36cm (phần đánh giá được ghi mới đúng nhận xét của mình)",2,nan
nhờ shop đổi dùm quần size 29 đổi size bảo đổi qua size 30 mà giờ khôg đổi làm ăn dối trá,2,shop hỗ trợ nhiệt tình và đổi lại sz fre cho b. do thay đổi đánh giá 1 lần rồi nên ko thế thay đổi dc nưa. rất mong các b cần hỗ trợ hay có vấn đề gì hãy ib cho shop trc nhe.
"ảnh không liên quan nhưng quần đẹp lắm ạ, shop tư vấn không chính xác, mình đã định mua size 30 nhưng shop tư vấn 29 nên mặc không vừa",2,shop hỗ trợ nhiệt tình và đổi lại sz fre cho b. do thay đổi đánh giá 1 lần rồi nên ko thế thay đổi dc nưa. rất mong các b cần hỗ trợ hay có vấn đề gì hãy ib cho shop trc nhe.
quần kiểu để lâu rồi bị bung vải mua về mà chán mong shop lưu ý,2,nan
"quần size 31 rộng quá, nt cho shop đổi sang size 30 nhỏ hơn, tiền ship mình chịu mà shop bảo hết size trong khi nhấn vào mua hàng vẫn còn rất nhiều, giờ rộng quá đi bó vào thì mất form :) mặc sao giờ",2,nan
đồ thì ok mà hết sz giờ quần dài quá phải đi sửa lại,2,nan
sp khi nhận còn có viết bẩn giặt kh sạch như shop nói,2,nan
"có xíu chỉ thừa,đường khâu cạnh quần bên phải khâu hơi lệch và hơi khác so với ảnh",2,nan
chất vải khô.mặc nhăn .mùi hôi nữa giặt mấy lần cũng ko hết .thất vọng,2,nan
shop giao nhầm hàng mua fom badgy mà gửi fom xuông,2,nan
giao sai sai and quần form ￼xấu ống rộng dờ ler,2,shop hỗ trợ nhiệt tình và đổi lại sz fre cho b. do thay đổi đánh giá 1 lần rồi nên ko thế thay đổi dc nưa. rất mong các b cần hỗ trợ hay có vấn đề gì hãy ib cho shop trc nhe.
xấu lòi bao quy đầu,2,a ơi có nhất thiết dùng ngôn từ đó ko a.nếu ko ưng a dc hoàn trả mà. các b nếu có vấn đề gì hãy ib cho shop để shop hỗ trợ từ a->z nhé.đừng vội đánh giá shop khi chưa dc ib hỗ trợ ạ.
"màu không giống như hình, chỉ xấu, lên chọn nhỏ hơn vì về thì sẽ rổng hơn của mình ",2,20we trân trọng cảm ơn ý kiến đóng góp của quý khách hàng. mong được phục vụ quý bạn những lần tiếp theo để dịch vụ được tốt hơn.
dài hơn so với tưởng tượng và quần ko giống hình cho lắm,2,nan
"quần tạm ổn , chỉ bị sứt mẻ .🤦 ai mua né shop này ra ",2,a ơi.shop thật sự buồn vì vấn đề trên ạ.shop đã ib cho a và xử lý vấn đề trên đổi lại mẫu cho a. mong các a lần sau có vấn đề gì hãy ib cho shop đê giải quyết thay vì lên đánh giá trc rồi mới ib shop ạ.thank al ạ
cám ơn shop :),2,nan
quần bị làm sao í,2,nan
:),2,nan
vải quá mỏng,2,nan
mỏng giá cao,2,nan
đặt size 26 giao 27,2,nan
quần kém chất lượng ko giống như trong hình,2,nan
màu bị phai,2,nan
bung khoá,2,nan
số k đẹp như hình và hơi rộng ạ :(,2,nan
quần for quá rộng size 29 mà như size 34-35 vậy ,2,nan
kh dc như hình,2,nan
shop nhiệt tình nhưng sản phẩm chưa tốt lắm,2,nan
vải khá mỏng màu ko đúng như ảnh,2,nan
"quần khác form như ảnh, mặc rộng với thô quá ",2,sao a ko ib cho shop hỗ trợ đổi or hoàn trả cho a mà đã lên đánh giá shop vậy
cao 1m73 chọn size 31 mà quần như 1m55,2,shop hỗ trợ nhiệt tình và đổi lại sz fre cho b. do thay đổi đánh giá 1 lần rồi nên ko thế thay đổi dc nưa. rất mong các b cần hỗ trợ hay có vấn đề gì hãy ib cho shop trc nhe.
bị tột chỉ với kh như ảnh,2,shop hỗ trợ nhiệt tình và đổi lại sz fre cho b. do thay đổi đánh giá 1 lần rồi nên ko thế thay đổi dc nưa. rất mong các b cần hỗ trợ hay có vấn đề gì hãy ib cho shop trc nhe.
sai màu ,2,nan
ko giống hình tôi đặt,2,nan
"hình ảnh k liên quan lắm đvi vận chuyển giao hàng có tâm, dịch vụ quá tốt 👌 chất lượng sản phẩm quá thất vọng, quá mỏng ",2,nan
áo mát nma mặc rất mỏng nhé. có ib hỏi sho tứ vấn size lấy size bé nhất. nhưng về vẫn kh mặc vừa. bạn nam m7 55-57kg mặc vẫn bị kick. lấy size xl chắc hợp lý hơn. chắc sẽ kh mua lại :),2,nan
"vải mỏng, đường may xấu, thiếu vải ở các đường biên tay áo, chỉ dư cũng nhiều nữa,với giá tiền không đáng mua,mua size xl áo thì vừa mà quần thì rộng như cái bao. chán thiệt chứ.",2,nan
"hàng lỗi chất không đẹp, nói chung giá đó tạm ổn mua mặc vài ngày đứt chỉ , chất mỏng , áo tạm ổn hơn quần",2,nan
"hợp vs giá tiền, chỉ dễ bung",2,nan
đặt bộ size xl gửi quần size m,2,"rất xin lỗi quý khách vì lỗi của sản phẩm. bên shop đổi hàng tại nhà miễn phí khi sản phẩm lỗi hoặc sai , a/c chat cho bên shop để được hỗ trợ nhé!"
"chất vải cũng tạm, nhưng chỉ quần cứ lôi ra tuồn tuột",2,nan
"đặt đồ xl 2 bộ thì shop gửi cái này cái kia, , thất vọng, chất liệu vãi thì 1 bộ dc 1 bộ tệ",2,nan
"quần mỏng, đường may bị lệch rách 🥲",2,nan
size to nhất rồi nhưng m8 mặc vừa ngắn vừa nhỏ,2,nan
"giao không đúng size, quần cái to cái nhỏ",2,nan
"áo xanh than, quần thì đen",2,cũng ko hiểu bạn đã xem ảnh sản phẩm trước khi mua chưa. quần chả màu đen thì màu gì ạ!
quần size xl mà giao như size m ,2,nan
"vải quần xấu, k cùng vải vs áo",2,nan
vải kém,2,nan
"áo gửi về bị ố, mốc",2,nan
"chật so với size thông thường, k mặc đc",2,nan
"đã nhận dc hàng,nhưng chất lượng k như mong đợi,ống tay may bị lỗi và sản phẩm k có tem mác",2,nan
"gói hàng cẩn thận , giá rẻ , giao nhanh , chất vải mượt mịn thoáng mát , màu đẹp , điểm trừ lớn nhất là ra màu, mình giặc bột giặc của cof select mà còn ra màu thì ai xài omo hay aba chắc đen luôn cái áo , mua 1 bộ nhưng chỉ mặc được cái quần",2,nan
áo màu đen bị ra màu. lan sang màu trắng xong toang cái áo. video klq,2,nan
k để ý đằng sau nên tưởng chỉ có tay áo phối trắng thôi còn đâu là áo màu nhưng k phải toàn bộ đằng sau là trắng . mình mua về giặt luôn phần trắng bụi bẩn . có vết còn như gỉ sắt giặt k sạch. vải chất lượng bình thường . giặt còn bị phai màu 😑 ,2,nan
mới giặt lần đầu tiên đã bị lem màu xanh qua lưng áo trắng rồi. màu xanh khi giặt bị ra màu nhiều quá buồn ghê.,2,nan
"mua lần đầu thì hàng ok nên đặt lần 2, nhưng xem hàng thì quá là thất vọng, nếu đã buôn bán thì shop nên uy tín :l",2,nan
"giới thiệu sản phẩm sai sự thật áo mặc trước xanh mặc sau trắng tại sao lúc quảng cáo không ghi rõ ra , giao áo cũ shop tệ quá",2,nan
hàng ra màu nhiều. giặt lần đầu dính màu lên hết mặt sau của áo ( màu trắng ). cân nhắc khi mua,2,nan
hàng ship quá lâu. nội thành hn mà order từ 10/9 đến 28/9 mới nhận đc hàng. sợ thật!,2,nan
"giao quần gì xúc chỉ, xù lông tùm lum",2,nan
"gửi từ hn về nb mà lâu lắc lâu lơ,đó là ntin kêu hoài mới chịu ship k kêu chắc để tới mùa hè năm sau mới ship quá.",2,nan
đặt xanh than lại giao đen,2,nan
vải hơi dày. nóng,2,nan
quần shop đường khâu rất kém,2,nan
nhìn hình đẹp mà nhận về vải ráp ráp. mặc nóng. ,2,nan
chất quần áo cứng thô không như hình mẫu,2,nan
đặt 2 mẫu khác nhau ma giao 1 mẫu ,2,nan
đế xấu k giống như quảng cáo. thất vọng về sản phẩm. đôi vàng như bị ghẻ lở,2,nan
tiền nào của đấy. giầy mỏng và có mùi cao su. nói chung không nên mua,2,nan
"giày giá rẻ nên chất lượng k tốt lắm. nhận đc bọc hàng cũng hơi bất ngờ vì bọc mỗi nilon ngoài giày. vải mỏng, ko đứng đc form và vì mỏng quá nên đi đau chân. giá cả sao chất lượng vậy",2,nan
giày nhìn ko đc như hình lắm toàn mùi cao su thôi sản phẩm tệ :(,2,nan
đóng gói quá tệ làm việc kiểu này liệu có thể có lần 2 ko shop?,2,nan
"đóng gói ok, giao hàng khá nhanh. giày thì rẻ thật nhma mang được tầm tuần là bục hết chỉ ra không dùng được nữa…",2,nan
"giày nhìn thực tế không được như hình, thiết kế lệch, mở ra thì mất form giày nói chung là hàng nào giá đấy thôi",2,nan
"giày khác xa so với hình, một trời 1 địa ngục chứ ko phải vực",2,nan
"đóng gói kiểu cho có, mở ra giày nhăn nheo hết, logo thì bị tróc ",2,nan
chất lượng quá kém. tự quẹt sơn ngoe ngoét. kém xa so với quảng cáo. ,2,nan
"hàng rẻ thì rẻ,nhưng đóng gói cũng phải chu đáo chút.nhận đôi giày xong nhìn ko muốn đi luôn.đóng gói quá ẩu,mất hết form giày.",2,nan
giày như c về đến nhà đứt hết dây,2,nan
chưa gì đứt hết quai r,2,nan
giày chỉ để trưng bày thôi. đi là hỏng ngay,2,nan
"chất lượng sản phẩm kém, đeo đc 3 bữa hỏng. đc cái bên giao hàng giao rất kịp thời",2,nan
 mong shop lần sau có thể check giầy trước khi gửi khách. giầy mình vừa mở ra xem đã bung keo ở gót. vì k quay nên k có bằng chưngs gửi shop. ,2,nan
"đi giày như đi xục, lỏng lẻo, bung đế khi nhận hàng, tiền nào của nấy, mua cho biết ko có l2",2,nan
"giá rẻ thì cũng ko mong đợi lắm nhưng mà đóng gói sơ sài quá, đóng vào túi nilon xong ốp 2 cái vào như 1 đôi dép lê, nhận gói hàng nhìn cũng hơi thất vọng vì đóng gói",2,nan
giầy xấu k như mô tả k nên mua,2,nan
anh thật nha mn khác xa hình mẫu nhé,2,nan
đặt đen xám giao đen đỏ ,2,nan
giày khá mỏng dể bị bẩn dể hư hỏng tui cho 2 sao là ngon rùi nhá,2,nan
dép k giống hình . dat một kiểu giao một kiểu khác . làm ăn như lol què,2,nan
khuya giày thì bị đứt shop gói hàng nhen giày chất lượng quá tệt,2,nan
không giống như trên hình ảnh gốc,2,nan
không giống như hình.,2,nan
như đôi dép,2,nan
đặt size 43 nhưng mà sao giày bé chắc bằng size 41,2,nan
hàng sale nên chẳng biết đánh giá như nào cho hợp lí 🥴,2,nan
tạm đc,2,nan
không giống như trong hình,2,nan
bảo viền đỏ lại viền xám,2,nan
giày ko chất lượng như trên shop,2,nan
có chỉ thừa ko được đẹp như hình,2,nan
đế giày nhanh hỏng,2,nan
giầy ko như hình đi đau chân,2,nan
hàng ko đúng hình. nói chung là kém chất lượng.,2,nan
hàng không giống mô tả nhìn tèo,2,nan
kém chất lượng,2,nan
tam,2,nan
sản phẩm ko ok giày bị nỗi,2,nan
giày này mỏng manh quá shop ơi.,2,nan
đế mỏng hơn cả dép 😅,2,nan
chất liệu ko đẹp,2,nan
cũng đc tiền nào của nấy bạn ah,2,nan
mình bảo mẫu đen xám lại giao mẫu đỏ đen. chịu,2,nan
k giống hình cho lắm,2,nan
"tạm được, không nên mua",2,nan
tiền nào của lấy. k ngon,2,nan
vs giá tiền thế là hợp lí,2,nan
shop giao ko đúng vs màu đặt,2,nan
ko tot,2,nan
sản phẩm may xấu quá bong ra hết rồi ,2,nan
màu xuông đế,2,nan
ảnh thì đẹp mang vào xấu kinh :) ống quần dưới thì quá chật mang vào phèn kinh ,2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
vải ok một vài lỗi trên quần k ưng ý như hình còn size s maf mông rộng chân chật from không ra gì nói chung vải ok còn shiper thân thiện chịu chạy lại ship cho haiz,2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
vừa về chưa kịp mặc thì bung cúc còn quần còn lại thì bị chật mông vs đùi muốn trầm cảm🥲,2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
"quần ko giống hình chút nào cả, chỗ bắp chân may nhỏ quá, bỏ chân vào ko đc lun, thất zọng =( (hình ảnh và video chỉ mang tính chất nhận xu)",2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
"đặt hàng 1 kiểu,shop giao 1 kiểu.đặt quần size xl shop giao hàng size xs.quá thất vọng luôn.",2,nan
sop giao sai hàng quần k đc như mong muốn như c ạ 😃,2,nan
quần so với giá hợp lý nhưng thiếu cúc. bên vận chuyển quá lâu. 1 tháng mới nhận được quần.mong shop đổi đơn vị vận chuyển sẽ ủng hộ shop tiếp,2,"🥰cảm ơn bạn đã quan tâm mua sản phẩm và đánh giá cho shop! b thông cảm là bên vận chuyển do shope điều phối ạ! 💙chúc bạn luôn xinh đẹp và thành công trong cuộc sống! - lưu ý: để chọn size quần chuẩn các bạn hãy lựa chọn theo số đo vòng eo & vòng mông nhé! 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích"
"chất không tốt, vải thun không phải vải quần tây, nút bóp không vô. bạn nào định mua thì suy nghĩ kĩ nhé",2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
quần size xs mà dài và rộng quá . khuy bấm thì bị lỗi bẫm k vào,2,"chào bạn, shop có nhắn tin đổi hàng cho bạn rồi ạ, b check inbox giúp m nha. shop sẽ hoàn thiện sản phẩm để phù hợp với tất cả mọi người ạ. ∆ xm ngọc duy cam kết 🌟shop cam kết đổi hàng nếu sp lỗi / bạn không ưng ý sản phẩm (lh - 088.981.1188) • nếu sản phẩm bị lỗi, đừng vội đánh giá hay bấm hoàn hàng trả tiền mà hãy nhắn tin cho shop. cảm ơn bạn! • nếu sản phẩm tốt hãy giúp shop đánh giá 5* để được nhận thêm ưu đãi giảm giá"
"vải kém, kiểu dáng quê mùa.",2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
túi phải rách,2,"chào b, shop rất lấy làm tiếc khi sản phẩm chưa làm b ưng ý. shop có inbox đổi hàng cho b rồi ạ. shop sẽ cố gắng hoàn hiện sản phẩm để đạt chất lượng tốt nhất a. 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông"
shipr nói chuyện yangho,2,nan
vải mỏng. mua về còn bị hư khuy gài.,2,cảm ơn khách yêu đã tin tưởng và lựa chọn mua hàng tại shop. hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. . chúng tôi luôn hy vọng được tiếp tục đồng hành cùng khách yêu trong tương lai.
quần hơi hôi,2,cảm ơn khách yêu đã tin tưởng và lựa chọn mua hàng tại shop. hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. . chúng tôi luôn hy vọng được tiếp tục đồng hành cùng khách yêu trong tương lai.
quần giao sai màu lần đầu tiên thất vọng,2,dạ. thật sự xin lỗi bạn về sự cố trên. nhân viên kho đã không kiểm tra kỹ trước khi gửi hàng cho bạn. ben mình sẽ lên đơn đổi đúng mẫu cho bạn và chịu toàn bộ phí vận chuyển ạ. cám ơn bạn.
