,khach_cmt,rating,shop_phan_hoi
29,1m79 67kg mà mặc side xl như cái mùng .....................,3,
30,Tạm ổn,3,
31,"Mk ko thích cho lắm, nếu như iongs ko rộng ở dưới thì nó sez đẹ jown còn về xhaats vài thì bthn",3,
32,"Shop này không bao giờ bán quần vừa, lúc nào cũng phải xắn quần lên mới mặc được. Không xắn thì chỉ có cắt chứ quần dài lắm, mình mua 2 lần rồi",3,
33,Không được oce mấy bạn mập mặc không hề vừa nhé tui vừa mua xong,3,
34,Màu ko như hình,3,
35,"Quần tạm ổn,nên lấy hơn 1 size shop phục vụ tốt.nhiệt tình với khách hàng",3,
36,Quần mua về cắt mác để thử. Tháo ra đã thấy cạp bị sứt chỉ. Quần rộnt so vs mìnhm mặc thoải mái mà kb sao chie vừa thử nhẹ nhàng tháo ra đã sứt chỉ,3,
37,"Quần rất mỏng ,  màu ko được như trong hình ,  không lên form ,  nên mua thử cho biết",3,
38,,3,
39,"Lần thứ 2 mua quần này,lần trước mua màu be khá ưng nhưng lần này mua màu đen,vải màu be đã mỏng nhưng màu đen lại còn mỏng hơn___CHÁN___
Với giá tiền này thì theo mình còn hơi mắc 
Giao hàng lâu !!",3,
40,"Sản phẩm giao nhanh, đúng.
Chất liệu vải hơi dày, nóng. Không như hình lắm
Lười chụp nên ảnh tượng trưng thôi nha ",3,
41,"Mình rất ưng Chất vải mà màu ko giống như shop đăng , mình thích màu be sữa hơn là màu nâu 😔😔",3,
42,Giao hàng nhanh .... đóng gói cẩn thận .... chất vải ổn ....,3,
43,"Áo thì ok đấy nhưng nhìn cái quần thì chịu, cái chun bé kinh khủng khiếp mặc vào như ép chết người vậy",3,
44,Sản phẩm tạm được gia hangf ganaf duowc nhiwwnh mà san pham tamj dc a,3,
45,M.,3,
46,"Màu đen bị đổ lông, vải sao thấy hơi khác khác, cảm thấy rộng hơn màu be. Cái khoảng bị đổ lông thì thôi thôi... Ko thích",3,
47,"Shop tư vấn nhiệt tình, giải đáp mọi thắc mắc. Hàng giao khá nhanh nhưng chất quần không như mong đợi, vải nhìn xấu, quần hơi bị dài (m59 quần size M). Hơi thất vọng sản phẩm nhưng shop nhiệt tình nên tặng 3 sao:))",3,"Dạ shop rất tiếc sản phẩm bạn nhận được không vừa ạ
Shop liên hệ với bạn để đổi size cho bạn nhé ạ!"
48,"Giống vải thun hơn là vải kaki 
Quần có mùi rất khó chịu 
Quần rộng hơn nhiều so vs kích thước trên bảng size của shop cho
Nói chung ko ưng ý về chất lượng sản phẩm cho lắm
SHOP ĐÓNG GÓI RẤT CẨN THẬN VÀ KĨ LƯỠNG VỀ KHOẢN NÀY THÌ ƯNG 
CÒN QUẦN THÌ KO ĐÁNG ĐỂ MUA",3,
49,"Vải bị may thừa chỉ ra ngoài, sợ rách nên phải bỏ tiền thêm để xử lý và may dặm lại",3,
50,Quần bị nhăn với lại không phải đen hẳn mà là nâu nâu kiểu bạc màu í😞,3,
51,Hơi rộng và dài. Mọi người nên lùi 1 size xuống 😭 Nói chung là mặc ổn!!!,3,
52,,3,
53,Cx đc,3,
54,,3,
55,,3,
56,"Nói chung là cũng đc tàm tạm , chất liệu vải thì ok nhưng mà sizeL rộng quá 😫",3,
57,Shop thân thiện nhưng mới nhận về đã bị xúc chỉ đái quần ;-; phải đi đạp lại huhu,3,
58,"Nếu ai đọc được dòng chữ của mình viết này,thì  đừng nên mua, ko giống so với ảnh trên mạng ,shop nói là cho đổi hàng nhưng mình đã xác nhận đổi , mà vẫn chưa có phản hồi gì . Là lần đầu cũng là lần cuối khuyên mọi người ko nên mua ‘",3,
59,"Ko ưng chất quần cho lắm, nhưng vẫn mặc được, tạm ổn. Nhưng shop đóng gói ko chắc chắc bọc đọc 1 cái túi nilong lại còn bị rách",3,
60,Giống hình..nhưng form hơi rộng..chất vải cũng k ưng ý lắm,3,
61,"Hàng cũng bth không bị rách nên chưa biết được 
Em cũng chỉ cho app đc 3 sao , mong shop thông cảm",3,
62,Quần form màu khá ok có điều là giặt 2 lần nó nhăn và xù lông như quần đã mặc hơn 1 năm 🙂,3,
63,Màu hơi khác xíu nhưng ok. Vừa chiều dài thì sẽ hơi ôm tí,3,
64,"Quần chất vải xấu rất mỏng 
Thực sự với giá tiền này k nên mua",3,
65,"Giao hàng hơi lâu, quần đen size M nhỏ hơn màu be size M 1 xíu và cũng hơi ngắn.",3,
66,"Mình mua quần màu be khá ổn và cho shop 5sao, h mình mua lại màu đen nhma  mình cảm thấy màu vải rất xấu và nhìn như quần cũ. Vì giao hàng khá nhanh nên mình cho shop tạm 4sao!",3,
67,chưa thử đang thấy bục hay tuột chỉ ở đít. chất với giá này thì ok không biết giặt mấy hôm có fai màu k,3,
68,chất quần thì gọi là dùng được chứ cũng ko tốt và chống xù,3,
69,"Đẹp, nhưng có lẽ hơi rộng
Đánh giá chủ yếu nhận xu..........................",3,
70,Tạm ổn,3,
71,"Đây là lần thứ 3 mua ròi, nhưng lần này khá thất vọng. Quần đen thì ngã màu sang nâu, còn quần màu be thì vải mỏng màu ko đẹp như lần mau trước. ",3,
72,"Quần đẹp như chất lượng túi thì chán, mặc lần đầu , 1 túi để điện thoại, 1 túi để bóp. Rách cả hai túi",3,"Dạ shop rất xin lỗi bạn vì sản phẩm bị lỗi phần túi ạ
Shop đã liên hệ ngay với bạn để gửi sản phẩm mới đổi cho bạn rùi ạ
Shop đã kiểm tra và cho may lại toàn bộ phần túi để không bị như vậy nữa ạ
Shop cảm ơn bạn nhìu nhìu ạ"
73,"Chất lượng hoàn thiện ko được như lần đầu mình mua, chỉ thừa khá nhiều, đường may tương đối
Hơi thất vọng",3,
74,bth vai k deppppppppppppppppppppppppppppppppppppppppp,3,"Dạ shop rất xin lỗi vì lỗi này của sản phẩm ạ
Shop cũng rất cảm ơn bạn đã góp ý cho shop cải thiện chất lượng sản phẩm hơn nữa ạ
Với chất lượng của sản phẩm shop cũng đã cố gắng làm chất lượng tốt nhất trong tầm giá, vì shop tự đặt sx và bán hàng tại kho của nhà nên giảm thiểu tối đa các chi phí phát sinh
Shop liên hệ với bạn để đổi sản phẩm hoặc hoàn lại tiền cho bạn nhé ạ!"
75,,3,
76,Chất vải thô ,3,"Dạ shop thật tiếc vì có gì đó ở sản phẩm làm bạn không được ưng ý ạ.
Quần chất vải kaki hay còn gọi cách khác là vải thô ạ.
Dạ nếu như không được ưng shop hỗ trợ bạn trả sản phẩm hoàn lại tiền 100% cho bạn nhé ạ!"
77,"Sản phẩm rất đẹp, mình dân tập tạ nhưng mặc vô vẫn tạo độ xuôn không quá bó đùi.NHƯNG, túi cả 2 bên đều rách nát...mình có thể bỏ tiền đạp lại nma hàng như vậy có lẽ không coi được ",3,"Dạ shop vô cũng xin lỗi bạn vì lỗi sản phẩm này ạ
Shop cũng xin chân thành cảm ơn bạn vì góp ý của bạn đã giúp shop phát hiện ra lỗi này ạ
Shop có kiểm tra lại thì bên sản xuất có một số chiếc quần quên phần túi chưa may, nhưng shop đã kịp thời khắc phụ và cho kiểm tra lại toàn bộ rùi ạ
Shop cũng đã liên hệ với bạn để được gửi sản phẩm mới cho bạn rùi ạ
Dạ rất mong bạn thông cảm cho shop và hi vọng sẽ có thể phục vụ bạn tốt hơn nữa trong tương lai ạ!"
78,"mk mua quần đen và quần bị bụi vải rất nhiều dù đã giặt qua, mong shop khắc phục ",3,"Dạ shop thật tiếc sản phẩm bạn nhận chưa được ưng ý ạ
Dạ do quá trình sản xuất vải được xếp chồng và cắt bằng máy nên giữa các thớ vải sẽ dính ít bụi vải ạ
Khi giặt bạn lộn trái sản phẩm giặt 1-2 lần là hết ạ
Ngày trước shop có xử lý việc này bằng cách cho đi giặt khử bụi công nghiệp nhưng quần về nhìn  không được như mới 100% nên shop không giặt nữa vì sợ nhìu bạn chê quần cũ ạ!
Shop cũng đã liên hệ với bạn nếu bạn không ưng ý shop có thể hoàn lại tiền cho bạn ạ."
79,"Quần hơi ôm chứ không xuông như hình, 2 mặt đều đai thun chứ không phải chỉ là lưng sau thun thôi ",3,"Dạ shop rất tiếc vì sản phẩm bạn dùng chưa được ưng ý ạ
Như hình ảnh sản phẩm shop cũng có đăng là quần đều là đai chun ạ.
Chắc có nhầm lẫn một chút ạ
Nếu như sp không được ưng shop hỗ trợ đổi trả hoàn tiền 100% ạ"
80,"Vải xấu hơn mình nghĩ, mình m6 54kg đặt size L bị dài và rộng. Lười đổi trả nên thôi. ",3,
81,"Hàng thì mình rất ưng 
Nhưng mk ko chấp nhận thái độ nch của shipper 
Mong shop chú ý ",3,"Huhu, dạ tội nghiệp shop quá ạ.
Bên giao hàng là đối tác của shopee nên shop không can thiệp được ạ.
Nhân viên giao hàng không được chuyên nghiệp shop sẽ gửi phản hồi lên shopee và bên vận chuyển ạ.
Shop cảm ơn bạn đã tin tưởng ủng hộ shop ạ"
82,"quần rất ok 
size vừa vặn 
cơ mà màu quần hơi đậm so với hình mẫu 
với cả vào đúng lúc mình mua đồ để đi chụp ảnh  nên chỉ cho 3 sao thôi =))",3,
83,Chất vải ok nhưng size l này to vs dài kinh khủng phỉ đi bóp mới dùng dc,3,
84,"dây quần bị lộn vào trong, hơi chật bụng :((",3,
85,Quần size L hơi nhỏ tí và chỉ mai ở đáy hơi dõm mặc vài lần nó rách háng r nhưng rẻ chắc thông cảm được ,3,"Dạ shop cảm ơn bạn rất nhiều đã góp ý cho shop giúp shop phát hiện ra lỗi này ạ.
Shop cũng đã kiểm tra lại toàn bộ sản phẩm vì lỗi bên xưởng và cho may lại toàn bộ rùi ạ
Shop rất mong bạn thông cảm cho shop vì sự cố này ạ!"
86,Quần cũng đẹp đấy nhưng vừa mặc lần đầu ngã xe rách mất r :)),3,
87,Theo cảm nghĩ bản thân thì OK . nhưng đường chỉ may hơi bị yếu về nên đạp lại sản phẩm thì tuyệt vời,3,
88,Hàng đẹp nhưng vừa mặ đã rách ở bên chân trái rồi😔,3,
89,Quần dính nhiều bụi với lông. Vải cũng mỏng mặc mùa hè mát. Có chỉ thừa ,3,
90,Khá buồn dù size xl nhưng vẫn ngắn so với mình vải cũng ok ,3,"Dạ shop rất tiếc sản phẩm bạn mặc không được ưng ý ạ
Vì quần bên shop form kiểu unisex nên bạn 1m74 mặc ngắn tới mắt cá chân ạ.
Shop cũng đang ra form quần mới với chiều dài dài hơn ạ
Shop đã liên hệ với bạn để thu hồi lại sản phẩm và hoàn lại tiền cho bạn rùi nhé ạ."
91,,3,
92,"Giao hàng nhanh,không phải chất kaki,quần bám lông,hơi thất vọng về sản phẩm",3,
93,Mua 2 cái mà cái size L mà màu đen form chuẩn. Màu be lại là quần bó,3,
94,Chỉ cho 3 sao thôi tại vì ib cho shop có ý đổi hàng vì size hơi to nhưng ko thèm trả lời,3,
95,Vải hơi mỏng nhăn và rộng phần đầu gối dễ bị nhão ra ,3,
96,Tạm,3,
97,Trên m8 mặc ngắn,3,
98,Quần mỏng dễ nhăn,3,
99,,3,
100,hàng gói kĩ mà hơi chậm,3,
101,Giao quá lâu,3,
102,"Vải may không đều, chỉ bung nhiều",3,
103,Quần ncc,3,
104,"Độ hoàn thiện tốt, mỗi tội chất vải mỏng quá",3,
105,,3,
106,giao hàng 12 ngày :D,3,
107,Chất đẹp,3,
108,Cũng tạm nhưng ống rất rộng và đổ lông,3,
109,Đổi size quần mất phí 15k,3,
110,Ở đùi hơi chặt,3,
111,ote,3,
112,,3,
113,"Form k đẹp lắm, vải dễ nhăn",3,
114,Quần nhìn tương đốii đẹp,3,
115,"vải may còn chưa đc kĩ , có dấu hiệu dễ nhăn",3,
116,,3,
117,Mua quần lại gửi cho áo hicc,3,
118,Màu xấu,3,
119,Quần ống hơi rộng nhưng chất thì khá ok,3,
120,"Màu nó khác
Hơi khác so vs ảnh",3,
121,,3,
122,vải dính bụi vãi,3,
123,Ưng chất nhưng vì không có đỉa quần nên trừ sao,3,"Dạ shop rất tiếc vì sản phẩm ko được ưng ý ạ
Sản phẩm shop đang bán là quần cạp chun, sản phẩm như hình ảnh và video shop đăng nên không có đỉa quần (hay còn gọi là bọ quần) ạ
Dạ tụi shop quá ạ, huhu"
124,"đóng gói kĩ
sản phẩm ok",3,
125,Giặt lần đầu đã bị xước,3,
126,,3,
127,Shipper thái độ không tốt,3,
128,Chỉ may còn bị lỗi khá nhiều đó shop!,3,
129,Quần nhìn chung cũng ổn nhưng kh phải chất kaki ,3,"Dạ shop thật tiếc vì sản phẩm bạn nhận được chưa được ưng ý ạ.
Dạ shop xin cam kết quần được sản xuất bằng chất vải kaki co dãn ạ.
Nếu sản phẩm chưa được ưng, shop có chính sách ""Hoàn Tiền 100%"" miễn phí."
130,Saz M nhỏ quá cho em đổi lại saz L ạ,3,"Dạ shop đã liên hệ với bạn và đổi size khác cho bạn rùi ạ
Shop cảm ơn bạn đã tin tưởng ủng hộ shop ạ!"
131,Quần bự hơn so với bảng size mặc vào rộng và dài ,3,
132,Tạm,3,
133,,3,
134,Xấu,3,
135,Dễ bám bẩn + lông chăn quá,3,
136,Quần ổn ạ !!,3,
137,"Chất liệu kém, mới mặc một lần mà đã bị rách",3,
138,Vừa mua về giặt nó bị xù lông hết,3,
139,2 quần sz M 1 quần bé 1 quần to,3,"Dạ shop rất xin lỗi vì sản phẩm không được đồng nhất 100% 
Shop xin giải thích một chút ạ
Do shop nhận được phản hồi của nhiều bạn về độ rộng quần nên shop đã sửa lại form quần một chút để phù hợp với đa số mọi người ạ
Tuy nhiên độ rộng giữa các lô sx chỉ chênh lệch chút xíu ạ.
Shop sẽ liên hệ với bạn để gửi mới 2 quần cùng kích cỡ ạ"
140,"Quần hơi nhăn, chất vài mềm ",3,
141,Vải hơi nhăn và mỏng,3,
142,,3,
143,Vải hơi bị xù lông,3,
144,,3,
145,Vải mỏng,3,
146,Chất vải okie nhưng màu quần k như mong đợi,3,
147,Tạm ổn chất vái mỏng chứ không dày,3,
148,Tạm,3,
149,,3,
150,,3,
151,,3,
152,,3,
153,,3,
154,,3,
155,,3,
156,,3,
157,,3,
158,,3,
159,,3,
160,,3,
161,,3,
162,,3,
163,,3,
164,,3,
165,,3,
166,,3,
167,,3,
168,,3,
169,,3,
170,,3,
171,,3,
172,,3,
173,,3,
174,,3,
175,,3,
176,,3,
177,,3,
178,,3,
179,,3,
180,,3,
181,,3,
182,,3,
183,,3,
184,,3,
185,,3,
186,,3,
187,,3,
188,,3,
189,,3,
190,,3,
191,,3,
192,,3,
193,,3,
194,,3,
195,,3,
196,,3,
197,,3,
198,,3,
199,,3,
200,,3,
201,,3,
202,,3,
203,,3,
204,,3,
205,,3,
206,,3,
207,,3,
208,,3,
209,,3,
210,,3,
211,,3,
212,,3,
213,,3,
214,,3,
215,,3,
216,,3,
217,,3,
218,,3,
219,,3,
220,,3,
221,,3,
222,,3,
223,,3,
224,,3,
225,,3,
226,,3,
227,,3,
228,,3,
229,,3,
230,,3,
231,,3,"Shop rất xin lỗi vì có điều gì đó làm bạn chưa được ưng ý ạ.
Shop đã liên hệ với bạn nhưng không nhận được phản hồi.
Nếu sản phẩm chưa được ưng, shop có chính sách ""Hoàn Tiền 100%"" miễn phí.
Hoặc bạn mặc size không vừa , shop có chính sách đổi size, đổi màu. Shop miễn phí ship đổi sản phẩm.
Nếu shop gửi nhầm sản phẩm, shop sẵn sàng gửi mới sản phẩm cho bạn ạ!
Shop mong sớm nhận được phản hồi từ bạn!"
232,,3,
233,,3,
234,,3,
235,,3,
236,,3,
237,,3,
238,,3,
239,,3,
240,,3,
241,,3,
242,,3,
243,,3,
244,,3,
245,,3,
246,,3,
247,,3,
248,,3,
249,,3,
250,,3,
251,,3,
252,,3,"Shop rất xin lỗi vì có điều gì đó làm bạn chưa được ưng ý ạ.
Shop đã liên hệ với bạn nhưng không nhận được phản hồi.
Nếu sản phẩm chưa được ưng, shop có chính sách ""Hoàn Tiền 100%"" miễn phí.
Hoặc bạn mặc size không vừa , shop có chính sách đổi size, đổi màu. Shop miễn phí ship đổi sản phẩm.
Nếu shop gửi nhầm sản phẩm, shop sẵn sàng gửi mới sản phẩm cho bạn ạ!
Shop mong sớm nhận được phản hồi từ bạn!"
253,,3,
254,,3,
255,,3,
256,,3,
257,,3,
258,,3,
259,,3,
260,,3,
261,,3,
262,,3,
263,,3,
264,,3,
265,,3,
266,,3,
267,,3,
268,,3,
269,,3,
270,,3,
271,,3,
272,,3,
273,,3,
274,,3,"Shop mong nhận được ý kiến góp ý từ bạn ạ.
Shop đã liên hệ với bạn nhưng không nhận được phản hồi.

Nếu sản phẩm chưa được ưng ý, shop có chính sách ""Hoàn Tiền 100%"" miễn phí.
Hoặc bạn mặc size không vừa , shop có chính sách đổi size, đổi màu. Shop miễn phí ship đổi sản phẩm.
Nếu shop gửi nhầm sản phẩm, shop sẵn sàng gửi mới sản phẩm cho bạn ạ!
Shop mong sớm nhận được phản hồi từ bạn!"
275,,3,"Shop rất xin lỗi vì có điều gì đó làm bạn chưa được ưng ý ạ.
Shop đã liên hệ với bạn nhưng không nhận được phản hồi.
Nếu sản phẩm chưa được ưng, shop có chính sách ""Hoàn Tiền 100%"" miễn phí.
Hoặc bạn mặc size không vừa , shop có chính sách đổi size, đổi màu. Shop miễn phí ship đổi sản phẩm.
Nếu shop gửi nhầm sản phẩm, shop sẵn sàng gửi mới sản phẩm cho bạn ạ!
Shop mong sớm nhận được phản hồi từ bạn!"
276,,3,
277,,3,
278,,3,
279,,3,
280,,3,
281,,3,
282,,3,
283,,3,
284,,3,
285,,3,
286,,3,
287,,3,
288,,3,
289,,3,
290,,3,
291,,3,
292,,3,
293,,3,
294,,3,
295,,3,
296,,3,
297,,3,
298,,3,
299,,3,
300,,3,
301,,3,
302,,3,
303,,3,
304,,3,
305,,3,
306,,3,
307,,3,
308,,3,
309,,3,
310,,3,
311,,3,
312,,3,
313,,3,
314,,3,
315,,3,
316,,3,
317,,3,
318,,3,
319,,3,
320,,3,
321,,3,
322,,3,
323,,3,
324,,3,
325,,3,
326,,3,
327,,3,
328,,3,
329,"Quần mỏng vl, quá thất vọng, quần này đáng ra 50k là cùng.",2,
330,"Mình 1m7, 65kg mà mặc size L như cái bao tải ý. K giống phần chọn size như mô tả. Chắc phải sửa đi đến 2 size. Lại tốn thêm tiền. ",2,"Dạ shop thật tiếc sản phẩm bạn mặc bị rộng ạ
Shop có liên hệ với bạn để hướng dẫn bạn đổi sang size phù hợp hơn nhưng không liên lạc được với bạn ạ
Shop rất mong sản phẩm bạn dùng được ưng ý nhất nhưng có thể quần kaki ống suông nên mặc hơi rộng xíu thui ạ!"
331,Quần có chỗ thủng nhỏ,2,
332,"Đătj màu be nhưng mà nhận màu ko như hình, màu hồng hồng nchung là xấu . Mình cao 1m60 nặng 45kg mua size S mặc chật.",2,
333,"Chất lượng kém, quần không như hình, cực kỳ thất vọng, không chấp nhận được ",2,"Dạ shop thật tiếc sản phẩm bạn mặc không ưng ý ạ
Dạ hình ảnh shop đăng shop tự chụp 100% ạ, nên shop cam kết sản phẩm ở ngoài giống như hình shop đăng ạ
Dạ do quần form baggy ống suông nên cũng tuỳ chiều cao cân nặng nữa nên quần có thể không phù hợp hết tất cả mọi người
Dạ nếu như không được ưng shop có chính sách trả hàng hoàn tiền 100% miễn phí
Nếu bạn mặc sản phẩm không vừa shop hỗ trợ đổi màu đổi size, shop hỗ trợ một phần phí ship ạ
Shop rất mong nhận được phản hồi từ bạn, shop luôn sẵn sàng hỗ trợ ạ!"
334,"Màu quần be nhìn chán lắm k như hình, đậm có 1 chút màu hồng khi nhìn thật tế,chứ qua ảnh đánh giá thì thấy nó bình thường",2,"Dạ shop thật tiếc vì màu quần bạn nhận được không được ưng ý ạ
Dạ shop bị một lô vải có phần màu đậm hơn ạ, shop đã cho dừng sản xuất lô vải đó và sản xuất lại lô vải chuẩn màu rùi ạ
Shop cũng đã liên hệ với bạn để có thể đổi sản phẩm mới hoặc hoàn lại tiền cho bạn rùi ạ"
335,"Quần vải mỏng
Hhjjjjjjhhhgccvvhuuhggbbnmkjhggvvvcvvggh",2,"Dạ shop thật tiếc vì sản phẩm không được ưng ý ạ
Shop cũng đã liên hệ với bạn để biết nguyên nhân ạ
Bạn nhắn shop là muốn trả lại sản phẩm, dù bạn đã nhấn nhận hàng và đánh giá sản phẩm nhưng shop vẫn đồng ý trả lại sản phẩm và hoàn lại tiền ạ
Shop cũng đã hướng dẫn bạn trả hàng hoàn tiền rùi ạ.
Phí ship trả lại sản phẩm ship cũng chịu ạ!"
336,"Form xấu
Co rút sau lần giặt đầu 
Dáng không đẹp . Quần không được thẳng 
Cân nhắc kĩ khi mua",2,"Dạ shop thật tiếc về sự cố này ạ
Dạ bạn nhắn tin với shop nhờ tư vấn size với chiều cao 1m82 nặng 70kg, shop cũng trả lời thật tiếc quần không vừa
Nhưng bạn vẫn đặt hàng về quần mặc bị rộng và chiều dài không được hợp ạ
Vì form dáng quần phù hợp với đa số mọi người, vì bạn rất cao nên quần mặc kiểu hơi ngắn và rộng ạ
Dạ do quần làm từ vải kaki nên khi giặt có phần co lại một chút ạ, nhưng không đáng kể ạ"
337,ok,2,
338,,2,
