khach_cmt,rating,shop_phan_hoi
Shop làm ăn k ra gì đặt đôi cỡ 43 thì giao 1 đôi 42 1 đôi 43 lại còn 2 chiếc phải,1,
Lừa đảo . 😒 xong đổi tên shop,1,
"🙂 shop cài tin nhắn tự động, hỏi đổi size mà ko thấy phản hồi gì. Giày đi cứng và đau chân",1,
Giày chất liệu giá rẻ thì phải chịu rồi. Còn shop thì giao nhầm size mà không chịu đổi giày. Đem vứt rồi. K mua lần 2,1,
"Shop tư vấn sai cỡ giày cho khách, giày đi quá chật, không vừa",1,
Kích cỡ rất đúng nhưng đi có cảm giác quá tệ tuy cùng kích cỡ với giày khác nhưng mọi người đeo vào sẽ thấy giày này to hơn mấy giày khác á theo ý kiến riêng mình thấy thế mọi người thích mọi người có thể mua trải nghiệm,1,
"Người bán không rep rin nhắn nói chuyện không trả lời 
Không cho đổi size",1,
"Hàng xấu, cứng, from k chuẩn, rất rất phí tiền, nt đổi hàng shop coi thường k thèm trả lời. Nói chung mn nên tránh xa shop này ra. Hàng này con Mic nó cũng k thèm tha.",1,
Đặt size 38 về thành size 42 ( mặc dù nhãn là size 38 ),1,
Thanh toán qua shoppe pay mà shoppe ghi đã nhận được hàng nhưng không thấy đâu . Shop coi hộ em rồi em sửa đánh giá sau,1,
"Chất lượng tốt, sản phẩm đẹp như hình 
Mỗi tội e mang ko vừa muốn đổi size, shop bảo hỗ trợ mà chẳng thấy nhắn hay thông báo gì =))",1,
đặt 38 giao 39 size,1,
"Giày xấu còn hư nữa 
Nt shop thì k trl",1,
"Dây giầy trái ngắn , phải dài",1,
"Giao nhầm cỡ !  1 bên giày trái 42 , giày phải 43",1,
Hành chất lượng rất kẽm nhé mn,1,
"Ko đúng theo trong hình 
Xin mn đừng nên mua",1,
"Đóng gói k cẩn thận, giày bị méo",1,
Vjhhhfjgjjjfjchdjfjfdgewăăôưuiuhkdagkooitdnmnxxwyicdatlllgefjiuggbbnnmnghkjgdaqqăăêươjnjhoơgvbbbnnjkllohtqqetuik,3,
"Mình thấy cũng đc đối với giá này nhưng mình đi có chút mà đã gãy mũi, về phần mũi thì mình thấy nó k đàn hồi tốt, phần lỗ thông khí thì kính mít, logo thì thêu k đều, shop k cho hộp hay gì hết đóng gói sơ xài đi khá đau chân, mọi người nên mua bự hơn 1 2 size nhé",3,
"Giày to và phình ở phần mũi giày, chật",3,
Có thêm quả hộp đựng dày nx là ok,3,
Giày đế rất cứng hahahahahsvjdjdkekdk,3,
Sai màu,3,
Giao sai ảnh lại còn bị dính vết keo cùng vài vết bẩn,2,
Bình thường,2,
Giao khách khác thì giống mô tả nhưng giao cho mình thì ko ?,1,
Giao k đúng size rộng qua,1,
"Logo in chứ không thêu.
Đóng gói sơ sài.",1,
Mua giày mà k có giày k bít đi kiểu j luôn,1,
Ko giống như hình 🙂 chỉ và keo thừa rất nhiều+mất fom giầy 🙂👎👎👎👎,1,
Đóng gói kh cẩn thận giày méo mó thiếu nhiều . t thề t kh trả đc chứ t mà trả đc t trả luôn,1,
Chưa đi lần nào hôm nay đeo thấy gót bị lỗi,1,
Sản phẩm ko đúng như hình ship cực kì chậm,1,
Dày như dày,1,
"Sai mẫu , thiếu dây , thái độ chậm chạp!",1,
Chất liệu k tốt chốt lại không nên mua:((,1,
Hàng ko giống như hình ảnh,1,
phần chữ nike air hơi mờ và viền đỏ dễ bung,3,
"rất thất vọng về shop. không uy tín trong lời nói, hàng không đáng với giá tiền, ghi là hàng giống ảnh 100% mà nhìn chán đã vậy còn nhìn 2 chiếc giày còn kh đều nhau , đồng ý đổi size mà qua tết mất hơi luôn chán . Mọi người cân nhắc trước khi  mua",1,
Giày thì đế bị bẩn fom giày cứng khó đi mà nhắn tin shop thì ko thèm trả lời với giá này thì quá đắt cho đôi giày như thế này khuyên mọi người không nên mua,1,
Hàng xấu hơn trong ảnh,3,
"sản phẩm chất liệu như giầy bata đế mềm cũng tạm được, không được đẹp như ảnh shop đăng
giao hàng lâu",3,
"Hàng cũng ok , giao hàng nhanh , nhưng bị nhầm mẫu 
E lấy mẫu sọc trắng nhưng lại chuyển sọc đỏ 
( phối với quần áo hơi lệch mầu ) nhưng ko sao do hàng cũng ok nên tạm chấp nhận cho 3*",3,
Dễ rách😥😥😥😥😥😥😥😥😥😥😥😥😥😥. Jjxuxhdjsuxhdjdjdhxujdjwkxuxjjcjcididjdjdifjck,3,
"Đóng gói sơ sài không chuyên nghiệp 
Giầy nhỏ hơn seri tiêu chuẩn
Đặt cỡ 41 nhỏ hơn cỡ 40 giầy da
Mọi người cân nhắc trước khi mua",3,
"Giao hàng nhanh. Hàng ổn, chất lượng đúng giá nhưng chưa đúng yêu cầu mua hàng. Mua kèm bình tẩy sạch giày dép vậy mà giao mỗi đôi giày nên hơi thất vọng. Vote 3 sao để shop chú ý cẩn thận hơn.",3,
"Mình đặt sọc trắng ship giao sọc đỏ, giày hơi rộng so với size",3,
Đặt 2 đôi trắng đen gửi màu hồng đen,3,
"Hàng đẹp đúng sazi nhưng gửi ko đúng như mình đặt,mình đặt sọc đỏ lại gửi sọc trắng cho mình, đóng gói sơ xài quá,ko có hộp chỉ 2 lớp túi bóng mỏng dính",3,
"đôi giày với đế lót mỏng và nhăn nhúm, gần như không dùng được cái đế lót bên trong phải tự đi mua cái lót giày khác. nhưng vì số 43 nên lót giày cũng không tìm được cái đúng size.",3,
Đặt đỏ mà giao trắng,3,
Tiền nào của đó ,3,
"Mỏng, đúng là tiền nào của nấy",3,
Cho 3* vì khoản đóng gói ko đc tốt.,3,
Đế giày mỏng.,3,
Không được đẹp như hình,3,
Dày kém chất lượng ,3,
Giày ko cứng cáp,3,
"Đặt shop sọc màu trắng mà lại giao sọc đỏ. Làm ăn gì kì, nhìn phát chán",2,
Giày bị rách. Đế mỏng. Chất lượng kém,2,
Chất lượng tạm được..đóng gói sơ sài..giao hàng chậm,2,
"Làm ăn Quá tệ đặt 2 đôi 43 giao 39, 43",2,
Nói chung tiền nào của nấy ko bao giờ sai cả,2,
"Shop giao sai mẫu khá thất vọng , bề ngoàn rất mỏng hối hận khi mua giày",1,
"Gửi nhầm size, nhắn tin shop thì mãi k rep được1 tin
Nói chung là thái độ phục vụ quá kém chỉ mua duy nhất 1 lần và k quay lại lần 2",1,
Giao sai đơn kh thể chấp nhận đc snbdudhdbdhsjdbhdjsjdbdhi!!!!!,1,
Hàng tệ kh nên mua bsbsbdbbdbsbanwjbdbdbsbanbsbdbzbanwnbdbdnansbdbxnsksbdbsnsbvdbsjwjdbdbanheo,1,
"Size bị xóa, sz này phải khoảng 43 k phải 41, mang vào rất rộng. Shop làm ăn kiểu gì k biết nữa. mua 3 đôi mà đc có 1 đôi ok. Shop làm tôi thất vọng quá!",1,
Giầy đểu mua mà bực mình             không thể chấp nhận được,1,
Quảng cáo nhẹ và êm mà thực tế thì nặng và cứng đừ như lốp xe ô tô cũ...!,1,
Sai 41 mà chân 43 mới đeo đc ko thể dùng đc đã bỏ vào thùng rác.,1,
"Giao nhầm giày,hỏi thì shop k nói gì về vấn đề này. Đổ lỗi cho nhân viên đóng nhầm,k có trách nhiệm",1,
"Mua hai đôi giày cùng size 41 mà 1 đôi lớn 1 đôi bé tẹo,nt báo shop hỗ chợ đổi trả shop k đồng ý, làm ăn kiểu gì k hiểu bó ✋ luôn",1,
"Mình đặt 4 đôi, 4 loại nhưng hàng ko như hình",1,
Chán,1,
Gui thiếu hàng,1,
U,1,
Giày xấu,1,
Chưa nhận được hàng.,1,
Dõm,1,
"Mik đặc đôi giày này shop giao đôi giày khác 🤧 giáo ko đúng nhưng ko sao cũng đẹp vs vừa chân nên mik bỏ qua,mik đặc lại đôi khác 🥺 mong shop giao đúng.",3,
"Giày thì cũng ok, buồn cái là shop ở ngoài hà nội, mình nhận hàng thì ở sài gòn. Vậy mà shop đóng gói vận chuyển hàng đi quá sơ sài",3,
"Cũng đúng mẫu, đúng size, cũng rất okkke 👌👌👌",3,
Giày hơi cao nha đường chỉ mai ko chắc chắn gói hàng cx ko cẩn thận j ht,3,
Chất xấu mất form giày size hơi bé so với giày khác...........,3,
Giày bên ngoài đẹp. Size 38 Hơi rộng so với bình thường. Giày bị mất fom lót giày xấu,3,
đóng gói làm mất hết fom giày. giao hàng nhanh. 😌😌😌😌😌😌😌😌😌😌😌😌😌😌😌😌,3,
"Giày tạm được so với giá tiền,giao hàng nhanh,mà k chấp nhận được cái lót quá đểu nhăn nhúm mỏng như giấy làm ẩu hết sức",3,
Giày may bị sụp mí  nhìu chỗ nhất là ngay móc giày nguyên 1 đường dài,3,
"Shop bán hàng tuy sản phẩm rẻ tiền nhưng khi đóng gói gửi đi cho khách hàng sai nt hỏi không thèm trả lời quá thiếu trách nhiệm
Chi gặp nhau một lần",3,
Giày đúng mẫu đúng size chất lượng OK quên k chụp hình,3,
Tốt đấy!,3,
Giày nhìn k ưng í lắm… shop gửi lộn sz…. To xấu,3,
"Đóng gói ko đẹp.
Giao sai size giày.",3,
Ổn,3,
Giày bị móp méo nên bị mất fom,3,
Màu vải hơi cũ,3,
Giày bị méo,3,
Móp hết giày lúc mình nhận được r,3,
"Giày đẹp, giá mềm nhưng đặt size 35 shop giao size 36 (tương ứng trên đôi giày ghi số 2, vì qua tin nhắn shop có nói size 35 là số 1), còn size ghi trên bọc đã bị xé đi, giày hơi bẩn, vs số cm mình đo (đã kèm luôn đế lót) nhưng chỉ 5cm thôi, có chụp kèm hình ảnh, mình nhận hàng sao thì mình nói vậy",2,
"Giao hàng nhanh 
Sản phẩm có vài lỗi bị trầy 
Nhìn xa thì không sao 
Nhưng mong shop sẽ để ý hơn khi giao hàng lỗi",2,
Ủa rồi 7 phân nó nằm ở đâu z shop ơi ??? Chán chả muốn nói. Giày 4p rưỡi thôi nhe mọi người :)) Ai cần giày cao thì nên cân nhắc 🙃,2,
Chất vải quá tệ quá xấu nhiều chỉ thừa mà lại có phần xốp thì thừa được cái vận chuyển nhanh thôi,2,
"shop phục vụ còn hơi kém, nt k trả lời, muốn huỷ đơn để đổi địa chỉ nhưng shop k cho huỷ, giữ hàng mới hôm mấy giao cho bên vận chuyển! hàng hiện anh shipper vẫn giữ hộ nên chưa biết chất lượng giày như nào! nói chung đây sẽ là lần duy nhất mua hàng của shop này",2,"Hàng bên mình đã báo với bạn đã giao cho bên vận chuyển rồi,đang chờ họ tích,thì mình ko huỷ được nên mới ko cho huỷ.Chứ hàng mình chưa đóng,chưa giao bên vận chuyển thì mình cho b huỷ thoải mái luôn.Mình đã giải thích đến như vậy bạn còn phản hồi lại thế này thì mình chịu luôn ý"
chất lượng bình thường đặt sz 35 nhưng ghi la số 2 kb la 35 hay 36 nữa về vẫn Bị rộng quá không đeo được shop không nhiệt tình nhắn tin hôm trước mãi mấy hôm sau mới trả lời lại lần đầu cũng như lần cuối mua Của shop này,2,
"Hàng bên shop giao hàng lâu vs bị lỗi, nhắn tin cho shop , shop bảo đổi đc nhưng mà gửi hàng lỗi cho shop tới giờ shop chx trả lời mik ,ko nên mua",2,
"Đặt đôi nam màu đen mà gởi màu trắg
Nt 3 ngày nay ko thèm trả lời.",2,Phân loại của c là sóng trắng sz 37.C xem có đặt nhầm ở đâu ko ??
Giày đẹp lắm mà giao nhầm cùng bên giờ đi kiểu j,2,
Mang Đau chân đầu ngón chân kinh khủng :((,2,
Đặt vạch xám mà giao vạch đen,2,
Shop giao hàng thiếu. Mua giày mà thiếu dây giày thì đi kiểu j. Ib shop thì shop kêu gửi dây cho. Mà gần 10 ngày chưa thấy đâu. Chất lượng thì tệ hơn giá tiền. Nói chung mọi ng lên cân nhắc kỹ khi mua,1,
"Giày đẹp, hộp giao bị méo hhbf x fvg fgxc c g h f fs d f v g f f jk j hvd d d g h",1,
"Shop gói hàng rất sơ xài, không hề có bọc chống sốc. Hàng đặt 8/8 tận 31/8 mình mới nhận được. Mình mua rẻ nên không mong chất lượng xịn sò gì cả, chỉ cần không mất form giày thôi mà đến cái bọc chống sốc cũng không có. Thất vọng",1,"B ơi,hàng từ 8-8 đến 31/8 mới nhận được là do dịch bên nên sẽ giao chậm đơn,đơn hàng tồn ở kho rất nhiều ạ..b cứ nghĩ xem đơn đơn tồn lâu,tồn nhiều thì các đơn vứt chồng chất lên nhau,do bên vận chuyển nữa,chứ có phải bên mình đóng gói sơ sài đâu ạ..Bình thường bên mình vẫn đóng gói bằng hộp,khách nhận đều ko móp méo,chứ đôi giầy lời lãi bao nhiêu đâu mà dùng thêm bọc chống sốc nữa b..chống sốc cũng chỉ dùng cho hàng dễ vỡ thôi b..chứ giầy dép ai dùng chống sốc bao đâu ạ..b đánh giá thế này oan cho shop quá"
Giao nhầm size mình phải đặt tăng 1 size là 38 mà shop giao nhỏ như size 36 khi nhắn tin phản hồi shop thì trả lời hời hợt k có đưa ra phương án giải quyết thoả đáng mn k nên mua vì mua về k mang đc thì uổng tiền,1,"B đặt 36 shop gửi đúng size cho b rồi còn gì,còn bên mk bảo nếu b đổi hàng thì phải chịu phí ship 2 chiều,b có đồng ý không??"
"Sản phẩm kém chất lượng, đặt size 37 mà giao size 38 về rộng quá không đeo được.shop có bị mù k. Nt thì k tl 
Làm ăn không có tâm . Lần đầu và cũng là lần cuối mua của shop này",1,
"Shop phục vụ quá kém, em đặt size 37 nhưng shop gửi 36. Không có hướng giải quyết cho khách, còn chặn là sao",1,
Không ưng lắm đâu. Giới thiệu là cao 7cm mà sp cao có 3cm. Gửi đế độn 2cm mà hàng họ vậy thì có ok không. Hãm,1,"Bạn lấy thước mà đo xem nhé.rõ ràng 7cm mà kêu 2cm,ko có giầy nào đi độn 2cm cả bạn ạ,2cm là kiểu dáng đơn giản,giầy cv rồi b ạ.có 1 mình bạn bảo giầy 2 cm thôi :)) chưa biết ai hãm đâu"
Shop gửi giày không có giây giầy .đã online và bảo shop gửi bù lại giây  nhưng không thấy shop nói có gửi hay không...,1,
"Shop quá tệ. Giao nhầm size. Mình cần gấp có báo shop đổi ngoài vì sợ đổi qua shopee lâu ko nhận kịp ngày cần, shop ok báo giao vận chuyển rồi. Nhưng sau 3 ngày giải quyết hoàn đơn của shopee thì bơ luôn ko thèm trả lời. Chưa bao giờ mình mua hàng mà bị bức xúc phải đánh giá xấu thế này.",1,
"Giày thì ổn, mẫu đúng ảnh, đi hơi cứng chút.
Nhưng t không hài lòng ở khoản thái độ phục vụ của Shop.
SMS nhờ đo giày hộ vì t sợ giày phom nhỏ nh Shop không rep lại sms của t.
Sau đó t mua giày bị rộng, SMS để đổi số nhỏ hơn nh SMS 2-3 lần mà k lần nào Shop trả lời tin nhắn để giải quyết.
Quá tệ!!!",1,
"Giày đẹp nhưng shop giao nhầm size, em đặt 39 shop giao 38 ạ. Vì gia đình em nhận hàng gỡ hàng em không có quay video được nên không có vid để khuyến cáo đó là sai sót của em",1,
Giao sai size. Đặt 2 đôi 38 giao 2 đôi 36 😶 shop tự ý đổi size ko hỏi KH. Mua về chật ko mang vừa giờ để chưg thôi.,1,
"Giày chật dù đã đặt tăng thêm 1 size
Hai chiếc giày khác size nhau
Shop phục vụ ko đc tốt lắm",1,
"Làm ăn như cái quần què. Giày xấu. Bảo đổi sz . Sz 35 mà k nhét dc vào. Bảo đổi sz ậm ờ như cái cc. Vất mẹ vào thùng rác cho bõ tức 
0 sao",1,"Shop đã gửi đúng size theo bạn yêu cầu.Vì hàng đang hết nên đã yêu cầu b đợi chờ hàng về,nhưng b ko chịu thì mk ko biết lm sao luôn.Còn hàng xấu hay đẹp các bạn nên xem đánh giá nào nhiều 5 sao thì xem sét thêm ạ.Đừng vì một vài con sâu mà làm hỏng 1 nồi canh :))"
Shop bán giao thiếu dây giày. Nhắn tin qua 1 ngày shop vẫn ko rep,1,
Shop làm ăn rất chán mình mua 2 đôi giày nhưng mà chỉ có 1 đôi dây nhắn tin thì shop chỉ trả lời hời hợt nói chung là làm ăn quá kém,1,"Trả lời hời hợt là như thế nào ạ,bên mk đã đưa ra các cách giải quyết để tốt nhất cho 2 bên.Nhưng b ko đồng ý đấy chứ ạ,có phải mình ko cho bạn trả hàng hay hoàn tiền cho bạn đâu ạ??b đánh giá cũng có lí một chút.Còn bên mình đã cố ý trả lời hời hợt thì thà ko check tin nhắn của bạn cho xong luôn.Check tin nhắn rồi đưa ra biện pháp thì bạn ko muốn?chẳng hiểu mình phải như thế nào bạn mới vừa lòng??"
Tệ,1,Sp bị sao vậy bạn??
Sp bẩn,1,
Hàng nhỏ ko giống,1,
"Chất lượng kém, sước hàng",1,
Sản phẩm chất lượng kém,1,
sp giống hình. Nhưng size hơi nhỏ mà lh shop ko sai lh đc,3,
"Mẩu đẹp, da thật nhưng nền giày và đế giày quá mỏng không chắc chắn.",3,
"giày không như mong đợi lắm mùi khá khó ngửi, nên đặt rộng hơn 1 size nha mn khuyên chân thành đó chân mình bth chân mình 22cm đi size 37 mình vẫn đặt size như bth nma đi chật quá may vẫn nhích vào được vì đặt từ 15/1 đến 28/1 mới nhận được.",3,
"Oder hơn 17ng từ Trung mà đóng gói sơ sài, đang mùa mưa sợ giày ẩm mốc, mặc dù đã nhắn tin bảo đóng gói kĩ, giày cũng 200k mà shop bảo phải mua thêm hộp mình ko ưng :) ko nhét giấy giữ form luôn. Nếu đóng gói ok thì cũng ko tiếc 5 sao làm gì 
Giày cứng, mang lâu lâu chơi vui chứ đau chân lắm đó.",3,
"giày đẹp thật đấy, ship hơi lâu do dịch nhưng mà không có dây giày???? rồi đi như nào shop nc ngoài nên k muốn trả hàng phải lấy dây giày khác thay cho",3,
"chất da đáng tiền , mẫu giày đẹp , nhưng đi hay cạ vào phần gót dễ đau chân , phải dán băng gâu mới đi đươc , tiên nào của đó 👏🏻",3,
Shop đóng gói thì nhanh nhưng mà giao hàng đợt này lâu kinh khủng đặt hôm 12/12 đến nay 17/1 mới có nè... Nên mua đúng size nha ... Đóng gói hong có hộp gì hết á nên hư da... Đường may đẹp form cũng ok,3,
ko coa hộp bọc trong túi nilon đen mở ra mùi nhựa rất nồng hơi ọp ẹp dây giày rất xấu luôn không đáng mua,3,
Mấy bạn mang size 40 đừng nên mua nha vừa không nổi luôn mình mua 2 đôi size 40 đôi nào mang cũng đau chân cố đi cũng không được,3,
"Hàng giao hơi lâu, bạn nào có ý định mua hàng để mặc bánh bèo thì nên chọn cái khác nha, giày hơi hướng về phần ngầu hơn, hơi thất vọng",3,
Đặt 38 đi rộng mà đi vớ nữa nên cũng đỡ. Giày không có hộp nên bị mất form. Nói chung với giá này là cũng được.,3,
"Mọi ng để ý kĩ size giày nha , nên hỏi trc và mua trên 1 size chứ k bị chật , hoàn khó lắm nên mọi ng nên xem xét",3,
"Gói hàng ẩu, chỉ bọc nilong và gửi hàng, mình nhận được hàng thực sự sốc về cách đóng gói giao hàng. Chưa kể, ko độn giấy vào trong để giữ form giày. Khá thất vọng. Hi vọng lần sau mua hàng, shop chú ý cách đóng gói hơn",3,
"Giày bị sứt chỉ, còn lại thì ok😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔",3,
"Shop bán hàng ko uy tín mua 1 đằng giao 1 nẻo , nt ko trả lời ,tôi sẽ ko mua shop lần sau .dvu quá tệ",2,
Mua lì mà shop giao bóng,2,
"Với giá này thì cũng k rẻ, mà ship đôi giày sơ sài khiếp, k hộp hay gì để bảo vệ giày, quấn đúng 1 miếng mỏng giấy chống sốc. Móp cả đế giày và mũi giày, mất hết cả form 🥲",2,
"Giao 1 cái dây giày rồi sao mang
Dỗi shop thật chứ",2,
đặt bóng shop giao nhám thất vọng cực kì nt thì ko rep,2,
"Shop làm ăn như 💩 vậy ạ phải hơn 1 tháng mới giao về ạ ,em đặt để đi chơi tết mà hết tết mới về.",2,
Shop giao hàng lâu thì mình cũng đã thông cảm r mà mình có nhắn tin thì k seen k rep thái độ của shop làm mình rất thất vọng,2,
"Đặt 38 mà giao 36 k hiểu shop làm ăn kiểu gì nữa, h cx k hoàn đc hàng r😩😡😡😠",1,
"Giao sai mẫu cho mình mà còn không đúng size nữa, nếu đúng size thì mang tạm cũng được",1,
Giao sai size k giải quyết. Làm ăn thất đức. Không nên mua nha cả nhàaaaaaaaaaaa,1,
Giày ship có 1 sợi dây thì mang sao đây?,1,
"Mặc dù mua size 36 rồi mà vẫn rất to, chỗ xỏ ngón cái siêu to để hở ngón. Mặc vào form ko đẹp chút nào cả",3,
"Giao hàng khá lâu
Hộp bị móp mép nên dép có bị ảnh hưởng chút
Hơi lớn size so với những đôi mình mang
Chất liệu tạm ổn",3,
"Đặt màu trắng dao màu đen?
Chán luôn haịhafahaihacahaiagachaiahacagajhavavavsvvshsjaiaiiqgafahsiososojagagsgsjoaiah",3,"Thành thật xin lỗi b vì sự nhầm lẫn này ạ. Do đơn phát sinh trong ngày sale của Shopee nên bên shop bị quá tải nên xảy ra sai sót , mong b bỏ qua và tiếp tục ủng hộ shop trong thời gian tới ạ."
"Nhắn tin shop thì ko rep trên shoppee,hàng đặt đôi màu xám thì giao đôi màu đen",1,"Thành thật xin lỗi b vì sự nhầm lẫn này ạ. Do đơn phát sinh trong ngày sale của Shopee nên bên shop bị quá tải nên xảy ra sai sót , mong b bỏ qua và tiếp tục ủng hộ shop trong thời gian tới ạ."
"Shop giao đồ lâu, đặt hàng màu xanh thì giao màu đen,  nhắn tin hỏi shop thì rep tin nhắn cực kỳ chậm....",1,"Thành thật xin lỗi b vì sự nhầm lẫn này ạ. Do đơn phát sinh trong ngày sale của Shopee nên bên shop bị quá tải nên xảy ra sai sót , mong b bỏ qua và tiếp tục ủng hộ shop trong thời gian tới ạ."
Đặt 43 gửi 39 :),1,
Như cu mua mầu trắng gửi mầu xanh,1,
"Mua màu vàng trắng , giao trắng đen =)))",1,"Thành thật xin lỗi b vì sự nhầm lẫn này ạ. Do đơn phát sinh trong ngày sale của Shopee nên bên shop bị quá tải nên xảy ra sai sót , mong b bỏ qua và tiếp tục ủng hộ shop trong thời gian tới ạ."
"Đóng gói vậy thôi chứ khong có hộp nên bị bể form giày làm 1 duong hằn luôn , giay này size hơi rộng",3,
"Đóng gói sơ sài, mũi giày bị xước -_-",3,
Mua giày size 38 mà gửi 39 shop làm ăn không uy tín,2,
"T1: bung cái như hình ra 
T2: kh có hộp hay giấy lót đứng form 
T3: đi đau mũi chân 
(Mọi người cân nhắc trc khi mua nhe)",1,
Tệ. DỊch vụ tệ thì nói tệ. Còn gọi chửi khách.,1,"Bạn ơi, bạn định lừa đảo shop rồi khiếu nại trả hàng hoàn tiền nhưng Shopee đã xem xét các bằng chứng và không đồng ý yêu cầu của bạn. Shop đã tìm mọi cách liên hệ với bạn để tìm hướng giải quyết nhưng bạn cứ trốn tránh, nhắn tin gọi điện thoại bạn đều không nghe hay phản hồi. Bây giờ bạn lại tức tối lên đánh giá sản phẩm không công bằng 1 chút nào, tiếc là Shopee không cho phản hồi bằng hình ảnh ở đây để shop cung cấp những hình ảnh chứng minh cho sản phẩm hay việc cskh của bên mình. Chào bạn!"
Đơn vị vận chuyển J&T rất kém!,1,
Shop Giao sai mẫu...............................quá thất vọng,2,
Sp bị lỗi,2,
"Mình mua sandal ở shop nhiều lần rồi, lần nào cũng rất hài lòng, nhưng lần này mình thấy sản phẩm rất kém chất lượng ạ, mình mới đi được vài ba lần thì cái khuy gài ở sandal đã bị gãy rồi ạ 😭😭😭",2,"LOVIIECORNER rất xin lỗi về sự bất tiện này . Tụi minh sẽ cố gắng hoàn thiện hơn , nếu vấn đề chưa được gỉai quyết thì ib ngay cho tụi mịnh nhé . LOVIIE cám ơn bạn nhiều nè"
"Ảnh ko liên quan lắm nhưng dép khá cứng đi rất đau chân, mua cũng ko phải là rẻ nhưng mua về đi đúng đc 1 lần , rất cứng luôn ạ",1,"LOVIIECORNER rất xin lỗi về sự bất tiện này . Tụi minh sẽ cố gắng hoàn thiện hơn , nếu vấn đề chưa được gỉai quyết thì ib ngay cho tụi mịnh nhé . LOVIIE cám ơn bạn nhiều nè"
Dép gửi 2 đôi cả 2 đều dính màu tùm lum,1,"LOVIIECORNER xin chào bạn, trước tiên Loviie muốn gửi lời xin lỗi đến bạn về trải nghiệm không tốt này trong quá trình nhận hàng nếu bạn có thắc mắc hay không hài lòng về chất lượng sản phầm thì đừng ngại nhắn tin cho Shop nhé ! Loviie luôn mong muốn lắng nghe ý kiến của Khách Hàng ạ. Rất xin lỗi bạn vì sự bất tiện này, Shop sẽ cố gắng khắc phục để cải hiện đơn hàng tốt hơn vào lần sau a."
,1,"LOVIIECORNER rất xin lỗi về sự bất tiện này . Tụi minh sẽ cố gắng hoàn thiện hơn , nếu vấn đề chưa được gỉai quyết thì ib ngay cho tụi mịnh nhé . LOVIIE cám ơn bạn nhiều nè"
