khach_cmt,rating,shop_phan_hoi
"đặt 2 cái giao 1 cái . khiếu nại thì nhân viên bảo giao đủ hàng, shiper báo shop không cho kiểm hàng kiểu giao xong kệ mẹ mày cạch mặt shop sale kiểu bố láo, làm ăn không có trách nhiệm",1,
"đặt 3 cái shop giao 2 cái, nhắn tin phản hồi thì shop nói giao đủ, nhắn thêm thì shop không thèm trả lời, shop còn ghi chú ở ngoài hộp là 2 cái thì sao bảo mình kiểm tra lại xem có nhầm không. cái quần không đáng bao nhiêu nhưng không hài lòng về cách cư xử của shop!",1,
chất lượng quá chán vừa mua mặc phát đã nứt như này rồi,1,
"quần rách, màu túi shop ưu ái cho tận 3 loại vải trông kinh vãi, thất vọng thật sự. cảm ơn shop đã gửi cho mình cái rẻ lau nhà",1,
"không hiểu quần có chữ này thì mặc như thêd nào luôn, lại còn mua tặng, chịu luôn ạ.",1,
quần rách như vậy mà giao cho khách. nhắn tin không trả lời. ,1,
"2 cái quần lỗi quá nhiều. đường chỉ bung tùm lum,dây quần thì cột lại mới ghê",1,
chưa gì đã đổ lông rất nhiều kém chất lượng rất không hài lòng với sản phẩm,1,
năm ngoái mua tầm 5 cái của shop mặc đến giờ vẫn ngon. năm nay mua sờ chất liệu không ngon. mặc được 1 lần đã bị thế này rồi. mong shop xem lại nguồn nhập của năm trước nhé,1,
"giao hàng bị xước, vải mỏng nếu không bị lỗi thì hợp giá tiền. nói chung là không hài lòng lắm",1,
"quần mỏng tang, chất bèo nhèo, 79k 1 chiếc giẻ lau nhà xứng đáng. mọi người đừng nên mua ạ lạy shop bán cho em lạy 1 vái",1,
thái độ shiper rất kém nói chuyện thì thái độ tự ý hủy đơn,1,
"trông nó chán, 1 lần và không bao giờ mua lại",1,
"hàng vậy không hiểu sao nhiều người rate 5 sao vậy, quần thì mỏng dính như nhìn xuyên qua được vậy",1,
"vải mỏng dính, mặc được 1 lần thì bục chỉ, đúng của rẻ là của ôi",1,
túi quần 2 bên không được sâu và không có khoá kéo 2 bên chỉ có túi sau là có khoá kéo.,1,
sản phẩm không như hình. nhắn tin không trả lời. làm ăn không uy tín . 1 sao cho chừa,1,
rất rởm đừng nhìn đánh giá hay bị lừa mỏng dáng form không giống hình,1,
"quần thì mỏng chân quần sao không có chun bó vô, thôi giá nào thì chất đó sau chế quần đùi mặc ok hơn",1,
"đặt hai quần xl mà nhận được một cái l,shop không kiểm tra kỹ hàng",1,
"quần chán đéo chịu được , rách hết . như kiểu bán đồ cũ cho người ta í . lần cuối bố mày mua ",1,
"quần rộng quá ,nhìn ở ngoài xấu hơn trong hình rất thất vọng",1,
"vải chạy chỉ, lỗi nhiều",1,
quần mỏng không bằng shop khác với cùng giá tiền,1,
shop ghi là 50-60kg mua size l nhưng mình 56kg mua size l quá rộng không mặc vừa,1,
hàng kém chất lượng về đường kim chỉ tối lấy hàng sáng hôm sau mặc được 1 buổi sáng thấy bục lúc nào không biết quần quá chán đường kim chỉ kém,1,
hàng sale có khác.đưa sản phẩm của hàng chợ vào để sale cho khách hàng .mặc hàng quá lệ 1 sao cho shop làm ăn không có tâm,1,
sản phẩm bị rách đũng lỗi bề mặt vải,1,
"quần thực sự đáng thất vọng, 87k mà chả khác gì cái giẻ lau. chừa không bao giờ mua ở đây nữa.",1,
"hàng sale mà đưa hàng chợ vào bán, làm ăn có tâm chúc",1,
ok shop,1,
sản phẩm thì may lỗi như vậy thì trả lời lâu cho 1 sao,1,
cảm ơn shop đã gửi cho mình cái rẻ lau nhà,1,
mỏng . quần này sẽ nên mua và mặc 1 lần thôi nhé .,1,
"đặt 1 sọc trắng 1 sọc đen mà ship 2 cái sọc đen , shop làm ăn cẩu thả",1,
quần không giống như hình. mua quần bo mà không thấy bo được tí nào,1,
hàng như cứt. giá không đáng là bao nhưng chất quá khác so với hình. không đáng mua,1,
"quần size m bé tí,k mặc được ạ, chồng e cao m 68, như quần nữ",1,
gần 80k/c nên đừng mong đợi gì nhiều về chất nhé mọi người. 1. giao hơn 1 tuần mới nhận được. 2. nhầm size 3. nhầm mẫu luôn mua cho chồng về mình mặc vừa  mình 47kg sẽ không mua lại.,1,
"bán đéo có tâm , mất tiền mà thấy không ưng ,nhắn tin thì thích rep không thích thôi , không muốn hoàn hàng",1,
"đơn đầu tiên shop giao nhầm size, mình vẫn hỗ trợ lấy sản phẩm giúp shop, và mình đặt đơn thứ 2 để được giao đúng size, shop bảo sẽ trả 15k trong kiện hàng nhưng rốt cuộc không có, thế là mình bị lừa chập 2. đặt lòng tin sai nơi nên bị lừa 2 lần, quá buồn cho một cuộc tình.",1,
vải không đẹp mỏng . trong hình là chun thun dưới chân ống quần. này nhận về chun vải luôn xỏ chân không vào phải đi cắt luôn mới mặc được ,1,
"quần như shit anh em ạ. vải thô cứng, 3 vạch in nổi giặt 3 bữa nát và đặc biệt là không có tí co giãn nào cái ống cứng đơ không cho được cái bàn chân qua luôn bỏ làm rẻ lau luôn rồi",1,
giao hàng thì tệ đặt size l thì giao cho xl shop này quá tệ,1,
mặc không được thoải mái. quần nam mà mặc như con gái. xỏ chân mãi mới lọt,1,
"mặc đúng 1 ngày bung chỉ tè le, rách lồi cái túi luôn, quá tệ",1,
"vải chất không co dãn tốt, ống quần quá hẹp, chất lượng thấp, không đúng như quảng cáo",1,
tôi huỷ đơn nhưng vẫn gửi hàng! hàng kém,1,
hàng đẹp ok ,1,
chán,1,
ghi rõ 2 quần khác nhaurồimà lại mang 2 cái giống nhau shop làm ăn chán,1,
"chất lượng phù hợp với giá, nhưng đặt 2 cái cỡ 2xl, thì shop lại gửi 1 cái 2xl, 1 cái cỡ m, nản",1,
đặt xl giao l chật quá,1,
quần mới mà đã bị lỗi,1,
mặc được 1 lần đã thế này rồi. chán,1,
quần đặt size l lại ship size 2xl,1,
quần lỗi 1 sao,1,
quần không như ảnh đề nghị shop làm ăn hẳn hoi,1,
chất lượng vải kém xấu,1,
hàng lỗi chỉ trả không được,1,
sản phẩm quá tồi,1,
vải chán,1,
không giống trong ảnh,1,
quá tệ,1,
vải kém chất lượng,1,
quần đểu vl . mặc được hôm,1,
đặt 2xl thì lại giao m,1,
vãi tốt nhưng đường khâu không tốt vãi dễ bung,1,
quần mỏng lắm không giống trên hình ảnh,1,
tệ không đáng đâu anh em,1,
hàng kém,1,
quần form chán,1,
làm ăn chán thật,1,
"2 túi không bằng nhau, chỉ thừa rất nhiều,",1,
quần lỗi chán kinh,1,
kém,1,
đặt size l giao xl rộng như cái thùng phi,1,
ngồi cái rách ngay và luôn,1,
1 sao vì cái thái độ của shiper. report hộ,1,
chán cực,1,
không nên mua,1,
vì quần mặc tí đã thấy mục chỉ,1,
"túi quần bị rách, chán shop.",1,
dưới trung bình,1,
quần mỏng,1,
quần quá chật đút chân vào rất khó vải dễ xù,1,
hàng như cứt ý vừa ngắn vừa to đm shop ,1,sản phẩm có vấn đề gì a có thể nhắn tin bên shop sẽ hỗ trợ đổi hàng cho a nhé
chất lượng sản phẩm này kém,1,
không giống như hình ,1,
sản phẩm không đúng. chọn 1 loại gửi 1 loại.,1,"a đặt mẫu nào shop gửi đúng mẫu đó sao a lại bảo không đúng mẫu, nếu không đúng mẫu a có thể nhắn tin shop hỗ trợ đổi hàng cho a mà"
hàng lỗi,1,
vừa mặc 1 lần bục luôn !,1,a ơi quần bị bục ở đâu ạ bên e sẽ hỗ trợ đổi hàng cho a ạ
vải rất đẹp chất liệu rất tồi !,1,
quần như cứt,1,
chất liệu không tốt cho lắm,1,
"sau 2 lần sử dụng đã xổ lông, vải như quần thể dục , không xứng với giá tiền quá tệ, chất lượng quá kém",1,
"hàng thì giao lâu , chỉ thừa lung tung , chưa làm gì đã đất mất cái chun ",1,"hix hu hu em ơi chắc các bạn gửi nhầm sản phẩm lỗi cho em rồi, để chị đổi cái khác cho em , sory em nhiều "
quần mỏng lắm nó cứ thùng thình như nào ấy với lại dây rút không kéo được!,1,híc em có mét 42 chị nói mặc bị dài rồi mà híc
quần rách tele  quần thủng tứ tung tốn 197k  tao biết không đổi được rồi quần như chó gặm,1,"dạ shop rất xin lỗi vì đã chưa đem lại được trải nhiệm tốt nhất cho bạn, bọn mình đã liên hệ với bạn qua tin nhắn rồi đó ạ, bạn vui lòng check tin nhắn shop để được giải quyết mọi vấn đề về sản phẩm ( lỗi, đổi trả, hoàn tiền.) một cách nhanh nhất ạ"
"quần chán lắm, hồ rất cứng á.size nó sai nên bị chật, vừa sờ vào cái cúc cái bung ra đâm vào tay luôn.shop gửi hàng không check kỹ gì cả, làm không có tâm. đọc lại đánh giá thì chắc chỉ có những khách đánh 1 sao là thật, vài cái đầu là đánh giá quần còn lại sản phẩm dã man.shop ảo, shopee tiếp tay cho shop ảo",1,sau khi tìm hiểu shop biết được bạn là được đối thủ thuê mua về để đánh giá 1sao để chơi xấu shop.bạn đặt 1 lúc 5 sản phẩm 2 quần jean top và 3 bài áo top của shop để về chơi xấu shop.khách hàng của shop đã trải nghiệm sản phẩm cua shop nên các b chơi xấu vậy cũng không có giá trị dc gì đâu chỉ thêm phần hèn hạ thui ạ!
"chưa bao giờ đánh giá 1 sao trên shope nhưng lần này phải đánh giá cho các bạn mua sau không bị lừa vì lượt bán với đánh giá ảo lòi của shop này. quần mỏng tanh, cứng, quá nhiều chỉ thừa và đường may cẩu thả. định trả hàng nhưng lại không được nên hi sinh 175k để cho các bạn khác biết mà tránh. cạch mặt cái shop này.",1,"sau khi tìm hiểu shop biết được bạn là được đối thủ thuê mua về để đánh giá 1sao để chơi xấu shop.bạn đặt 1 lúc 5 sản phẩm 2 quần jean top và 3 bài áo top của shop để về chơi xấu shop.khách hàng của shop đã trải nghiệm sản phẩm cua shop nên các b chơi xấu vậy cũng không có giá trị dc gì đâu, chỉ thêm phần hèn hạ thui ạ! "
đặt quần size size 32 shop giao quần 27 gọi điện nhiều cuộc thì mới nhắc máy bảo ứ đổi size. nhắn tin bảo đổi size thì không thấy trả lời lại hoàn hàng thì không cho hoàn thật thất vọng. vào đọc kỹ đánh giá thấy 14k đánh giá thì là ảo tưởng uy tín. lượt bán hơn 30k thì tăng ảo. vải quần thì khá là mỏng,1,shop biết bạn là đối thủ mua về đánh giá làm xấu hình ảnh và uy tin cua shop.các khách hàng của shop đã trải nghiệm đánh giá thực tế về sản phẩm của shop.nên bạn không cần mất công vậy đâu.
rất nhiều chỉ thừa cả trong lẫn ngoài quần thì bị thủng một lỗ quần mua để tặng mà shop làm ăn chán ,1,shop hỗ trợ nhiệt tình và đổi lại sz fre cho b. do thay đổi đánh giá 1 lần rồi nên không thế thay đổi dc nưa. rất mong các b cần hỗ trợ hay có vấn đề gì hãy ib cho shop trc nhe.
đặt size 30 mà bé như 27 đứa em 53kg mặc không vừa. quần cứng mặc dát khó chịu lắm. nhắn tin cho shop đổi trả thì 3 ngày không ai nhắn tin lại shop cứ bơ đi lúc hỏi mua thì nhắn tin rất nhiệt tình. xem lại đánh giá 5 sao đến trang thứ 10 thì toàn đánh giá ảo không có bình luận và sản phẩm không liên quan đến ảnh. đánh giá rất ảo,1,sau khi tìm hiểu shop biết được bạn là được đối thủ thuê mua về để đánh giá 1sao để chơi xấu shop.bạn đặt 1 lúc 5 sản phẩm 2 quần jean top và 3 bài áo top của shop để về chơi xấu shop.khách hàng của shop đã trải nghiệm sản phẩm cua shop nên các b chơi xấu vậy cũng không có giá trị dc gì đâu chỉ thêm phần hèn hạ thui ạ!
"bảo quần ống rộng mà lúc về thành cái ống này cũng không hiểu  mọi người muốn mua ống rộng thì tìm chỗ khác nhé, không biết có được đổi trả gì không nma chắc cũng chả khá hơn mấy ",1,shop rất xin lỗi và lấy làm tiếc về vấn đề trên. quần này bên shop là mẫu ống suông không phải ống rộng hẳn (24cm mà bạn muốn).shop cũng đã đổi lại mẫu khac ống rộng hẳn như bạn mong muốn.do b đã thay đổi đánh giá nên không sửa lại dc! các bạn có vấn đề gì hãy inbox cho shop hỗ trợ trước khi đánh giá shop nha.
"thất vọng quá, mình đặt 2 cái size 28 shop ship cho 2 cái size 29, lại có rất nhiều chỉ thừa ",1,
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm tuyệt vời cho.,1,cảm ơn khách yêu đã tin tưởng và lựa chọn mua hàng tại shop. hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. . chúng tôi luôn hy vọng được tiếp tục đồng hành cùng khách yêu trong tương lai.
sản phẩm đẹp ổn nhưng shop đóng gói hơi ẩu quần bị nhăn khá nhiều.hơi tệ,1,
"nói thật quần này mua phí tiền, quần kiểu như siđa đồ chợ loại 2cái 100k rồi còn kiểu mặc lại rồi nữa , shop không chung thực trong việc lấy hàng nữa",1,"dạ đầu tiên shop thành thật xin lỗi bạn về những trải nghiệm chưa được tốt bên mình ạ. shop đã liên lạc đổi trả cho bạn rồi ạ, bạn check tin nhắn bên mình hỗ trợ thêm cho bạn ạ"
"đặt size nhỏ nhất mà bố mặc còn rộng thênh thang ảo quá , tiếc 170k ",1,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !"""
"cùng 1 mẫu quần chỉ khác màu nhưng cái rộng cái không vừa, shop cho đổi hàng nhưng cứ hứa hẹn , đơn thì delay mãi không thấy gửi. nhân viên có thái độ không tôn trọng khách hàng. shop này chẳng khác nào lừa đảo!",1,
quần giao về như kiểu đã qua sử dụng mình nhờ người nhà lấy hộ về tới nhà nhìn hàng rất không thể chấp nhận được sẽ không bao giờ mua lần hai các bạn lên cân nhắc khi mua,1,"sản phẩm lỗi, không ưng ý bên mình đều được đổi trả ạ, b check tin nhắn shop để bên mình tư vấn và hỗ trợ thêm cho bạn nha "
"chán từ shop đến đv vận chuyển, 1 sao không hơn, đơn mua ảo lòi ",1,
màu quần ở ngoài không giống hình cho lắm hơi thất vọng xíu nhưng from quần ổn đẹp.,1,
lần đầu giao hàng rất nhanh nhưng mua lần 2 giao đợi 10 ngày xong không giao mà tự hủy đơn hàng luôn ,1,
vải rất kém chất lượng không giống trong hình giao hàng nhầm size xong đến lúc giao lại thì lại là một loại quần khác quá là thất vọng.,1,
"nhân viên quá láo, thiện chí đổi hàng mua thêm quần nhưng thái độ kém. tắt điện thoại của khách. chăm sóc khách hàng không chuyên nghiệp",1,shop rat xin lỗi bạn vì đã làm bạn không hài lòng. .chủ shop đã rất thiện chí gọi điện hỗ trợ đổi hàng cho bạn đến 3 lần liên tiep và cũng đã thay mặt nhân viên xin lỗi bạn.mong lần sau sẽ phục vụ bạn tốt hơn và làm bạn hài lòng hơn.
