khach_cmt,rating,shop_phan_hoi
"vải thô, ráp mặc khó chịu lắm, nhăn nheo mẫu mã xấu. size to đùng, mình hông và mông to nhưng mặc còn rộng nữa! thật vọng kinh! đóng gói sản phẩm thì không lấy được cái bọc cho đàng hoàng! bỏ trơ cả mấy cái vô mỗi cái bọc hàng! nhận bọc hàng là không ưng ý rồi",1,"chị ơi.e cảm ơn chị đã phản hồi.đầu tiên shop xin lỗi chị về trường hợp này ạ.bên shop sẽ liên hệ xử lý vấn đề này ngay ạ.e mong chị bỏ đánh giá 1 sao giup shop để shop hoàn thiện hơn,phục vụ chị tốt hơn ạ.shop cảm ơn chị rất nhiều.chúc chị và gia đình sưc khoẻ ạ"
"đúng như tờ dán trên gói hàng, phải quay video lại khi mở hàng, chắc shop bị khách hỏi thăm không ít rồi đây mà các bạn nên cẩn thận nhá, mua 2 chiếc áo đợt đầu thì ok, đợt này mắc lỗi to như này thì mình chịu",1,
"giao hàng rất lâu, chất lượng không oki mọi người ạ, chất mặc 1 lần sẽ phai ấy ạ",1,
quần mỏng dính. chất xấu. không bằng mấy cái quần bầu của mình. lần đầu mua hàng nhưng thật sự thất vọng. đúng là tiền nào của nấy.,1,
"hàng oke, y hình mình mua tận 15 cái quần nhưng chỉ giao 14 và giao thiếu 1 cái quần 20k. lỗi bên mình không quay clip khi bóc hàng nhưng shop cũng không có cách giải quyết ổn thoả giúp khách hàng. coi như cho shop 20k ^!",1,
"chất vải bí và nóng, bị xù. nếu mặc mùa hè rất bí, không thấm mồ hôi.",1,
"sản phẩm hơi rộng so với size mà shop tư vấn ,mọi người cân nhắc,mình đặt theo size shop tư vấn sau đọc đánh giá thấy mọi người bảo rộng, lập tức nhắn tin cho shop 2 3 lần tha thiết xin đổi sz bé hơn, nhắc đi nhắc lại 2 3 lần shop cứ ok, nhưng vẫn không đổi size cho mình trước khi gửi, cho shop 1*vì mình có ib lại mà shop chỉ trả lời 1cách mặc kệ",1,
chất siêu xấu nổ bông thô cứng không đáng tiền chút nào mua quần này thì đặt shop khác đi nhé khuyên thật trân,1,
"vải mỏng léc,không mềm mịn, không phải cotton, giống hình nhưng không đẹp. đặt 3 cái nhưng chỉ giao 2 trong khi vẫn tính tiền 3",1,
"xin phép cho mình đánh giá shop 1 sao. lẽ ra mình đã cho shop 1 sao cách đây 2 tuần trước vì shop đã gửi hàng thiếu cho mình, mình cũng liên lạc với shop để gửi hàng thiếu cho mình, shop bảo mình đặt đơn hàng mới thì sẽ gửi kèm theo hàng thiếu và mình đã đặt đơn hàng mới, nhưng shop không gửi hàng thiếu",1,
"mình mua 10 cái , ship 1 tính tiền 10 , yêu cầu hoàn thu shop gọi điện bảo huỷ hoàn đi sẽ gửi qua bưu điện số còn thiếu , 1 tuần không thấy đâu , nhắn tin lên shop thì bảo đang gửi yêu cầu ,rồi lại hỏi chuyển hoàn rồi, shop đang lừa đảo à",1,
"đặt size l theo đúng bảng size của shop mà về mặc chật ních, đặc biệt là đoạn ngay bẹn bó sát rạt rất đau, quần không hề co giãn! chất liệu thì cứng thô, không mềm mại. cầm trên tay cảm giác như quần trẻ con ấy! nhất định không đặt hàng lần nào nữa!",1,
eo ôi đùa chứ chất xấu dã man. vải thì mỏng kiểu đao đến nơi rùi í. thấy mọi người khen nhiều quá trời nên mua mà mua về thất vọng,1,
shop giao thiếu đồ cho mình nhắn tin cho shop nhưng shop không rep cho shop thời gian nhưng vẫn không thấy gì chán shop vô cùng mua tổng 9 món nhưng chỉ nhận về 3 bra cùng màu mà mình không chọn,1,
quá tệ. lươn lẹo với khách. tưởng shop uy tín. ai ngờ kiểu bán được hàng rồi là không liên quan. đồng ý trả hàng xong khách trả lại hàng thì khiếu nại khách. thôi cũng chúc shop buôn không may bán không đắt vậy. chán.,1,
"nhân viên nhắn tin trả lời khách rất thiếu chuyên nghiệp, không hỗ trợ khách mà trả lời cho có. làm ăn vậy rất mất khách",1,
"chăm sóc khách hàng quá sức tệ, khách đã inbox riêng để thỏa thuận việc đổi hàng trước khi bấm trả hàng, shop đã gọi tư vấn thống nhất hỗ trợ khách bấm trả, nhưng đến khi bấm trả thì khiếu nại ngược khách, quy trình quá lâu, shope đòi bằng chứng nhưng tư vấn điện thoại thì lấy đâu ra hình ảnh, quá thất vọng",1,
"tôi chưa nhận được hàng mà thanh toán qua app rồi , giờ lại chưa giao mà cập nhật là đã nhận vậy shop",1,
"hàng không thể mặc, phí tiền vẫn trả tiền dù shopee cho hoàn lại nếu cho vote âm sao tui cũng vote nữa",1,
"chất lượng sản phẩm rất tệ, áo mỏng và mất form. mình đã nhắn tin rất lịch sự và tử tế nhưng shop chưa đưa ra hướng giải quyết cho mình ! rất không hài lòng !",1,
"đúng là của rởm mua về mặc chỉ được lưng chừng mông, đũng ngắn, cảm giác mặc lúc nào cũng sắp tụt.",1,
"hàng chất lượng, vải rất ok. nhưng khi ship hàng size to mình mặc không vừa có nhắn tin shop mình nói trả hàng không cần hoàn tiền shop đổi size nhỏ hơn hộ mình thì shop cứ vâng vâng rồi im re. hi vọng sẽ không ghé shop lần nào nữa. ",1,
"tin tưởng rồi bị lừa đảo các bác ạ! em mua 9 cái liền có áo bị mất tai không có chỗ cài quai, nhắn tin mãi shop không rep nên ấn hoàn hàng, mới ấn hoàn hàng có nhân viên gọi lại bảo đổi cho, nhờ mình hủy hoàn, shop có gửi cho mã đơn hàng đơn đổi với mình nhưng khi mình ấn hủy hoàn, thì shop hủy đơn",1,
muốn shop bán bằng cái tâm.chứ không bằng tiền.khách hàng là thượng đế.mua hàng kiểm tra phải cho.chứ không kiểm hàng sao thanh toán,1,
vải không đẹp,1,
đặt xl mà shop giao size m. không kiểm tra kĩ gì,1,
"shop giao hàng không đúng mẫu, giao quần mẫu rẻ tiền hơn lúc đặt sau đó im luôn không thấy nói gì về tiền thừa. áo ngực đã sai mẫu còn bị lỗi( không may móc nối để gắn dây vào áo). khi khách phản ánh thái độ không hợp tác, đợi khách chỉ rõ từng chi tiết mới chịu nhận sai mẫu. và sau đó khách tự chịu nha mọi người",1,
tệ,1,
đợi hàng lâu. thái độ shiper giao hàng cũng không tốt. quá tệ . không bao giờ mua lại,1,"chị ơi.e cảm ơn chị đã phản hồi.đầu tiên shop xin lỗi chị về trường hợp này ạ.bên shop sẽ liên hệ xử lý vấn đề này ngay ạ.e mong chị bỏ đánh giá 1 sao giup shop để shop hoàn thiện hơn,phục vụ chị tốt hơn ạ.shop cảm ơn chị rất nhiều.chúc chị và gia đình sưc khoẻ ạ"
shop giao hàng thiếu cho mình. ngay món đắt nhất. mình khiếu nại trả hàng hoàn tiền thì shop gọi bảo hỗ trợ gửi bù nên mình hủy. cuối cùng đợi 4 5 hôm mình nhắn tin shop bảo không thấy ai nói về vấn đề này. bảo giải quyết. ok mình đợi họ giải quyết. 4 5 hôm sau nữa chưa thấy ai gọi xác nhận với mình.bye shop,1,
thái độ của nhân viên thì dễ thương đấy nhưng khuyên mọi người nếu mua ra hẳn chợ mua chất lượng sẽ ngang shop và tiền sẽ rẻ hơn 1 nửa. từ nay trở đi không bao giờ mua hàng ở shop,1,
chưa gửi hàng đi mà dám nói là gửi đi rồi. gian dối là 1 đặt 10/10 mà tới 2/11 mới giao cho shipper. kêu mình tự huỷ đơn hàng. mình không huỷ shop không huỷ mà tự gửi hàng đi. mình vẫn nhận là may rồi,1,
thề mua 1 lần không dám mua lần sau. shop quảng cáo hàng cotton 100% mà là hàng pha coton mặc rất bí với nóng đã mua onl bị vài lần cứ nghĩ shop bán hàng chất lượng ai ngờ made in china rởm. tặng 1 sao là mẫu mã thôi còn nói thật là chất lượng không xứng giá tiền. bye!,1,
"mình không đánh giá sản phẩm vì mình bị thất lạc hàng. không biết shipper vận chuyển kiểu gì mà lúc mình ra lấy hàng thì không cánh mà bay. mà mình cũng bận do đi làm nên vài ngày sau khiếu nại shopee thì cũng quá hạn. nói chung là mình chỉ phản ánh shipper thôi nhé, không phải chất lượng sản phẩm ha",1,
giao hàng thiếu nhưng kiểu không có ý định hoàn tiền lại cho không nhận hàng từ ngày 22 nhắn tin bảo shop hoàn tiền lại cho khách nhưng đến nay là 28 nhắn tin cho shop thì bảo để báo với quản lý ( bảo gì mà bảo đến lần thứ n vẫn không thấy có ý định hoàn tiền ) 41k không to nhưng nó là đạo đức kinh doanh ,1,
shop bán hàng sai không chịu hoàn lại tiền . mọi người đừng mua nha . shop mất dạy lắm,1,em cảm ơn chị đã tin tưởng và ủng hộ shop.shop mong chị luôn theo dõi shop để nhận dc nhiều ưu đã hơn.chúc chị và gia đình khoẻ mạnh ạ.
chất vải thô cứng kinh khủng. còn kém xa hàng chợ. chất lượng không tương xứng với giá tiền,1,
"gói hàng kiểu gì mà mình mở ra dính nước ngọt hay gì cứ rít rít loang hết cả 6 cái quần, làm mình phải đi ngâm giặt lại hết",1,
sản phẩm đóng gói tệ.làm hư form áo. chất lượng áo tệ.không như hình. hàng quá xấu. giao thiéu 1 quần màu xanh. đã vậy áo ngực như hàng si đa,1,em cảm ơn chị đã tin tưởng và ủng hộ shop.shop mong chị luôn theo dõi shop để nhận dc nhiều ưu đã hơn.chúc chị và gia đình khoẻ mạnh ạ.
mua 12 cái. shop gửi 11 cái. yêu cầu shop khắc phục shop kêu phải đặt đơn hàng mới gửi luôn. shop làm vậy mất khách hết. có sao nói vậy mong shop thông cảm.,1,
sản phẩm kém chất luợng vải thô,1,"dạ shop thành thật xin lỗi chị vì vấn đề này ạ 😣. shop sẽ hoàn lại tiền nếu sản phẩm bị lỗi , hư hỏng , thiếu hoặc sẽ gửi lại sản phẩm mới cho chị. shop đã liên hệ chị để giải quyết rùi , mong nhận được phản hồi sớm từ chị ạ ❤❤❤❤"
quần như quần cũ không nên mua nhé,1,
giao thiếu ,1,em cảm ơn chị đã tin tưởng và ủng hộ shop.shop mong chị luôn theo dõi shop để nhận dc nhiều ưu đã hơn.chúc chị và gia đình khoẻ mạnh ạ.
xấu và như dẻ rách. không diễn tả nổi,1,
"màu quần xấu , chật liệu quần dõm",1,
chất vải không đẹp lắm,1,
giao sai hàng,1,
giao hang thiếu,1,
"-sản phẩm không giống như mô tả thực tế đáy quần không được may (như ảnh) và chất liệu vải đáy quần chính là chất liệu quần rất cứng. -giao sai đơn hàng +đơn hàng đặt 1 quần coton trắng, thực tế nhận hàng 2 quần cotton trắng, 2 quần cotton đen. +đặt 11 quần size m nhưng nhận có 2 quần size l",1,
"sản phẩm đặt 1 size xl nhưng giao hàng 2 loại size xl và xl chỉ thừa còn rất nhiều ở quần vải 3 quần nhưng 2 loại vải, quần màu đen vải cực kì cứng, vứt đi một cái không mặc được 3 cái còn lại thì vải mềm hơn giao hàng cực lâu cả tuần không nhận được phải giục shop mới giao hàng cho chán cái quần đen ghê",1,
quần xấu mình không mặc được cái nào luôn . ham rẻ nên mua mà từ giờ cạch luôn,1,"chị ơi.e cảm ơn chị đã phản hồi.đầu tiên shop xin lỗi chị về trường hợp này ạ.bên shop sẽ liên hệ xử lý vấn đề này ngay ạ.e mong chị bỏ đánh giá 1 sao giup shop để shop hoàn thiện hơn,phục vụ chị tốt hơn ạ.shop cảm ơn chị rất nhiều.chúc chị và gia đình sưc khoẻ ạ"
xấu như em đặt hai cái một cái màu  xanh và một cái màu đen như shop giao cho em hai cái khác nhau ạ ra một cái một cái màu xanh thôi còn cái màu đen của em đâu ạ,1,"dạ shop thành thật xin lỗi chị vì vấn đề này ạ 😣. shop sẽ hoàn lại tiền nếu sản phẩm bị lỗi , hư hỏng , thiếu hoặc sẽ gửi lại sản phẩm mới cho chị. shop đã liên hệ chị để giải quyết rùi , mong nhận được phản hồi sớm từ chị ạ ❤❤❤❤"
"shop che tên cho có. shipper giao hàng cố tình nói to là giao quần lót. shipper thái độ cợt nhả, khi giao còn cố ý hỏi “có muốn quay video bóc bàng không”, thái độ cười cợt khách hàng. lúc giao đơn này cùng đơn khác nữa, đơn kia thì ship không chụp hình nhưng giao đơn này ship đòi chụp hình cầm nhận",1,"dạ shop thành thật xin lỗi chị vì vấn đề này ạ 😣. shop sẽ hoàn lại tiền nếu sản phẩm bị lỗi , hư hỏng , thiếu hoặc sẽ gửi lại sản phẩm mới cho chị. shop đã liên hệ chị để giải quyết rùi , mong nhận được phản hồi sớm từ chị ạ ❤❤❤❤"
"shop giao nhầm size , quần mỏng, co giãn kém , nói chung là tệ.",1,
"từ ngày mua shope chưa bh đánh giá 1* nhưng nay nhận được hàng nhìn mà bức xúc xong nhắn shop còn không thèm rep 1 câu. rõ đặt 1 bộ mà 2 cái màu ứ liên quan gì đến nhau, chấp nhận giá đắt hơn các sản phẩm khác nhưng nhận sản phẩm thì không ra sao.",1,
"giao sai mẫu, giao nhầm size. sản phẩm không giống hình ảnh, không hài lòng",1,
có lẽ đây là sản phẩm tệ nhất mình từng mua  quá thất vọng sẽ không bao giờ mua lại thêm một lần nào nữa mua về vứt luôn không mặc được 1 cái gì đây là lần đầu tiên mình đánh giá 1 sao cho 1 shopee,1,
"cùng 1 loại quần, chọn cùng size l nhưng lại chiếc to chiếc bé như hình",1,
"đã nhận được hàng, đặt sz l mà shop giao sz xl, chất lượng tạm ổn, shop đóng gói hơi sơ sài.",1,
"chất vải bí và nóng, bị xù. nếu mặc mùa hè rất bí, không thấm mồ hôi.",1,
"vải này mà là vải cotton hả ? nhận hàng thất vọng thật sự , áo bra vải và mút mỏng lét ,không đáng tiền",1,"dạ shop thành thật xin lỗi chị vì vấn đề này ạ 😣. shop sẽ hoàn lại tiền nếu sản phẩm bị lỗi , hư hỏng , thiếu hoặc sẽ gửi lại sản phẩm mới cho chị. shop đã liên hệ chị để giải quyết rùi , mong nhận được phản hồi sớm từ chị ạ ❤❤❤❤"
"sản phẩm thì tạm được với giá tiền. nhưng thái độ của nhà bán thực sự tệ . đã đóng gói sai sản phẩm còn đổ lỗi độ sáng , không được thì quay ra nói nào là do nhà xưởng .",1,"chị ơi.e cảm ơn chị đã phản hồi.đầu tiên shop xin lỗi chị về trường hợp này ạ.bên shop sẽ liên hệ xử lý vấn đề này ngay ạ.e mong chị bỏ đánh giá 1 sao giup shop để shop hoàn thiện hơn,phục vụ chị tốt hơn ạ.shop cảm ơn chị rất nhiều.chúc chị và gia đình sưc khoẻ ạ"
chất vải xấu. không hài lòng nhất là thái độ của shop. vì mình không biết đặt nhiều màu nên nhắn tin riêng để yêu cầu shop xử lí giúp mình nhưng không được giải quyết,1,
"mình đặt size m mà giao mình l thất vọng shop thật sự, nhận hàng mà không mặc được",1,
"áo lót đúc xu thật sự chán, nó không phải chất đúc xu mà kiểu xốp xốp mỏng mỏng không ôm vào ngực thật sự mở ra nhìn hàng thất vọng các bạn không nên mua loại đúc xu nhé còn quần lót thì mình thấy ok",1,
"quần màu be thì nhìn giống màu vàng nhạt lông gà con, mình 55kg m60 mặc xl chật không thở nổi. mọi ng nên cân nhắc khi mua hàng",1,"dạ shop thành thật xin lỗi chị vì vấn đề này ạ 😣. shop sẽ hoàn lại tiền nếu sản phẩm bị lỗi , hư hỏng , thiếu hoặc sẽ gửi lại sản phẩm mới cho chị. shop đã liên hệ chị để giải quyết rùi , mong nhận được phản hồi sớm từ chị ạ ❤❤❤❤"
chất lượng kém không phí tiền để mua nhưng không mặt được áo lên form rất xấu,1,
"xấu, giao sai hàng, sai size, không đúng gì cả, không có hàng thì phải báo khách lấy sản phẩm khác thế vào  không uy tín",1,
"chất lượng sản phẩm kém, vải khá mỏng. chỉ dua thừa rất nhiều, đường mai không tốt, hoạ tiết không giống trong hình, màu sắc không giống. tiền nào của của đó, bạn nào mua thì đừng hi vọng nhiều",1,
"làm ăn lươn lẹo lừa dối khách. mọi ngườig hãy né shop này ra. mình có đặt bra của shop này và shop giao nhầm size lẫn màu bra. mình ấn khiếu nại để hoàn trả hàng nhận lại tiền, sau đó shop gọi cho mình bảo huỷ khiếu nại rồi shop ship ngoài cho mình. mình ấn huỷ khiếu nại và sau đó shop mất hút.",1,
lần đầu tiên mua hàng trên shope phải đánh giá 1 sao cho 1 shop bán hàng! cách giải quyết vấn đề thiếu hàng cho khách của shop quá chán!,1,
"thật sự không hài lòng ạ, khoản xếp hàng lên order cho khách cần phải cẩn thận và chú tâm hơn. vì khách đã đặt online và không thể trực tiếp xem hàng rồi. mình mua 3 cái đều cùng 1 size nhưng lúc nhận được hàng thì lại như vậy đây ạ.",1,
chất liệu quá chán,1,"dạ shop thành thật xin lỗi chị vì vấn đề này ạ 😣. shop sẽ hoàn lại tiền nếu sản phẩm bị lỗi , hư hỏng , thiếu hoặc sẽ gửi lại sản phẩm mới cho chị. shop đã liên hệ chị để giải quyết rùi , mong nhận được phản hồi sớm từ chị ạ ❤❤❤❤"
mình đặt size l shop giao xl,1,
mình đặt 4 mà shop giao 3.shop giao thiếu hàng.lần sau sẽ không mua lại,1,"chị ơi.e cảm ơn chị đã phản hồi.đầu tiên shop xin lỗi chị về trường hợp này ạ.bên shop sẽ liên hệ xử lý vấn đề này ngay ạ.e mong chị bỏ đánh giá 1 sao giup shop để shop hoàn thiện hơn,phục vụ chị tốt hơn ạ.shop cảm ơn chị rất nhiều.chúc chị và gia đình sưc khoẻ ạ"
shop giao hàng chậm. đặt 5 sản phẩm thì giao 4 sản phẩm. nhắn tin trực tiếp cho shop nhưng shop không trả lời. quá tệ ,1,
"cân nặng 52 kg đặt sz xl 65kg vẫn chật cả hiểu shop đo sz kiểu gì, không cái quần nào mang được, phí cả tiền cả công chờ hàng",1,
"hàng xấu vừa giá tiền, shop giao thiếu hàng không xử lí.im lặng hoài",1,
"quần mua size xl mà cái to cái nhỏ , cái size l cái size m. nhắn cho shop thì trả lời tin nhắn cho có. mọi người mua nhớ cẩn thận.",1,
quá tệ. lươn lẹo với khách. tưởng shop uy tín. ai ngờ kiểu bán được hàng rồi là không liên quan. đồng ý trả hàng xong khách trả lại hàng thì khiếu nại khách. thôi cũng chúc shop buôn không may bán không đắt vậy. chán.,1,
"giao hàng thiếu nhưng khi liên hệ với shop thì shop không xử lý, mọi người không nên mua kẻo mất tiền oan",1,em cảm ơn chị đã tin tưởng và ủng hộ shop.shop mong chị luôn theo dõi shop để nhận dc nhiều ưu đã hơn.chúc chị và gia đình khoẻ mạnh ạ.
màu nude nhưng nhận hàng thật thành màu vàng nhạt. mong là shop nên ghi chú cụ thể để ng mua có thể có lựa chọn sản phẩm chuẩn hơn.,1,
"làm ăn bố láo người ta đặt 16 sản phẩm giao có 14 sản phẩm , khiếu nại  cho shop thì shop đòi video mở hàng , có 2 cái áo làm như to tát lắm mà phải video . chất liệu thì tệ , phục vụ thì kém , làm ăn gian dối",1,
"đặt 10 cái quần sz l mà có 3 cái sz l còn toàn xl với 2xl,rộng như cái váy,chán.",1,
"chất vải xấu,thô. mình 55kg mà giao cái quần nó rộng phải tầm 80kg cũng mặc vừa. mình bảo mai lấy hàng được không. shipper trả lời bảo thanh toán tiền trước xong mai giao hàng. chắc trêu",1,
đã ghi chú là mỗi màu khác nhau đến lúc giao 10 cái một màu ?,1,
mình chưa nhận được hàng bạn nhé. bạn liên hệ lại bên giao hàng giúp mình đơn hàng này mình đã thanh toán rồi ,1,
vải nóng không thấm hút mồ hôi,1,
"đóng gói không chắc chắn, hàng quá tệ, lấy cùng một cỡ mà gửi toàn cỡ linh tinh, cả size m rồi xl",1,
hàng giao chất lượng không tốt do giá rẻ mặc không đuọc êm mọi người nên lựa chọn sản phấm mắc tiền hơn.,1,
shop giao hàng không đúng như đã đặt,1,"chị ơi.e cảm ơn chị đã phản hồi.đầu tiên shop xin lỗi chị về trường hợp này ạ.bên shop sẽ liên hệ xử lý vấn đề này ngay ạ.e mong chị bỏ đánh giá 1 sao giup shop để shop hoàn thiện hơn,phục vụ chị tốt hơn ạ.shop cảm ơn chị rất nhiều.chúc chị và gia đình sưc khoẻ ạ"
"không đúng hàng, không đúng chất liệu",1,
"giao thiếu hàng, chất lượng tệ.",1,
chán cách làm việc của shop lắm,1,
chất xấu,1,
"quần chất vải thô, nóng, bí, quá thất vọng",1,em cảm ơn chị đã tin tưởng và ủng hộ shop.shop mong chị luôn theo dõi shop để nhận dc nhiều ưu đã hơn.chúc chị và gia đình khoẻ mạnh ạ.
"chat hơi lâu , sản phẩm cũng được",1,
màu quần không giống hình ảnh,1,
thực sự là quá to so với size. mình 60kg mà mặc l không vừa. khéo chỉ mặc s. chất lượng thì bình thường. mọi người nên cân nhắc size khi mua. chăm sóc khách hàng thì chán!,1,
"mua 11 chiếc quần lọt mà shop lỡ lòng nào giao 2 chiếc thiếu 9 chiếc. làm ăn thất đức gánh nghiệp cho người khác đó, cứ shopee xử lý nghiêm khắc trường hợp lừa đảo trên. tiền vẫn tính đủ mà hàng không giao đủ. chờ hàng rõ lâu đến khi giao không khác gì lừa đảo",1,
"thật sự lần đầu tiên mua hàng của shop nhưng quá thất vọng. shop giao hàng chậm, trước khi giao hàng cho khách không kiểm tra lại sản phẩm của mình, mình mua 3 cái thì 1 cái bị rách. mình 58-60kg đặt size m mà mặc còn rộng. ",1,
"đặt 2 giao 1, mà giao cái quần mới ác, lừa đảo thật, xui cho mình quên kiểm hàng",1,
shop chả che tên sản phẩm gì cả làm ông ship trêu mình luôn,1,
đã nhắn tin là che tên sản phẩm hộ mà shop để nguyên si giao hàng là con trai khi giao hàng gọi giao rất là vô duyên khi không biết lại hỏi hàng gì vậy anh (vì đặt nhiều đồ 1 lúc) ,1,
tin tưởng đánh giá mua hẳn 5 quần màu da. nhưng nhận được màu hồng vỏ đỗ. bên ngoài màu hồng đậm hơn nhiều. mình thích mặc trên dưới giống nhau mà giờ nhìn nó lệch lạc sao ấy. mọi người cân nhắc nhé quá thất vọng!,1,
quần sịp thì rộng. còn áo thì thôi rồi. cái mút thì bằng 3/4 cái áo vỏ. lỏng loẹt trôi đi khắp nơi không cố định. ngực tôi cũng không phải nhỏ. mà không sệ nha bình thuờng mặc áo size 36 ok. mà mặc quả áo này áo nó kéo ra tận đằng sau luôn. như kiểu 2 bên áo sắp chạm vào nhau luôn. nhìn điêu không tả được . quá thất vọng,1,
giao thiếu hàng. không có quần,1,
"thiếu sản phẩm 112k trong khi tổng đơn 188k, nhắn tin không trả lời luôn. shop ở nước ngoài nên chịu không biết làm sao",1,
lừa đảo.khách chưa nhận được hàng. đã trả tiền trước.đã liên hệ shop mà cả tháng shop không giải quyết,1,
"đặt 4 cái nhưng chỉ nhận được 3 cái, shop chỉ có tiếng trung quốc nên tôi không thể nhắn tin được",1,
đây là quần lót lọt khe nha mọi người. người bán ghi không rõ gì hết,1,
quần nót rộng không đúng form mua về không mặc được luôn. seri m mà to như xl,1,
đặt màu khác nhau mà hàng về 6 cái màu trắng như nhau thất vọng,1,
"không che tên sản phẩm, lần sau shop nên chú ý hơn",1,
đã note nhờ che tên hàng nhưng shop không hề che!,1,
không che tên sản phẩm,1,
không che tên sản phẩm nhạy cảm,1,
chất lượng rất kém,1,
không che tên sản phẩm ,1,
như hàng đã quá sử dụng. không tem mác.,1,
không được ưng ý cho lắm,1,
"-sản phẩm không giống như mô tả thực tế đáy quần không được may (như ảnh) và chất liệu vải đáy quần chính là chất liệu quần rất cứng. -giao sai đơn hàng +đơn hàng đặt 1 quần coton trắng, thực tế nhận hàng 2 quần cotton trắng, 2 quần cotton đen. +đặt 11 quần size m nhưng nhận có 2 quần size l",1,
"shop giao thiếu cho mình quần này, mình đặt 2 bộ đồ bộ với quần này mà lúc tới chỉ có 2 bộ đồ. nhắn cho shop xong cũng được giải quyết. nhưng mà lần tới lại giao sai đồ  chắc do mình xui",1,
"mình đặt 2 mẫu quần nhưng shop giao đúng 1 mẫu giá rẻ hơn, còn mẫu đắt hơn thì giao không đúng mẫu. chất lượng thì kém chẳng khác gì đồ chợ cả. chắc đây là lần đầu cũng như lần cuối mình mua hàng của shop. bực mình thật sự. ",1,
"thật sự sao tôi bực mấy shop bán đồ lót mà không che tên sản phẩm lại ghê á. mặc dù có dặn đi dặn lại 2 lần mà shop cũng để chình ình một sớ dài ra đó, lúc giao hàng shipper còn phải để mặt thông tin úp xuống cho đỡ ngại. rồi phần lẻ 200đ mà ship best express kêu đưa chẵn 1.000 đ là thấy điên rồi ",1,
chất mỏng rất xấu nha mọi người. không đáng tiền mua đâu ạ. xấu lắm đừng mua,1,
"hàng giao không đúng như hình, chất lượng sản phẩm kém. hình đăng bán lừa khách hàng, bán hàng không uy tín.",1,
sản phẩm mà giá này chấp nhận được vì tiền nào của đó nhưng sự phục vụ của shop không tốt ! gọi điện báo thiếu hàng mà không hoàn tiền lại cho khách … cứ bắt khách đổi mã khác … mình không đồng ý đổi vì mua hầu hết tất cả mã mình thích của shop rồi …. phản hồi lại thì như trả lời tự động 😰,1,
